,County,Doctorate M,Professional M,Masters M,Bachelor M,Associate M,Some College M,High School M,Some HS M,Less than HS M,None M
1892,17213,1.747%,5.677%,10.917%,12.664%,52.402%,13.974%,1.310%,1.310%,14.492754%,2.041%
1893,17215,12.195%,9.756%,4.878%,4.878%,68.293%,0.000%,0.000%,0.000%,0.000000%,0.000%
1894,17229,0.704%,1.878%,9.390%,4.930%,10.563%,61.972%,5.869%,3.521%,1.174%,11.398964%
1895,17239,0.000%,3.125%,6.250%,5.208%,66.667%,15.625%,3.125%,7.692308%,8.108%,12.346%
1896,17243,0.557%,0.371%,0.742%,4.453%,4.638%,21.336%,51.948%,14.471%,0.928%,0.557%
1897,17249,1.493%,5.970%,4.478%,14.179%,55.224%,14.179%,2.985%,1.493%,19.444444%,0.000%
1898,17253,4.706%,2.353%,3.529%,8.235%,67.059%,12.941%,1.176%,14.705882%,4.545%,9.091%
1899,17255,1.289%,4.381%,5.412%,9.536%,62.887%,12.629%,2.577%,1.289%,6.722689%,2.451%
1900,17260,1.418%,0.000%,6.383%,4.492%,7.801%,67.139%,4.728%,7.092%,0.946%,3.546099%
1901,17264,0.000%,2.602%,3.346%,7.931%,11.276%,57.249%,11.648%,5.081%,0.867%,3.745318%
1902,16057,4.418%,1.313%,7.433%,15.970%,8.090%,16.866%,39.194%,4.507%,1.104%,1.104%
1903,16110,1.399%,2.797%,4.895%,6.993%,1.399%,70.629%,4.196%,5.594%,2.098%,10.526316%
1904,16113,1.471%,2.941%,11.029%,17.647%,18.382%,48.529%,0.000%,26.760563%,2.469%,10.924%
1905,16114,1.762%,0.000%,5.727%,3.084%,4.846%,66.960%,15.419%,2.203%,0.000%,16.279070%
1906,16121,0.000%,0.508%,2.625%,10.838%,3.810%,23.031%,40.390%,13.887%,3.895%,1.016%
1907,16124,0.450%,0.300%,4.805%,11.111%,6.607%,10.210%,51.351%,7.508%,5.105%,2.553%
1908,16125,0.973%,2.271%,5.003%,11.149%,7.495%,14.154%,48.455%,7.547%,2.254%,0.700%
1909,16127,5.135%,1.931%,6.794%,20.473%,7.044%,10.407%,39.218%,5.340%,2.772%,0.886%
1910,16130,0.000%,2.442%,7.191%,4.749%,9.091%,58.209%,13.297%,4.613%,0.407%,12.849162%
1911,16133,0.538%,2.688%,9.319%,4.839%,13.799%,53.943%,9.677%,3.226%,1.971%,12.435233%
1912,16134,1.807%,0.870%,3.481%,8.768%,11.446%,14.324%,44.578%,10.843%,3.146%,0.736%
1913,16137,1.490%,0.639%,2.944%,10.394%,7.095%,14.952%,49.911%,9.028%,2.749%,0.798%
1914,16142,5.060%,2.067%,10.827%,12.840%,6.692%,12.024%,27.203%,9.412%,12.840%,1.034%
1915,16143,0.617%,0.881%,2.026%,9.604%,7.489%,21.410%,43.612%,11.806%,1.674%,0.881%
1916,16145,0.627%,0.104%,3.971%,8.359%,7.837%,15.778%,50.157%,8.359%,4.180%,0.627%
1917,16146,0.000%,1.036%,3.252%,19.032%,5.035%,16.430%,40.135%,9.925%,2.987%,2.168%
1918,16148,0.810%,4.583%,6.823%,16.678%,9.580%,20.434%,35.958%,3.825%,0.775%,0.534%
1919,16150,1.175%,1.337%,3.930%,16.248%,8.266%,21.313%,41.491%,4.903%,0.972%,0.365%
1920,16151,0.000%,0.000%,6.667%,0.000%,60.000%,13.333%,20.000%,20.000000%,0.000%,0.000%
1921,16153,0.929%,4.334%,13.209%,8.462%,13.209%,47.472%,8.359%,3.818%,0.206%,22.475570%
1922,16154,0.447%,2.123%,5.140%,5.251%,9.497%,71.061%,6.034%,0.447%,8.571429%,3.070%
1923,16156,1.746%,3.201%,4.365%,11.736%,7.081%,15.810%,45.199%,5.626%,4.559%,0.679%
1924,16159,6.414%,13.598%,5.645%,12.765%,50.417%,7.056%,3.015%,1.090%,17.594255%,4.558%
1925,16161,0.000%,7.519%,4.887%,26.692%,48.496%,11.654%,0.752%,4.854369%,0.000%,12.416%
1926,16311,2.030%,4.061%,12.690%,7.107%,11.675%,51.777%,6.599%,4.061%,0.000%,22.727273%
1927,16314,0.476%,0.688%,2.965%,5.982%,5.453%,15.246%,52.620%,9.158%,6.617%,0.794%
1928,16342,1.802%,8.559%,6.757%,14.302%,52.252%,8.559%,3.378%,4.392%,13.953488%,7.843%
1929,16362,0.000%,0.000%,0.889%,7.333%,7.111%,11.778%,53.556%,13.778%,4.444%,1.111%
1930,44425,0.136%,1.652%,3.148%,16.518%,4.916%,22.775%,43.607%,6.568%,0.350%,0.330%
1931,16312,10.641093%,8.788575%,0.000000%,33.644618%,18.751372%,13.163426%,3.884861%,1.428186%,0.893326%,25.015253%
1932,16313,0.469%,0.939%,5.947%,5.008%,12.833%,57.277%,11.581%,4.695%,1.252%,7.142857%
1933,16329,6.311%,8.252%,1.456%,20.388%,54.369%,8.252%,0.971%,0.000%,11.666667%,4.255%
1934,16340,0.779%,0.390%,0.000%,9.740%,11.948%,14.805%,56.364%,3.117%,2.468%,0.390%
1935,16345,0.438%,1.826%,6.574%,13.733%,12.637%,13.806%,42.440%,4.164%,2.849%,1.534%
1936,16347,3.588%,6.713%,13.773%,13.194%,55.787%,3.356%,2.431%,1.157%,4.545455%,7.126%
1937,16350,0.562%,0.337%,2.247%,7.753%,6.854%,14.494%,54.157%,9.213%,3.933%,0.449%
1938,16351,0.000%,1.313%,6.567%,7.129%,6.004%,15.009%,54.972%,7.880%,0.938%,0.188%
1939,16352,2.804%,10.280%,0.000%,80.374%,0.000%,3.738%,2.804%,0.000000%,0.000%,3.125%
1940,16354,0.918%,1.335%,4.116%,8.899%,8.426%,16.852%,46.774%,9.121%,1.863%,1.696%
1941,16365,0.760%,2.140%,4.932%,15.958%,8.189%,17.261%,41.687%,6.994%,1.675%,0.403%
1942,16371,0.279%,0.186%,3.903%,9.201%,7.156%,17.379%,50.186%,9.201%,1.673%,0.836%
1943,16402,0.000%,1.091%,0.000%,8.364%,17.455%,17.091%,38.909%,8.364%,4.364%,4.364%
1944,16405,0.000%,0.000%,11.871%,10.072%,16.547%,54.676%,2.878%,2.878%,1.079%,4.166667%
1945,16407,0.082%,0.988%,2.662%,11.690%,9.166%,15.450%,47.640%,8.397%,1.756%,2.168%
1946,16416,54.688%,18.750%,6.250%,0.000000%,0.000%,0.000%,0.000%,0.000%,100.000%,60.377358%
1947,16420,2.612%,1.866%,1.866%,4.478%,5.597%,7.836%,52.612%,13.433%,9.701%,11.904762%
1948,16434,1.118%,0.621%,2.236%,6.211%,2.857%,16.770%,44.099%,11.677%,13.292%,1.118%
1949,16436,0.000%,2.404%,9.615%,11.058%,10.577%,63.942%,2.404%,0.000%,0.000000%,11.538%
1950,16701,0.601%,1.890%,4.020%,13.280%,6.270%,18.004%,44.443%,9.277%,1.357%,0.859%
1951,16110,1.399%,2.797%,4.895%,6.993%,1.399%,70.629%,4.196%,5.594%,2.098%,10.526316%
1952,16111,0.924%,0.000%,2.309%,5.543%,0.693%,4.619%,52.194%,15.704%,16.628%,1.386%
1953,16125,0.973%,2.271%,5.003%,11.149%,7.495%,14.154%,48.455%,7.547%,2.254%,0.700%
1954,16131,1.031%,4.467%,16.151%,7.216%,14.433%,44.330%,11.340%,1.031%,14.851485%,11.976%
1955,16134,1.807%,0.870%,3.481%,8.768%,11.446%,14.324%,44.578%,10.843%,3.146%,0.736%
1956,16314,0.476%,0.688%,2.965%,5.982%,5.453%,15.246%,52.620%,9.158%,6.617%,0.794%
1957,16316,0.445%,2.174%,4.397%,14.130%,8.893%,16.551%,41.996%,8.251%,2.668%,0.494%
1958,16317,0.577%,0.962%,5.385%,7.885%,15.000%,55.962%,9.808%,2.308%,2.115%,5.000000%
1959,16327,0.939%,0.563%,1.502%,11.925%,7.606%,14.648%,50.047%,7.230%,4.695%,0.845%
1960,16328,5.556%,5.556%,72.222%,0.000%,16.667%,8.695652%,0.000%,0.000%,8.696%,0.000%
1961,16335,1.453%,2.643%,7.277%,15.206%,5.503%,17.654%,40.652%,7.334%,1.625%,0.652%
1962,16354,0.918%,1.335%,4.116%,8.899%,8.426%,16.852%,46.774%,9.121%,1.863%,1.696%
1963,16360,0.652%,0.652%,1.957%,8.043%,6.957%,14.565%,57.391%,5.870%,3.478%,0.435%
1964,16401,0.192%,0.000%,1.232%,3.067%,4.628%,14.074%,59.009%,14.485%,2.629%,0.685%
1965,16403,0.607%,1.012%,5.263%,15.182%,7.743%,14.980%,44.079%,7.439%,3.239%,0.455%
1966,16404,0.350%,4.816%,5.079%,5.342%,12.172%,50.613%,9.895%,10.245%,1.489%,9.365559%
1967,16406,0.270%,0.899%,5.576%,10.971%,4.227%,11.871%,51.619%,5.216%,8.903%,0.450%
1968,16407,0.082%,0.988%,2.662%,11.690%,9.166%,15.450%,47.640%,8.397%,1.756%,2.168%
1969,16412,2.740%,1.764%,6.646%,25.386%,8.724%,15.811%,31.811%,5.134%,1.795%,0.189%
1970,16422,9.091%,0.000%,27.273%,0.000%,7.273%,32.727%,23.636%,16.304348%,10.914%,16.865%
1971,16424,0.288%,0.288%,3.514%,6.624%,8.295%,15.207%,53.341%,8.468%,3.053%,0.922%
1972,16433,0.376%,0.161%,4.785%,10.645%,8.387%,13.011%,51.022%,8.871%,2.204%,0.538%
1973,16434,1.118%,0.621%,2.236%,6.211%,2.857%,16.770%,44.099%,11.677%,13.292%,1.118%
1974,16435,0.737%,0.885%,1.475%,8.702%,2.360%,15.634%,55.900%,8.407%,5.162%,0.737%
1975,16438,0.074%,0.331%,2.505%,11.381%,6.483%,12.670%,53.996%,8.803%,3.204%,0.552%
1976,16440,0.565%,0.000%,3.672%,9.040%,5.932%,9.322%,58.757%,7.062%,4.520%,1.130%
1977,16441,0.526%,1.168%,4.439%,16.034%,6.513%,13.522%,50.526%,5.199%,2.074%,0.000%
1978,16822,0.566%,0.424%,3.819%,8.204%,4.950%,16.549%,51.485%,9.052%,4.385%,0.566%
1979,16841,0.811%,0.286%,3.100%,7.105%,6.819%,13.162%,53.743%,9.490%,5.246%,0.238%
1980,16848,0.000%,10.811%,0.000%,14.189%,69.595%,2.703%,2.703%,0.000000%,0.000%,5.696%
1981,16871,0.000%,62.500%,25.000%,12.500%,-100.000000%,27.055813%,"-1,000.000000%",100.000%,100.000000%,37.500000%
1982,16872,1.305%,4.178%,3.394%,7.833%,9.138%,48.825%,6.527%,15.927%,2.872%,9.090909%
1983,17721,1.758%,1.367%,16.406%,6.250%,18.555%,43.555%,11.133%,0.586%,0.391%,21.900826%
1984,17729,17.391%,26.087%,47.826%,8.696%,0.000000%,10.914%,16.865%,21.391%,100.000%,35.714286%
1985,17740,0.304%,0.584%,1.868%,9.783%,11.487%,17.815%,44.455%,10.553%,2.335%,0.817%
1986,17745,0.813%,1.201%,5.523%,12.172%,7.093%,17.861%,43.554%,7.813%,2.346%,1.625%
1987,17747,0.945%,0.315%,3.361%,10.189%,12.395%,10.504%,42.857%,9.244%,9.139%,1.050%
1988,17748,0.000%,16.304%,23.913%,52.174%,7.609%,0.000000%,0.000%,2.740%,0.000%,0.000%
1989,17750,19.118%,7.353%,29.412%,38.235%,10.638298%,0.000%,30.556%,10.638%,50.000%,26.923%
1990,17751,0.391%,0.586%,3.986%,13.443%,8.675%,11.997%,47.753%,8.597%,3.087%,1.485%
1991,17760,3.516%,2.344%,3.516%,10.156%,11.719%,53.906%,10.938%,3.906%,3.361345%,10.448%
1992,17764,0.483%,1.570%,5.072%,10.266%,11.473%,53.502%,12.077%,4.952%,0.604%,7.894737%
1993,17767,55.882%,19.118%,0.000000%,0.000%,0.000%,0.000%,0.000%,100.000%,100.000000%,19.117647%
1994,17778,2.564%,2.564%,5.128%,20.513%,46.154%,5.128%,17.949%,0.000000%,0.000%,3.333%
1995,17779,816.292046%,-100.000000%,0.000000%,0.000000%,-100.000000%,12.670483%,12.313400%,9.628378%,100.000000%,30.315023%
1996,18011,2.153%,0.923%,9.380%,17.581%,7.330%,13.019%,37.827%,7.893%,2.768%,1.128%
1997,18015,2.530%,2.917%,8.323%,13.509%,8.051%,16.635%,34.818%,9.609%,3.137%,0.471%
1998,18016,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1999,18017,2.568%,3.332%,8.744%,22.536%,7.215%,20.819%,26.522%,5.160%,2.253%,0.851%
2000,18018,2.263%,0.632%,5.119%,16.913%,8.476%,18.601%,38.088%,7.184%,2.074%,0.651%
2001,18031,1.661%,3.289%,14.884%,29.934%,10.698%,15.282%,22.791%,0.631%,0.066%,0.764%
2002,18032,0.000%,0.231%,5.719%,15.074%,9.554%,18.579%,43.207%,6.116%,0.860%,0.661%
2003,18034,2.384%,3.103%,14.151%,31.328%,8.891%,12.183%,22.739%,2.649%,2.573%,0.000%
2004,18036,3.909%,2.910%,9.555%,21.824%,9.207%,14.636%,30.185%,5.668%,1.390%,0.717%
2005,18037,1.155%,0.000%,5.628%,16.549%,12.262%,19.269%,35.669%,6.150%,2.050%,1.267%
2006,18041,1.358%,0.849%,7.980%,14.997%,10.866%,21.902%,35.427%,5.150%,0.283%,1.188%
2007,18046,11.614335%,6.561303%,49.194098%,33.644618%,28.907874%,6.206583%,3.884861%,2.907718%,33.333333%,23.728911%
2008,18049,2.190%,2.321%,5.785%,21.997%,10.378%,17.421%,33.535%,4.216%,1.275%,0.882%
2009,18051,2.142%,2.678%,11.018%,28.692%,5.050%,15.302%,30.528%,3.902%,0.000%,0.689%
2010,18052,0.726%,1.254%,5.974%,16.348%,9.901%,20.638%,35.732%,6.557%,1.815%,1.056%
2011,18053,2.329%,0.000%,4.398%,9.056%,7.374%,21.992%,52.264%,0.776%,1.811%,15.384615%
2012,18059,1.463%,0.000%,12.195%,16.585%,13.415%,9.512%,42.195%,4.634%,26.923077%,8.929%
2013,18062,3.348%,3.148%,14.425%,26.818%,5.650%,16.152%,22.977%,5.298%,1.233%,0.951%
2014,18066,2.367%,1.498%,5.845%,16.184%,9.758%,20.145%,33.768%,6.087%,3.043%,1.304%
2015,18068,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
2016,18069,1.884%,3.399%,12.560%,27.891%,6.354%,9.161%,31.696%,4.765%,0.997%,1.293%
2017,18078,2.620%,3.136%,8.892%,27.948%,8.615%,16.872%,27.392%,2.779%,1.032%,0.715%
2018,18079,9.877%,0.000%,7.407%,72.222%,10.494%,0.000%,0.000000%,0.000%,0.000%,0.000%
2019,18080,0.391%,0.660%,4.648%,12.011%,10.396%,16.047%,46.893%,5.822%,2.886%,0.245%
2020,18087,16.858%,3.448%,0.000%,0.000%,67.050%,9.579%,3.065%,0.000000%,0.000%,0.000%
2021,18092,0.640%,6.033%,9.232%,27.697%,2.651%,14.534%,32.267%,4.753%,2.194%,0.000%
2022,18101,0.418%,0.000%,8.027%,5.435%,9.448%,52.676%,16.472%,6.020%,1.505%,3.954802%
2023,18102,0.300%,0.585%,1.305%,5.769%,5.859%,12.348%,43.226%,17.884%,10.203%,2.521%
2024,18103,1.392%,1.858%,6.421%,14.569%,7.951%,18.515%,33.865%,10.774%,3.723%,0.932%
2025,18104,3.132%,4.416%,11.358%,24.686%,7.656%,15.989%,25.806%,4.110%,1.277%,1.570%
2026,18105,11.111%,11.111%,11.111%,66.667%,0.000000%,0.000%,100.000%,0.000%,0.000%,0.000000%
2027,18106,1.773%,2.256%,13.457%,21.636%,11.281%,11.080%,27.156%,8.461%,2.377%,0.524%
2028,18109,0.664%,0.789%,2.314%,11.928%,6.583%,17.381%,44.735%,8.502%,5.184%,1.919%
2029,18195,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
2030,18951,0.519%,1.842%,6.279%,19.849%,5.961%,13.972%,39.782%,8.388%,2.620%,0.787%
2031,19529,2.701%,1.275%,8.177%,13.953%,11.253%,13.953%,37.434%,7.577%,3.601%,0.075%
2032,19530,4.110%,1.079%,5.446%,14.488%,9.093%,13.229%,41.305%,4.701%,5.677%,0.873%
2033,19539,1.374%,6.309%,11.243%,5.434%,13.991%,46.908%,10.056%,4.685%,23.516484%,1.099%
2034,07832,0.161%,3.371%,5.859%,14.286%,5.457%,20.225%,41.011%,7.624%,0.321%,1.685%
2035,18058,0.000%,0.359%,2.261%,16.685%,6.481%,18.478%,48.345%,3.944%,3.089%,0.359%
2036,18071,2.088%,0.467%,2.583%,9.096%,9.398%,15.114%,43.034%,12.943%,3.737%,1.539%
2037,18210,0.000%,0.000%,8.560%,14.517%,4.186%,22.926%,42.308%,6.976%,0.528%,13.261649%
2038,18301,1.374%,1.677%,6.591%,15.302%,6.813%,24.071%,34.517%,5.206%,1.875%,2.574%
2039,18302,1.166%,0.135%,7.315%,13.871%,8.346%,23.298%,35.783%,7.484%,2.179%,0.422%
2040,18321,0.000%,2.941%,16.422%,9.804%,19.608%,46.324%,4.902%,0.000%,0.000000%,10.870%
2041,18322,0.000%,1.654%,12.679%,3.308%,28.445%,43.550%,10.364%,0.000%,19.457014%,15.450%
2042,18323,27.692%,52.308%,10.769%,0.000%,50.000000%,10.914%,16.865%,21.391%,59.649%,0.000%
2043,18324,0.740%,2.786%,5.642%,6.982%,7.793%,25.353%,35.896%,10.437%,3.632%,0.740%
2044,18325,0.000%,0.722%,8.359%,18.266%,7.534%,21.775%,37.049%,6.295%,23.121387%,12.010%
2045,18326,1.555%,2.975%,15.010%,2.637%,18.594%,50.101%,4.530%,4.598%,32.467532%,10.069%
2046,18327,1.212%,1.818%,2.424%,21.212%,1.818%,24.242%,47.273%,0.000%,23.728814%,10.959%
2047,18330,0.309%,1.942%,9.444%,15.975%,8.605%,18.270%,38.394%,6.178%,0.000%,0.883%
2048,18331,2.941%,4.902%,0.000%,5.882%,23.203%,33.007%,30.065%,0.000000%,0.000%,15.569%
2049,18332,1.521%,6.274%,7.129%,3.137%,32.319%,43.916%,3.327%,0.000%,2.376%,11.038961%
2050,18333,29.070%,70.930%,0.000%,0.000000%,0.000%,0.000%,0.000%,0.000%,0.000000%,0.000000%
2051,18334,1.580%,8.809%,1.883%,28.979%,49.818%,8.931%,8.881200%,1.928%,16.852%,8.881%
2052,18335,7.774%,15.548%,11.661%,14.841%,36.042%,14.134%,0.000%,6.914894%,10.914%,16.865%
2053,18342,0.000%,15.023%,61.033%,18.779%,5.164%,30.645161%,0.000%,0.000%,30.645%,73.913%
2054,18344,2.167%,9.557%,17.044%,9.360%,13.498%,33.990%,10.936%,0.000%,3.448%,35.507246%
2055,18346,0.000%,2.366%,6.600%,10.710%,3.985%,17.435%,52.927%,4.857%,1.121%,25.589226%
2056,18347,0.867%,2.697%,6.840%,9.634%,12.813%,27.649%,26.493%,13.006%,21.319797%,12.000%
2057,18349,30.000%,58.750%,0.000%,0.000%,100.000000%,10.914%,16.865%,21.391%,100.000%,43.103%
2058,18350,2.640%,2.484%,15.839%,12.112%,4.503%,24.224%,35.559%,0.000%,2.640%,19.858156%
2059,18352,2.294%,0.000%,10.899%,1.912%,2.294%,11.472%,24.474%,43.977%,2.677%,6.707317%
2060,18353,0.223%,2.253%,5.710%,9.503%,8.075%,19.920%,39.616%,10.886%,3.056%,0.758%
2061,18354,8.517%,17.666%,26.183%,25.868%,17.981%,3.785%,0.000%,37.344398%,18.557%,3.243%
2062,18355,1.957%,0.000%,12.720%,28.767%,3.131%,18.004%,22.114%,9.002%,1.370%,2.935%
2063,18356,0.000%,100.000%,0.000%,0.000000%,10.914%,16.865%,21.391%,100.000000%,0.000000%,0.000000%
2064,18357,13.333%,0.000%,53.333%,0.000000%,10.914%,16.865%,25.668%,28.571%,0.000000%,0.000000%
2065,18360,0.553%,1.578%,6.629%,18.227%,8.473%,17.725%,32.879%,9.877%,3.084%,0.973%
2066,18370,3.147%,0.000%,25.175%,11.888%,27.273%,22.727%,9.790%,17.391304%,5.405%,27.820%
2067,18372,0.901%,2.703%,13.771%,12.355%,14.543%,46.332%,7.336%,2.059%,0.000%,25.081433%
2068,18424,0.944%,0.892%,6.768%,16.159%,8.132%,19.203%,38.248%,6.768%,1.574%,1.312%
2069,18466,0.368%,0.000%,4.104%,10.163%,6.233%,21.990%,42.160%,10.492%,1.820%,2.671%
2070,18610,2.595%,7.405%,7.025%,29.557%,46.139%,5.063%,2.215%,13.930348%,1.449%,5.274%
2071,15001,0.646%,1.766%,4.296%,17.368%,11.688%,19.552%,37.366%,4.688%,1.820%,0.810%
2072,15003,0.496%,1.280%,4.650%,14.577%,9.248%,20.141%,40.465%,5.825%,1.698%,1.620%
2073,15005,1.480%,1.651%,5.608%,22.829%,7.942%,20.239%,33.903%,4.441%,1.338%,0.569%
2074,15009,1.265%,3.736%,9.185%,25.628%,11.559%,13.505%,30.278%,3.522%,0.486%,0.837%
2075,15010,0.914%,1.610%,6.876%,16.766%,10.434%,17.865%,38.081%,5.647%,0.740%,1.066%
2076,15026,0.615%,0.923%,3.000%,7.615%,18.538%,21.846%,39.077%,7.154%,0.692%,0.538%
2077,15027,0.531%,0.000%,4.914%,14.077%,12.483%,21.381%,40.770%,3.586%,2.258%,0.000%
2078,15042,0.649%,6.647%,17.575%,15.564%,17.315%,34.890%,5.739%,1.232%,0.389%,13.255814%
2079,15043,1.248%,1.748%,9.363%,17.104%,24.220%,38.577%,3.620%,2.372%,1.748%,26.359833%
2080,15050,0.950%,2.732%,12.827%,19.715%,15.677%,39.549%,5.582%,2.732%,0.238%,12.709030%
2081,15052,0.000%,0.247%,1.893%,11.440%,9.794%,18.683%,51.852%,4.444%,1.646%,19.047619%
2082,15059,0.508%,1.609%,4.996%,5.250%,24.894%,41.914%,15.665%,4.488%,0.677%,1.949861%
2083,15061,0.317%,0.488%,4.266%,20.015%,10.312%,18.698%,37.567%,5.071%,2.925%,0.341%
2084,15066,1.046%,0.973%,5.447%,13.084%,5.764%,19.625%,44.236%,6.031%,2.943%,0.851%
2085,15074,0.095%,0.539%,2.696%,13.670%,8.658%,19.283%,44.561%,6.946%,3.330%,0.222%
2086,15077,0.000%,1.818%,12.727%,27.273%,38.182%,20.000%,0.000%,0.000%,3.030303%,0.000%
2087,15081,3.627%,1.036%,8.808%,6.736%,12.435%,53.886%,10.363%,3.109%,15.189873%,0.000%
2088,15143,4.021%,10.658%,16.482%,30.111%,4.819%,13.097%,17.177%,1.848%,0.370%,1.419%
2089,16037,0.715%,0.834%,6.194%,19.059%,10.125%,15.843%,40.500%,6.075%,0.298%,0.357%
2090,16063,1.960%,2.940%,8.259%,28.511%,10.593%,11.993%,28.931%,4.666%,2.053%,0.093%
2091,16115,0.000%,1.565%,4.420%,7.366%,11.326%,16.483%,50.368%,6.630%,1.842%,0.000%
2092,16117,0.286%,1.044%,5.002%,17.127%,9.481%,15.898%,41.799%,7.343%,1.364%,0.657%
2093,16120,1.902%,0.272%,2.717%,12.636%,6.386%,14.130%,45.788%,10.190%,3.804%,2.174%
2094,16123,0.259%,2.461%,3.238%,17.876%,8.161%,10.363%,45.337%,6.865%,5.440%,0.000%
2095,16136,2.632%,9.774%,16.541%,22.180%,41.729%,3.383%,3.759%,14.655172%,9.032%,8.844%
2096,16141,1.847%,0.000%,3.835%,12.784%,9.943%,12.358%,42.472%,13.920%,2.131%,0.710%
2097,16157,0.092%,1.283%,10.724%,8.341%,15.765%,52.521%,5.866%,4.766%,0.642%,14.376997%
2098,17756,0.884%,2.045%,3.676%,16.777%,11.526%,14.815%,37.977%,8.485%,3.261%,0.553%
2099,17774,0.797%,3.187%,7.968%,4.980%,17.729%,46.414%,15.538%,1.793%,1.594%,10.273973%
2100,17814,0.229%,0.343%,5.495%,10.189%,5.266%,17.344%,50.086%,7.212%,2.633%,1.202%
2101,17815,2.763%,2.577%,6.559%,14.372%,6.687%,17.216%,38.879%,8.858%,1.718%,0.371%
2102,17820,0.827%,0.827%,4.085%,17.632%,10.393%,14.736%,44.157%,5.895%,1.241%,0.207%
2103,17821,2.647%,6.006%,6.704%,16.878%,5.737%,12.345%,40.333%,6.815%,1.902%,0.634%
2104,17824,1.235%,0.000%,9.731%,12.418%,11.910%,9.441%,51.198%,0.436%,2.614%,1.017%
2105,17846,0.225%,0.449%,4.566%,12.350%,10.030%,14.970%,44.611%,9.057%,2.769%,0.973%
2106,17859,0.870%,0.484%,5.029%,9.091%,5.319%,11.219%,49.613%,12.476%,4.545%,1.354%
2107,17878,1.042%,6.042%,7.292%,12.917%,10.208%,51.458%,10.417%,0.000%,0.625%,8.396947%
2108,17888,2.105%,2.105%,6.316%,9.474%,10.526%,53.684%,11.579%,0.000%,4.211%,10.344828%
2109,17920,1.613%,4.032%,4.839%,8.065%,69.355%,8.871%,3.226%,13.235294%,0.000%,1.770%
2110,17921,0.134%,0.833%,2.256%,9.616%,5.748%,18.077%,50.363%,10.287%,1.531%,1.155%
2111,17945,0.000%,0.000%,36.364%,56.364%,7.273%,0.000%,0.000000%,28.571%,0.000%,0.000%
2112,17985,0.648%,0.648%,1.944%,11.231%,6.695%,14.903%,51.836%,9.935%,2.160%,0.000%
2113,18603,0.402%,1.831%,3.989%,10.671%,7.114%,15.508%,45.870%,11.505%,2.619%,0.491%
2114,18631,0.851%,2.340%,5.106%,10.426%,9.574%,12.128%,42.128%,10.213%,7.234%,0.000%
2115,18635,1.062%,1.062%,9.844%,8.640%,12.677%,51.487%,12.748%,2.266%,0.212%,12.175649%
2116,18655,0.721%,4.418%,8.566%,9.288%,19.883%,46.889%,8.251%,1.127%,0.857%,13.819095%
2117,17814,0.229%,0.343%,5.495%,10.189%,5.266%,17.344%,50.086%,7.212%,2.633%,1.202%
2118,17815,2.763%,2.577%,6.559%,14.372%,6.687%,17.216%,38.879%,8.858%,1.718%,0.371%
2119,17878,1.042%,6.042%,7.292%,12.917%,10.208%,51.458%,10.417%,0.000%,0.625%,8.396947%
2120,18201,0.201%,0.520%,3.549%,7.748%,7.476%,14.206%,43.873%,14.419%,6.979%,1.029%
2121,18202,1.472%,0.436%,4.088%,8.068%,7.850%,20.033%,41.265%,8.149%,8.204%,0.436%
2122,18216,3.429%,7.714%,3.714%,11.714%,69.429%,2.286%,1.714%,3.508772%,2.242%,9.281%
2123,18219,0.000%,0.000%,15.315%,21.261%,14.775%,18.739%,28.108%,0.901%,0.901%,20.289855%
2124,18221,0.000%,14.732%,16.518%,64.732%,4.018%,0.000000%,0.000%,14.798%,0.000%,0.000%
2125,18222,2.453%,2.995%,6.754%,17.999%,12.042%,22.332%,31.825%,2.262%,0.605%,0.733%
2126,18223,0.000%,65.882%,34.118%,0.000%,0.000000%,0.000%,0.000%,0.000%,0.000%,100.000%
2127,18224,0.639%,3.603%,15.921%,6.450%,12.725%,49.913%,8.251%,0.697%,1.801%,5.194805%
2128,18225,0.000%,-100.000000%,-100.000000%,0.000000%,0.000000%,0.000000%,14.617747%,12.313400%,10.459911%,4.827586%
2129,18234,0.000%,41.000%,9.000%,41.000%,0.000%,9.000%,100.000000%,0.000%,36.842%,100.000%
2130,18239,0.000%,0.000%,100.000%,0.000%,-100.000000%,-100.000000%,0.000000%,0.000000%,0.000000%,15.514549%
2131,18241,3.030%,4.040%,15.657%,51.010%,15.152%,11.111%,0.000000%,0.000%,0.000%,0.000%
2132,18244,1.550%,0.000%,4.651%,3.876%,64.341%,21.705%,2.326%,1.550%,0.000000%,2.532%
2133,18246,3.297%,0.000%,63.736%,32.967%,0.000000%,0.000%,0.000%,0.000%,0.000%,100.000%
2134,18249,0.666%,3.997%,7.624%,28.053%,10.289%,16.950%,26.647%,4.367%,1.406%,28.988764%
2135,18251,-100.000000%,-100.000000%,100.000%,100.000000%,0.000000%,14.617747%,11.614335%,10.423339%,0.000000%,30.792227%
2136,18255,0.174%,0.753%,1.970%,8.864%,9.618%,20.104%,49.247%,6.141%,2.549%,0.579%
