,School Number,Cluster,County,School
325,8262,0,LEHIGH,CIRCLE OF SEASONS CS
2086,6912,0,WASHINGTON,WASHINGTON PARK MS
1297,7791,0,WESTMORELAND,MOUNT PLEASANT JHS
320,3622,0,PHILADELPHIA,CHILDS GEORGE W SCH
1299,2297,0,HUNTINGDON,MOUNT UNION AREA JUNIOR HIGH
1300,7733,0,HUNTINGDON,MOUNT UNION-KISTLER EL SCH
317,7276,0,DELAWARE,CHICHESTER MS
550,3321,0,MONTGOMERY,EISENHOWER MS
993,7934,0,FAYETTE,LAFAYETTE MIDDLE SCHOOL
555,2599,0,LANCASTER,ELIZABETH R MARTIN E
1826,6474,0,CHESTER,SOUTH BRANDYWINE MS
965,7776,0,PHILADELPHIA,KIPP PHILADELPHIA CHARTER SCHO
1825,440,0,ALLEGHENY,SOUTH ALLEGHENY MS/HS
581,7898,0,BEDFORD,EVERETT AREA MS
599,7119,0,MERCER,FARRELL AREA ES/LMS
927,2455,0,LACKAWANNA,JOHN ADAMS NO 4
601,7235,0,PHILADELPHIA,FARRELL LOUIS H SCH
602,1008,0,BUCKS,FAUST EL SCH
923,3714,0,PHILADELPHIA,JENKS JOHN S SCH
226,8006,0,BERKS,C E COLE INTERMEDIATE SCH
225,1960,0,DELAWARE,BYWOOD EL SCH
1810,3117,0,MCKEAN,SMETHPORT AREA JSHS
1435,7215,0,VENANGO,OIL CITY AREA MS
2168,8090,0,ALLEGHENY,WILKINS EL SCH
613,1225,0,CAMBRIA,FERNDALE AREA JSHS
213,7795,0,CLINTON,BUCKTAIL AREA MS
2170,6544,0,PHILADELPHIA,WILLARD FRANCES E SCH
899,3642,0,PHILADELPHIA,JACKSON ANDREW SCH
207,2154,0,FAYETTE,BROWNSVILLE AREA MS
1451,6960,0,PHILADELPHIA,OVERBROOK EDU CTR
205,6529,0,PHILADELPHIA,BROWN JOSEPH H SCH
1452,7472,0,PHILADELPHIA,OVERBROOK ELEM SCH
618,7744,0,PHILADELPHIA,FIRST PHILA CS FOR LITERACY
892,2481,0,LACKAWANNA,ISAAC TRIPP EL SCH
621,1018,0,BUCKS,FITCH EL SCH
234,1376,0,CHESTER,CALN EL SCH
341,8236,0,MONROE,CLEAR RUN INTRMD SCH
1947,7551,0,DAUPHIN,SYLVAN HEIGHTS SCIENCE CS
1404,53,0,ALLEGHENY,NORTHGATE JSHS
955,7228,0,PHILADELPHIA,KEY FRANCIS SCOTT SCH
1368,6473,0,CHESTER,NORTH BRANDYWINE MS
2159,2600,0,LANCASTER,WHEATLAND MS
1942,1742,0,DAUPHIN,SWATARA MS
264,3602,0,PHILADELPHIA,CATHARINE JOSEPH SCH
1820,7497,0,LUZERNE,SOLOMON/PLAINS JHS
259,7182,0,LANCASTER,CARTER MACRAE EL SCH
940,7963,0,PHILADELPHIA,JUNIATA PARK ACADEMY
1381,3883,0,SCHUYLKILL,NORTH SCHUYLKILL JSHS
253,79,0,ALLEGHENY,CARLYNTON JSHS
1818,3773,0,PHILADELPHIA,SOLIS-COHEN SOLOMON
250,2420,0,LACKAWANNA,CARBONDALE AREA JSHS
249,7457,0,LACKAWANNA,CARBONDALE AREA EL SCH
1391,7700,0,LACKAWANNA,NORTHEAST INTRMD SCH
1392,3462,0,NORTHAMPTON,NORTHEAST MS
1397,6860,0,CAMBRIA,NORTHERN CAMBRIA MS
931,4858,0,LACKAWANNA,JOHN G WHITTIER NO 2
1399,8310,0,LEBANON,NORTHERN LEBANON MS
241,1299,0,CAMERON,CAMERON COUNTY JSHS
1400,6829,0,LEHIGH,NORTHERN LEHIGH MS
1403,3875,0,POTTER,NORTHERN POTTER JSHS
1105,3902,0,SCHUYLKILL,MAHANOY AREA MS
1021,7923,0,ARMSTRONG,LEECHBURG AREA JSHS
1925,7635,0,CLINTON,SUGAR VALLEY RURAL CS
2142,1250,0,CAMBRIA,WEST SIDE EL SCH
2120,7496,0,GREENE,WEST GREENE MS
1084,7232,0,PHILADELPHIA,LOWELL JAMES R SCH
1888,7234,0,PHILADELPHIA,SPRUANCE GILBERT SCH
494,2107,0,FAYETTE,DUNBAR BORO EL SCH
437,1861,0,DELAWARE,DARBY TWP EL SCH
1908,3320,0,MONTGOMERY,STEWART MS
435,5152,0,LUZERNE,DANIEL J FLOOD EL SCH
1157,3454,0,NORTHAMPTON,MARVINE EL SCH
1160,6002,0,FAYETTE,MASONTOWN CENTRAL EL
1163,8153,0,PHILADELPHIA,MASTERY CHARTER SCHOOL HARRITY
2122,7569,0,LUZERNE,WEST HAZLETON EL/MS
1164,8152,0,PHILADELPHIA,MASTERY CHARTER SCHOOL MANN CA
1165,8151,0,PHILADELPHIA,MASTERY CHARTER SCHOOL SMEDLEY
1167,8208,0,PHILADELPHIA,MASTERY CS - CLYMER ELEMENTARY
1876,7362,0,ALLEGHENY,SPRING HILL EL SCH
1169,7588,0,PHILADELPHIA,MASTERY CS - HARDY WILLIAMS
1075,933,0,BLAIR,LOGAN EL SCH
2125,3171,0,MERCER,WEST HILL EL SCH
1174,7910,0,PHILADELPHIA,MASTERY CS - THOMAS CAMPUS
1175,7582,0,PHILADELPHIA,MATH CIVICS & SCIENCES CS
1182,8245,0,LUZERNE,MCADOO-KELAYRES EL/MS
443,3706,0,PHILADELPHIA,DAY ANNA B SCH
411,4098,0,VENANGO,CRANBERRY AREA JSHS
490,1971,0,DELAWARE,DREXEL HILL MS
1895,8243,0,LUZERNE,STATE EL CTR
477,4454,0,WESTMORELAND,DONEGAL EL SCH
1902,8303,0,DELAWARE,STEM AT SHOWALTER
470,2995,0,LUZERNE,DODSON EL SCH
469,3726,0,PHILADELPHIA,DOBSON JAMES SCH
1899,260,0,ALLEGHENY,STEEL VALLEY MS
467,7775,0,PHILADELPHIA,DISCOVERY CHARTER SCHOOL
480,6722,0,NORTHAMPTON,DONEGAN EL SCH
1112,7549,0,ALLEGHENY,MANCHESTER ACADEMIC CS
1113,7871,0,ALLEGHENY,MANCHESTER EL SCH
2114,4939,0,FAYETTE,WEST CRAWFORD EL SCHOOL
461,4815,0,CLINTON,DICKEY EL SCH
1095,8140,0,LEHIGH,LUIS A RAMOS ES
1903,7039,0,ALLEGHENY,STERRETT CLASSICAL ACADEMY
1123,8334,0,LUZERNE,MAPLE MANOR EL/MS
1904,1829,0,DELAWARE,STETSER EL SCH
1126,2295,0,HUNTINGDON,MAPLETON-UNION EL SCH
1127,2284,0,GREENE,MAPLETOWN JSHS
453,6505,0,DELAWARE,DELCROFT SCH
1132,1893,0,DELAWARE,MARCUS HOOK EL SCH
1906,7061,0,LYCOMING,STEVENS EL SCH
448,748,0,BEDFORD,DEFIANCE GR SCH
489,6924,0,LUZERNE,DR DAVID W KISTLER E
1457,7650,0,BEAVER,PA CYBER CS
1066,5019,0,ALLEGHENY,LINTON MS
408,4058,0,TIOGA,COWANESQUE VALLEY JS
1231,7022,0,PHILADELPHIA,MIDDLE YEARS ALT SCH
1034,5265,0,SCHUYLKILL,LENGEL MS
369,7774,0,DAUPHIN,COMMONWEALTH CHARTER ACADEMY CS
1236,8186,0,MIFFLIN,MIFFLIN COUNTY JHS
1237,8185,0,MIFFLIN,MIFFLIN COUNTY MS
1238,7881,0,ALLEGHENY,MIFFLIN EL SCH
363,1856,0,DELAWARE,COLWYN ELEM SCHOOL
362,8326,0,LANCASTER,COLUMBIA MS
1240,3720,0,PHILADELPHIA,MIFFLIN THOMAS SCH
2140,6791,0,LACKAWANNA,WEST SCRANTON INTRMD
529,5315,0,CAMBRIA,EAST SIDE EL SCH
1243,1346,0,CENTRE,MILES TOWNSHIP EL SCHOOL
1027,8130,0,NORTHAMPTON,LEHIGH VALLEY DUAL LANGUAGE CS
1025,2775,0,LEHIGH,LEHIGH PARKWAY EL SCH
1253,8247,0,BERKS,MILLMONT ELEMENTARY
1255,1623,0,COLUMBIA,MILLVILLE AREA JSHS
1258,363,0,ALLEGHENY,MINADEO EL SCH
1262,3697,0,PHILADELPHIA,MOFFET JOHN SCH
535,6612,0,LEBANON,EASTERN LEBANON CO M
347,7102,0,LEHIGH,CLEVELAND EL SCH
1265,4444,0,WESTMORELAND,MONESSEN EL CTR
1227,3962,0,SNYDER,MIDD-WEST HS
1185,3719,0,PHILADELPHIA,MCCLOSKEY JOHN F SCH
1040,7789,0,MIFFLIN,LEWISTOWN EL SCH
521,1890,0,DELAWARE,EAST LANSDOWNE SCH
407,3869,0,POTTER,COUDERSPORT AREA JSH
405,7793,0,ERIE,CORRY AREA MS
1187,499,0,ALLEGHENY,MCCLURE MS
508,8340,0,ALLEGHENY,EAST ALLEGHENY JSHS
400,8087,0,ALLEGHENY,CORNELL HS
1865,857,0,BERKS,SOUTHWEST MS
1864,7960,0,PHILADELPHIA,SOUTHWEST LEADERSHIP ACADEMY CS
1863,2743,0,LEBANON,SOUTHWEST EL SCH
394,5122,0,PHILADELPHIA,COOK-WISSAHICKON SCH
393,6525,0,PHILADELPHIA,CONWELL RUSSELL MS
1204,6970,0,LACKAWANNA,MCNICHOLS PLAZA
1055,2595,0,LANCASTER,LINCOLN MS
1054,8125,0,LEHIGH,LINCOLN LEADERSHIP ACAD CS
1859,6286,0,YORK,SOUTHERN MS
2133,7548,0,PHILADELPHIA,WEST OAK LANE CS
1050,7675,0,YORK,LINCOLN CHARTER SCHOOL
385,2105,0,FAYETTE,CONNELLSVILLE JHS EA
1212,8267,0,DAUPHIN,MELROSE SCH
1856,2313,0,HUNTINGDON,SOUTHERN HUNTINGDON HS/MS
380,8225,0,CRAWFORD,CONNEAUT LAKE MS
1045,4064,0,TIOGA,LIBERTY JSHS
1043,4917,0,CLINTON,LIBERTY CURTIN EL SCH
1459,7687,0,MONTGOMERY,PA VIRTUAL CS
930,4736,0,LACKAWANNA,JOHN F. KENNEDY NO 7
196,7743,0,BUCKS,BRISTOL MS
95,193,0,ALLEGHENY,BARRETT EL SCH
1602,4865,0,LAWRENCE,PULASKI EL SCH
681,4922,0,FAYETTE,FRIENDSHIP HILL EL SCH
1604,6165,0,JEFFERSON,PUNXSUTAWNEY AREA SH
90,5257,0,NORTHAMPTON,BANGOR AREA MS
684,2581,0,LANCASTER,FULTON EL SCH
1749,1645,0,CRAWFORD,SECOND DISTRICT EL SCHOOL
2041,7563,0,ALLEGHENY,URBAN ACADEMY OF GREATER PITTS
1624,7334,0,CHESTER,REECEVILLE EL SCH
1599,8218,0,ALLEGHENY,PROPEL CS - PITCAIRN
1746,7767,0,CHESTER,SCOTT MIDDLE SCHOOL
786,6616,0,LEBANON,HARDING EL SCH
2002,6216,0,SOMERSET,TURKEYFOOT VALLEY AR JS
1634,2594,0,LANCASTER,REYNOLDS MS
1635,3771,0,PHILADELPHIA,RHAWNHURST SCH
2003,553,0,ALLEGHENY,TURNER EL SCH
780,7007,0,LUZERNE,HANOVER AREA MEMORIA
779,2891,0,LUZERNE,HANOVER AREA JSHS
699,2476,0,LACKAWANNA,GEORGE BANCROFT NO 34
2005,2400,0,JUNIATA,TUSCARORA VALLEY EL
792,6501,0,DELAWARE,HARRIS EL SCH
701,2129,0,FAYETTE,GEORGE J PLAVA EL SCH
2206,7502,0,ALLEGHENY,WOOLSLAIR ELEM SCHL
99,1021,0,BUCKS,BARTON EL SCH
827,7202,0,ALLEGHENY,HIGHLANDS MS
128,8047,0,FRANKLIN,BENJAMIN CHAMBERS EL SCH
1767,7892,0,NORTHUMBERLAND,SHAMOKIN AREA MS
126,2182,0,FAYETTE,BEN FRANKLIN SCH
2196,7724,0,PHILADELPHIA,WISSAHICKON CS
1555,8105,0,ALLEGHENY,PITTSBURGH OBAMA 6-12
113,7385,0,DELAWARE,BELL AVENUE SCHOOL
1572,7867,0,MONROE,POCONO MT WEST JHS
675,6718,0,LUZERNE,FREELAND EL/MS
808,6930,0,LUZERNE,HEIGHTS TERRACE EL/MIDDLE
1575,3801,0,PHILADELPHIA,POLLOCK ROBERT B SCH
1584,3346,0,MONTGOMERY,POTTSTOWN MS
106,648,0,BEAVER,BEAVER FALLS MS
678,7586,0,PHILADELPHIA,FREIRE CS
1588,6762,0,LANCASTER,PRICE EL SCH
622,6913,0,PHILADELPHIA,FITLER ACADEMICS PLUS
2043,8194,0,ALLEGHENY,URBAN PATHWAYS K-5 COLLEGE CS
1592,8129,0,ALLEGHENY,PROPEL CS - BRADDOCK HILLS
1754,8084,0,LEHIGH,SEVEN GENERATIONS CS
1595,7772,0,ALLEGHENY,PROPEL CS - HOMESTEAD
676,3458,0,NORTHAMPTON,FREEMANSBURG EL SCH
2220,6986,0,LUZERNE,WYOMING VALLEY WEST MS
702,2589,0,LANCASTER,GEORGE WASHINGTON EL
63,8336,0,LEHIGH,ARTS ACADEMY ELEMENTARY CHARTE
30,7543,0,PHILADELPHIA,ALLIANCE FOR PROGRESS CS
1689,2024,0,ERIE,ROOSEVELT MS
754,7663,0,PHILADELPHIA,GROVER WASHINGTON MS
719,7639,0,PHILADELPHIA,GLOBAL LEADERSHIP ACADEMY CS
2230,7584,0,PHILADELPHIA,YOUNG SCHOLARS CS
720,7768,0,LUZERNE,GNA ELEM CTR
21,8085,0,BEAVER,ALIQUIPPA EL SCH
20,6509,0,DELAWARE,ALDAN SCH
17,7608,0,FAYETTE,ALBERT GALLATIN SOUTH MS
1730,965,0,BRADFORD,SAYRE AREA HS
16,7607,0,FAYETTE,ALBERT GALLATIN NORTH MS
2021,2785,0,LEHIGH,UNION TERRACE EL SCH
1700,8322,0,WESTMORELAND,ROY A HUNT EL SCH
725,5080,0,MONTGOMERY,GOTWALS EL SCH
11,7256,0,PHILADELPHIA,ADAIRE ALEXANDER SCH
10,7825,0,PHILADELPHIA,AD PRIMA CS
1703,4675,0,BUCKS,RUSH EL SCH
1712,3930,0,SCHUYLKILL,SAINT CLAIR AREA EL/
738,7610,0,LUZERNE,GREATER NANTICOKE AREA ED CTR
1718,4002,0,SOMERSET,SALISBURY-ELK LICK JSH
1698,3724,0,PHILADELPHIA,ROWEN WILLIAM SCH
715,5219,0,CLEARFIELD,GLENDALE JSHS
34,840,0,BERKS,AMANDA E STOUT EL SCH
35,633,0,BEAVER,AMBRIDGE AREA JHS
2008,8271,0,ALLEGHENY,TWIN RIVERS INTRMD SCH
770,2592,0,LANCASTER,HAMILTON EL SCH
60,7886,0,ALLEGHENY,ARSENAL MS
59,7889,0,ALLEGHENY,ARSENAL EL SCHOOL
56,5305,0,BUCKS,ARMSTRONG MS
1650,3701,0,PHILADELPHIA,RICHMOND SCH
765,6331,0,DAUPHIN,HALIFAX AREA MS
1657,8103,0,WASHINGTON,RINGGOLD MS
51,1887,0,DELAWARE,ARDMORE AVENUE SCH
1660,845,0,BERKS,RIVERSIDE EL SCH
1661,2496,0,LACKAWANNA,RIVERSIDE JSHS
1666,7532,0,ERIE,ROBERT BENJAMIN WILEY COMM CS
46,8031,0,PHILADELPHIA,ANTONIA PANTOJA COMMUNITY CS
45,820,0,BERKS,ANTIETAM MIDDLE/SENIOR HS
1669,7629,0,LEHIGH,ROBERTO CLEMENTE CS
1737,2917,0,LUZERNE,SCHUYLER AVENUE EL SCH
760,5120,0,PHILADELPHIA,HACKETT HORATIO B SCH
39,6823,0,PHILADELPHIA,AMY AT MARTIN
1676,8279,0,BEAVER,ROCHESTER MS
2027,8251,0,PHILADELPHIA,UNIVERSAL CREIGHTON CHARTER SCH
1681,4126,0,VENANGO,ROCKY GROVE JSHS
1549,7692,0,ALLEGHENY,PITTSBURGH CLASSICAL ACAD
1773,8092,0,MERCER,SHARON MS
2112,1566,0,CLEARFIELD,WEST BRANCH AREA JSH
1531,7511,0,PHILADELPHIA,PHILADELPHIA HARAMBEE INST CS
648,6723,0,NORTHAMPTON,FOUNTAIN HILL EL SCH
639,3764,0,PHILADELPHIA,FORREST EDWIN SCH
1514,7819,0,CHESTER,PENNSYLVANIA LEADERSHIP CHARTE
1532,7828,0,PHILADELPHIA,PHILADELPHIA MONTESSORI CS
1960,832,0,BERKS,THIRTEENTH & UNION E
1486,1540,0,CLEARFIELD,PENFIELD EL SCH
1793,2291,0,HUNTINGDON,SHIRLEY TWP EL SCH
1961,3766,0,PHILADELPHIA,THOMAS HOLME SCHOOL
1776,3653,0,PHILADELPHIA,SHARSWOOD GEORGE SCH
145,5267,0,WASHINGTON,BETHLEHEM-CENTER MS
2191,7253,0,PHILADELPHIA,WILSON WOODROW MS
147,1970,0,DELAWARE,BEVERLY HILLS MS
1778,3725,0,PHILADELPHIA,SHAWMONT SCH
642,4242,0,WASHINGTON,FORT CHERRY JSHS
2052,8294,0,PHILADELPHIA,VARE-WASHINGTON EL SCH
153,6828,0,CAMBRIA,BLACKLICK VALLEY EL
154,5135,0,CAMBRIA,BLACKLICK VALLEY JSH
1491,8327,0,ALLEGHENY,PENN HILLS EL SCH
1959,5027,0,BERKS,THIRTEENTH & GREEN E
1782,3940,0,SCHUYLKILL,SHENANDOAH VALLEY JS
623,3781,0,PHILADELPHIA,FITZPATRICK ALOYSIUS
1536,8301,0,CLEARFIELD,PHILIPSBURG-OSCEOLA MIDDLE SCH
170,7400,0,SUSQUEHANNA,BLUE RIDGE MS
1502,8280,0,BLAIR,PENN-LINCOLN EL SCH
1464,7985,0,PHILADELPHIA,PAN AMERICAN ACADEMY CS
1980,7862,0,BRADFORD,TOWANDA AREA EL SCH
1786,6448,0,LEHIGH,SHERIDAN EL SCH
2188,2025,0,ERIE,WILSON MS
1467,8348,0,CARBON,PANTHER VALLEY JSHS
1981,5208,0,BRADFORD,TOWANDA AREA JSHS
1462,7140,0,CARBON,PALMERTON AREA JHS
849,8154,0,BEDFORD,HOPE FOR HYNDMAN CS
192,3745,0,PHILADELPHIA,BRIDESBURG SCH
