,School Number,School,% Advanced,% Proficient,% Basic,% Below Basic,School Name,Assaults on Staff,Assaults on Students,Conduct OSS,county,enrollment
7291,249,FOSTER EL SCH,45.73,42.35,10.42,1.55,Foster El Sch,0.0,0.0,0.0,Allegheny,259.0
7292,249,FOSTER EL SCH,45.73,42.35,10.42,1.55,Foster EL School,0.0,0.0,0.0,Allegheny,295.0
7293,249,FOSTER EL SCH,45.73,42.35,10.42,1.55,Foster EL School,0.0,0.0,0.0,Allegheny,289.0
7294,249,FOSTER EL SCH,45.73,42.35,10.42,1.55,Foster EL School,0.0,0.0,0.0,Allegheny,281.0
7295,249,FOSTER EL SCH,45.73,42.35,10.42,1.55,Foster El Sch,0.0,0.0,0.0,Allegheny,273.0
7296,249,FOSTER EL SCH,45.73,42.35,10.42,1.55,Foster El Sch,0.0,0.0,0.0,Allegheny,270.0
7297,249,FOSTER EL SCH,45.73,42.35,10.42,1.55,Foster El Sch,0.0,0.0,0.0,Allegheny,240.0
7298,7673,FOUNDERS HALL SCH,3.73,17.25,33.1,45.98,Founders Hall Sch,0.0,0.0,131.0,Allegheny,577.0
7299,7673,FOUNDERS HALL SCH,3.73,17.25,33.1,45.98,Founders Halll School,0.0,0.0,0.0,Allegheny,732.0
7300,7673,FOUNDERS HALL SCH,3.73,17.25,33.1,45.98,Founders Hall Middle Sch,0.0,0.0,0.0,Allegheny,785.0
7301,7673,FOUNDERS HALL SCH,3.73,17.25,33.1,45.98,Founders Hall Middle Sch,0.0,0.0,237.0,Allegheny,807.0
7302,7673,FOUNDERS HALL SCH,3.73,17.25,33.1,45.98,Founders Hall Sch,0.0,0.0,0.0,Allegheny,597.0
7303,7673,FOUNDERS HALL SCH,3.73,17.25,33.1,45.98,Founders Hall Middle Sch,0.0,0.0,97.0,Allegheny,800.0
7304,7673,FOUNDERS HALL SCH,3.73,17.25,33.1,45.98,Founders Halll School,0.0,0.0,0.0,Allegheny,687.0
7305,7673,FOUNDERS HALL SCH,3.73,17.25,33.1,45.98,Founders Halll School,0.0,0.0,166.0,Allegheny,710.0
7306,7673,FOUNDERS HALL SCH,3.73,17.25,33.1,45.98,Founders Halll School,0.0,0.0,0.0,Allegheny,619.0
7307,7673,FOUNDERS HALL SCH,3.73,17.25,33.1,45.98,Founders Hall Sch,0.0,0.0,0.0,Allegheny,615.0
7308,7673,FOUNDERS HALL SCH,3.73,17.25,33.1,45.98,Founders Hall Sch,0.0,0.0,0.0,Allegheny,597.0
7309,7673,FOUNDERS HALL SCH,3.73,17.25,33.1,45.98,Founders Hall Middle Sch,0.0,0.0,223.0,Allegheny,776.0
7310,6723,FOUNTAIN HILL EL SCH,4.52,22.34,35.87,37.28,Fountain Hill El Sch,0.0,0.0,0.0,Northampton,552.0
7311,6723,FOUNTAIN HILL EL SCH,4.52,22.34,35.87,37.28,Fountain Hill EL School,0.0,0.0,0.0,Northampton,653.0
7312,6723,FOUNTAIN HILL EL SCH,4.52,22.34,35.87,37.28,Fountain Hill El Sch,0.0,0.0,0.0,Northampton,575.0
7313,6723,FOUNTAIN HILL EL SCH,4.52,22.34,35.87,37.28,Fountain Hill El Sch,0.0,0.0,0.0,Northampton,558.0
7314,6723,FOUNTAIN HILL EL SCH,4.52,22.34,35.87,37.28,Fountain Hill El Sch,0.0,0.0,26.0,Northampton,653.0
7315,6723,FOUNTAIN HILL EL SCH,4.52,22.34,35.87,37.28,Fountain Hill El Sch,0.0,0.0,0.0,Northampton,546.0
7316,6723,FOUNTAIN HILL EL SCH,4.52,22.34,35.87,37.28,Fountain Hill EL School,0.0,0.0,29.0,Northampton,690.0
7317,6723,FOUNTAIN HILL EL SCH,4.52,22.34,35.87,37.28,Fountain Hill EL School,0.0,0.0,7.0,Northampton,683.0
7318,6723,FOUNTAIN HILL EL SCH,4.52,22.34,35.87,37.28,Fountain Hill EL School,0.0,0.0,10.0,Northampton,703.0
7319,6723,FOUNTAIN HILL EL SCH,4.52,22.34,35.87,37.28,Fountain Hill El Sch,0.0,0.0,0.0,Northampton,560.0
7320,6723,FOUNTAIN HILL EL SCH,4.52,22.34,35.87,37.28,Fountain Hill El Sch,0.0,0.0,0.0,Northampton,623.0
7321,6723,FOUNTAIN HILL EL SCH,4.52,22.34,35.87,37.28,Fountain Hill El Sch,0.0,0.0,0.0,Northampton,567.0
7322,1602,FOURTEENTH STREET EL,30.99,38.87,19.89,10.18,Fourteenth Street El Sch,0.0,0.0,1.0,Columbia,248.0
7323,1602,FOURTEENTH STREET EL,30.99,38.87,19.89,10.18,Fourteenth Street EL School,0.0,0.0,0.0,Columbia,214.0
7324,1602,FOURTEENTH STREET EL,30.99,38.87,19.89,10.18,Fourteenth Street El Sch,0.0,0.0,0.0,Columbia,249.0
7325,1602,FOURTEENTH STREET EL,30.99,38.87,19.89,10.18,Fourteenth Street El Sch,0.0,0.0,0.0,Columbia,229.0
7326,1602,FOURTEENTH STREET EL,30.99,38.87,19.89,10.18,Fourteenth Street El Sch,0.0,0.0,0.0,Columbia,239.0
7327,1602,FOURTEENTH STREET EL,30.99,38.87,19.89,10.18,Fourteenth Street El Sch,0.0,0.0,1.0,Columbia,252.0
7328,1602,FOURTEENTH STREET EL,30.99,38.87,19.89,10.18,Fourteenth Street EL School,0.0,0.0,4.0,Columbia,226.0
7329,1602,FOURTEENTH STREET EL,30.99,38.87,19.89,10.18,Fourteenth Street EL School,0.0,0.0,1.0,Columbia,243.0
7330,1602,FOURTEENTH STREET EL,30.99,38.87,19.89,10.18,Fourteenth Street EL School,0.0,0.0,2.0,Columbia,226.0
7331,1602,FOURTEENTH STREET EL,30.99,38.87,19.89,10.18,Fourteenth Street El Sch,0.0,0.0,1.0,Columbia,225.0
7332,1602,FOURTEENTH STREET EL,30.99,38.87,19.89,10.18,Fourteenth Street El Sch,0.0,0.0,0.0,Columbia,219.0
7333,3765,FOX CHASE SCH,10.67,37.23,30.29,21.86,Fox Chase Sch,0.0,0.0,5.0,Philadelphia,457.0
7334,3765,FOX CHASE SCH,10.67,37.23,30.29,21.86,Fox Chase School,0.0,0.0,3.0,Philadelphia,335.0
7335,3765,FOX CHASE SCH,10.67,37.23,30.29,21.86,Fox Chase Sch,0.0,0.0,42.0,Philadelphia,458.0
7336,3765,FOX CHASE SCH,10.67,37.23,30.29,21.86,Fox Chase Sch,0.0,0.0,12.0,Philadelphia,488.0
7337,3765,FOX CHASE SCH,10.67,37.23,30.29,21.86,Fox Chase Sch,0.0,0.0,5.0,Philadelphia,389.0
7338,3765,FOX CHASE SCH,10.67,37.23,30.29,21.86,Fox Chase Sch,0.0,0.0,12.0,Philadelphia,461.0
7339,3765,FOX CHASE SCH,10.67,37.23,30.29,21.86,Fox Chase School,0.0,0.0,0.0,Philadelphia,333.0
7340,3765,FOX CHASE SCH,10.67,37.23,30.29,21.86,Fox Chase School,0.0,0.0,4.0,Philadelphia,358.0
7341,3765,FOX CHASE SCH,10.67,37.23,30.29,21.86,Fox Chase School,0.0,0.0,3.0,Philadelphia,363.0
7342,3765,FOX CHASE SCH,10.67,37.23,30.29,21.86,Fox Chase Sch,0.0,0.0,10.0,Philadelphia,407.0
7343,3765,FOX CHASE SCH,10.67,37.23,30.29,21.86,Fox Chase Sch,0.0,0.0,10.0,Philadelphia,448.0
7344,3765,FOX CHASE SCH,10.67,37.23,30.29,21.86,Fox Chase Sch,0.0,0.0,1.0,Philadelphia,486.0
7345,1991,FOX TWP EL SCH,43.59,41.91,10.06,4.47,Fox Twp El Sch,0.0,0.0,2.0,Elk,193.0
7346,1991,FOX TWP EL SCH,43.59,41.91,10.06,4.47,Fox Twp EL School,0.0,0.0,0.0,Elk,221.0
7347,1991,FOX TWP EL SCH,43.59,41.91,10.06,4.47,Fox Twp El Sch,0.0,0.0,0.0,Elk,173.0
7348,1991,FOX TWP EL SCH,43.59,41.91,10.06,4.47,Fox Twp El Sch,0.0,0.0,0.0,Elk,148.0
7349,1991,FOX TWP EL SCH,43.59,41.91,10.06,4.47,Fox Twp El Sch,0.0,0.0,0.0,Elk,233.0
7350,1991,FOX TWP EL SCH,43.59,41.91,10.06,4.47,Fox Twp El Sch,0.0,0.0,0.0,Elk,152.0
7351,1991,FOX TWP EL SCH,43.59,41.91,10.06,4.47,Fox Twp EL School,0.0,0.0,2.0,Elk,226.0
7352,1991,FOX TWP EL SCH,43.59,41.91,10.06,4.47,Fox Twp EL School,0.0,0.0,0.0,Elk,221.0
7353,1991,FOX TWP EL SCH,43.59,41.91,10.06,4.47,Fox Twp EL School,0.0,0.0,0.0,Elk,241.0
7354,1991,FOX TWP EL SCH,43.59,41.91,10.06,4.47,Fox Twp El Sch,0.0,0.0,0.0,Elk,207.0
7355,1991,FOX TWP EL SCH,43.59,41.91,10.06,4.47,Fox Twp El Sch,0.0,0.0,0.0,Elk,228.0
7356,1991,FOX TWP EL SCH,43.59,41.91,10.06,4.47,Fox Twp El Sch,0.0,0.0,0.0,Elk,158.0
7357,2474,FRANCES WILLARD NO 32,17.66,40.42,27.0,14.93,Frances Willard #32,0.0,0.0,40.0,Lackawanna,615.0
7358,2474,FRANCES WILLARD NO 32,17.66,40.42,27.0,14.93,Frances Willard #32,0.0,0.0,29.0,Lackawanna,629.0
7359,2474,FRANCES WILLARD NO 32,17.66,40.42,27.0,14.93,Frances Willard #32,0.0,0.0,46.0,Lackawanna,590.0
7360,2474,FRANCES WILLARD NO 32,17.66,40.42,27.0,14.93,Frances Willard #32,0.0,0.0,0.0,Lackawanna,547.0
7361,2474,FRANCES WILLARD NO 32,17.66,40.42,27.0,14.93,Frances Willard #32,0.0,0.0,0.0,Lackawanna,575.0
7362,2474,FRANCES WILLARD NO 32,17.66,40.42,27.0,14.93,Frances Willard #32,0.0,0.0,0.0,Lackawanna,544.0
7363,2474,FRANCES WILLARD NO 32,17.66,40.42,27.0,14.93,Frances Willard #32,0.0,0.0,29.0,Lackawanna,620.0
7364,2474,FRANCES WILLARD NO 32,17.66,40.42,27.0,14.93,Frances Willard #32,0.0,0.0,27.0,Lackawanna,634.0
7365,2474,FRANCES WILLARD NO 32,17.66,40.42,27.0,14.93,Frances Willard #32,0.0,0.0,29.0,Lackawanna,576.0
7366,2474,FRANCES WILLARD NO 32,17.66,40.42,27.0,14.93,Frances Willard #32,0.0,0.0,0.0,Lackawanna,591.0
7367,2474,FRANCES WILLARD NO 32,17.66,40.42,27.0,14.93,Frances Willard #32,0.0,0.0,4.0,Lackawanna,615.0
7368,2474,FRANCES WILLARD NO 32,17.66,40.42,27.0,14.93,Frances Willard #32,0.0,0.0,0.0,Lackawanna,533.0
7369,2792,FRANCIS D RAUB MS,2.94,13.86,31.33,51.88,Francis D Raub MS,0.0,0.0,114.0,Lehigh,846.0
7370,2792,FRANCIS D RAUB MS,2.94,13.86,31.33,51.88,Francis D Raub MS,0.0,0.0,1221.0,Lehigh,1102.0
7371,2792,FRANCIS D RAUB MS,2.94,13.86,31.33,51.88,Francis D Raub MS,0.0,0.0,104.0,Lehigh,867.0
7372,2792,FRANCIS D RAUB MS,2.94,13.86,31.33,51.88,Francis D Raub MS,0.0,0.0,213.0,Lehigh,870.0
7373,2792,FRANCIS D RAUB MS,2.94,13.86,31.33,51.88,Francis D Raub MS,0.0,0.0,221.0,Lehigh,884.0
7374,2792,FRANCIS D RAUB MS,2.94,13.86,31.33,51.88,Francis D Raub MS,0.0,0.0,128.0,Lehigh,827.0
7375,2792,FRANCIS D RAUB MS,2.94,13.86,31.33,51.88,Francis D Raub MS,0.0,0.0,1177.0,Lehigh,1072.0
7376,2792,FRANCIS D RAUB MS,2.94,13.86,31.33,51.88,Francis D Raub MS,0.0,0.0,1021.0,Lehigh,1131.0
7377,2792,FRANCIS D RAUB MS,2.94,13.86,31.33,51.88,Francis D Raub MS,0.0,0.0,0.0,Lehigh,979.0
7378,2792,FRANCIS D RAUB MS,2.94,13.86,31.33,51.88,Francis D Raub MS,0.0,0.0,344.0,Lehigh,874.0
7379,2792,FRANCIS D RAUB MS,2.94,13.86,31.33,51.88,Francis D Raub MS,0.0,0.0,769.0,Lehigh,902.0
7380,2792,FRANCIS D RAUB MS,2.94,13.86,31.33,51.88,Francis D Raub MS,0.0,0.0,3.0,Lehigh,890.0
7381,6593,FRANCIS H SHECKLER EL SCH,24.75,36.08,25.44,13.77,Francis H Sheckler El Sch,0.0,0.0,8.0,Lehigh,567.0
7382,6593,FRANCIS H SHECKLER EL SCH,24.75,36.08,25.44,13.77,Francis H Sheckler EL School,0.0,0.0,0.0,Lehigh,582.0
7383,6593,FRANCIS H SHECKLER EL SCH,24.75,36.08,25.44,13.77,Francis H Sheckler El Sch,0.0,0.0,1.0,Lehigh,591.0
7384,6593,FRANCIS H SHECKLER EL SCH,24.75,36.08,25.44,13.77,Francis H Sheckler El Sch,0.0,0.0,0.0,Lehigh,574.0
7385,6593,FRANCIS H SHECKLER EL SCH,24.75,36.08,25.44,13.77,Francis H Sheckler El Sch,0.0,0.0,7.0,Lehigh,583.0
7386,6593,FRANCIS H SHECKLER EL SCH,24.75,36.08,25.44,13.77,Francis H Sheckler El Sch,0.0,0.0,0.0,Lehigh,579.0
7387,6593,FRANCIS H SHECKLER EL SCH,24.75,36.08,25.44,13.77,Francis H Sheckler EL School,0.0,0.0,2.0,Lehigh,595.0
7388,6593,FRANCIS H SHECKLER EL SCH,24.75,36.08,25.44,13.77,Francis H Sheckler EL School,0.0,0.0,0.0,Lehigh,591.0
7389,6593,FRANCIS H SHECKLER EL SCH,24.75,36.08,25.44,13.77,Francis H Sheckler EL School,0.0,0.0,0.0,Lehigh,588.0
7390,6593,FRANCIS H SHECKLER EL SCH,24.75,36.08,25.44,13.77,Francis H Sheckler El Sch,0.0,0.0,3.0,Lehigh,534.0
7391,6593,FRANCIS H SHECKLER EL SCH,24.75,36.08,25.44,13.77,Francis H Sheckler El Sch,0.0,0.0,7.0,Lehigh,540.0
7392,6593,FRANCIS H SHECKLER EL SCH,24.75,36.08,25.44,13.77,Francis H Sheckler El Sch,0.0,0.0,26.0,Lehigh,554.0
7393,7413,FRANCIS S GRANDINETTI ES,31.28,38.33,21.87,8.5,Francis S Grandinetti El Sch,0.0,0.0,0.0,Elk,385.0
7394,7413,FRANCIS S GRANDINETTI ES,31.28,38.33,21.87,8.5,Ridgway EL School,0.0,0.0,0.0,Elk,437.0
7395,7413,FRANCIS S GRANDINETTI ES,31.28,38.33,21.87,8.5,Francis S Grandinetti El Sch,0.0,0.0,0.0,Elk,353.0
7396,7413,FRANCIS S GRANDINETTI ES,31.28,38.33,21.87,8.5,Francis S Grandinetti El Sch,0.0,0.0,64.0,Elk,331.0
7397,7413,FRANCIS S GRANDINETTI ES,31.28,38.33,21.87,8.5,Francis S Grandinetti El Sch,0.0,0.0,0.0,Elk,415.0
7398,7413,FRANCIS S GRANDINETTI ES,31.28,38.33,21.87,8.5,Francis S Grandinetti El Sch,0.0,0.0,0.0,Elk,351.0
7399,7413,FRANCIS S GRANDINETTI ES,31.28,38.33,21.87,8.5,Ridgway EL School,0.0,0.0,2.0,Elk,443.0
7400,7413,FRANCIS S GRANDINETTI ES,31.28,38.33,21.87,8.5,Ridgway EL School,0.0,0.0,0.0,Elk,443.0
7401,7413,FRANCIS S GRANDINETTI ES,31.28,38.33,21.87,8.5,Ridgway EL School,0.0,0.0,0.0,Elk,444.0
7402,7413,FRANCIS S GRANDINETTI ES,31.28,38.33,21.87,8.5,Francis S Grandinetti El Sch,0.0,0.0,0.0,Elk,407.0
7403,7413,FRANCIS S GRANDINETTI ES,31.28,38.33,21.87,8.5,Francis S Grandinetti El Sch,0.0,0.0,0.0,Elk,415.0
7404,7413,FRANCIS S GRANDINETTI ES,31.28,38.33,21.87,8.5,Francis S Grandinetti El Sch,0.0,0.0,0.0,Elk,328.0
7405,3266,FRANCONIA EL SCH,37.98,43.54,12.74,5.77,Franconia El Sch,0.0,0.0,2.0,Montgomery,453.0
7406,3266,FRANCONIA EL SCH,37.98,43.54,12.74,5.77,Franconia EL School,0.0,0.0,2.0,Montgomery,501.0
7407,3266,FRANCONIA EL SCH,37.98,43.54,12.74,5.77,Franconia El Sch,0.0,0.0,2.0,Montgomery,476.0
7408,3266,FRANCONIA EL SCH,37.98,43.54,12.74,5.77,Franconia El Sch,0.0,0.0,0.0,Montgomery,455.0
7409,3266,FRANCONIA EL SCH,37.98,43.54,12.74,5.77,Franconia El Sch,0.0,0.0,0.0,Montgomery,508.0
7410,3266,FRANCONIA EL SCH,37.98,43.54,12.74,5.77,Franconia El Sch,0.0,0.0,2.0,Montgomery,481.0
7411,3266,FRANCONIA EL SCH,37.98,43.54,12.74,5.77,Franconia EL School,0.0,0.0,12.0,Montgomery,531.0
7412,3266,FRANCONIA EL SCH,37.98,43.54,12.74,5.77,Franconia EL School,0.0,0.0,0.0,Montgomery,512.0
7413,3266,FRANCONIA EL SCH,37.98,43.54,12.74,5.77,Franconia EL School,0.0,0.0,13.0,Montgomery,505.0
7414,3266,FRANCONIA EL SCH,37.98,43.54,12.74,5.77,Franconia El Sch,0.0,0.0,0.0,Montgomery,477.0
7415,3266,FRANCONIA EL SCH,37.98,43.54,12.74,5.77,Franconia El Sch,0.0,0.0,5.0,Montgomery,493.0
7416,3266,FRANCONIA EL SCH,37.98,43.54,12.74,5.77,Franconia El Sch,0.0,0.0,6.0,Montgomery,459.0
7417,3803,FRANK ANNE SCH,21.06,40.79,24.98,13.17,Frank Anne Sch,0.0,0.0,15.0,Philadelphia,1090.0
7418,3803,FRANK ANNE SCH,21.06,40.79,24.98,13.17,Frank Anne School,0.0,0.0,49.0,Philadelphia,953.0
7419,3803,FRANK ANNE SCH,21.06,40.79,24.98,13.17,Frank Anne Sch,0.0,0.0,19.0,Philadelphia,1161.0
7420,3803,FRANK ANNE SCH,21.06,40.79,24.98,13.17,Frank Anne Sch,0.0,0.0,29.0,Philadelphia,1236.0
7421,3803,FRANK ANNE SCH,21.06,40.79,24.98,13.17,Frank Anne Sch,0.0,0.0,28.0,Philadelphia,1014.0
7422,3803,FRANK ANNE SCH,21.06,40.79,24.98,13.17,Frank Anne Sch,0.0,0.0,34.0,Philadelphia,1214.0
7423,3803,FRANK ANNE SCH,21.06,40.79,24.98,13.17,Frank Anne School,0.0,0.0,30.0,Philadelphia,1015.0
7424,3803,FRANK ANNE SCH,21.06,40.79,24.98,13.17,Frank Anne School,0.0,0.0,37.0,Philadelphia,993.0
7425,3803,FRANK ANNE SCH,21.06,40.79,24.98,13.17,Frank Anne School,0.0,0.0,27.0,Philadelphia,1000.0
7426,3803,FRANK ANNE SCH,21.06,40.79,24.98,13.17,Frank Anne Sch,0.0,0.0,32.0,Philadelphia,1048.0
7427,3803,FRANK ANNE SCH,21.06,40.79,24.98,13.17,Frank Anne Sch,0.0,0.0,28.0,Philadelphia,1045.0
7428,3803,FRANK ANNE SCH,21.06,40.79,24.98,13.17,Frank Anne Sch,0.0,0.0,20.0,Philadelphia,1282.0
7429,6984,FRANKLIN AREA MS,13.78,31.96,27.82,26.44,Franklin Area MS,0.0,0.0,3.0,Venango,309.0
7430,6984,FRANKLIN AREA MS,13.78,31.96,27.82,26.44,Franklin Area MS,0.0,0.0,59.0,Venango,379.0
7431,6984,FRANKLIN AREA MS,13.78,31.96,27.82,26.44,Franklin Area MS,0.0,0.0,1.0,Venango,316.0
7432,6984,FRANKLIN AREA MS,13.78,31.96,27.82,26.44,Franklin Area MS,0.0,0.0,1.0,Venango,288.0
7433,6984,FRANKLIN AREA MS,13.78,31.96,27.82,26.44,Franklin Area MS,0.0,0.0,41.0,Venango,328.0
7434,6984,FRANKLIN AREA MS,13.78,31.96,27.82,26.44,Franklin Area MS,0.0,0.0,1.0,Venango,323.0
7435,6984,FRANKLIN AREA MS,13.78,31.96,27.82,26.44,Franklin Area MS,0.0,0.0,149.0,Venango,351.0
7436,6984,FRANKLIN AREA MS,13.78,31.96,27.82,26.44,Franklin Area MS,0.0,0.0,7.0,Venango,369.0
7437,6984,FRANKLIN AREA MS,13.78,31.96,27.82,26.44,Franklin Area MS,0.0,0.0,0.0,Venango,334.0
7438,6984,FRANKLIN AREA MS,13.78,31.96,27.82,26.44,Franklin Area MS,0.0,0.0,111.0,Venango,328.0
7439,6984,FRANKLIN AREA MS,13.78,31.96,27.82,26.44,Franklin Area MS,0.0,0.0,69.0,Venango,318.0
7440,6984,FRANKLIN AREA MS,13.78,31.96,27.82,26.44,Franklin Area MS,0.0,0.0,1.0,Venango,271.0
7441,7231,FRANKLIN BENJAMIN,1.47,13.96,29.92,54.64,Franklin Benjamin Sch,0.0,0.0,136.0,Philadelphia,984.0
7442,7231,FRANKLIN BENJAMIN,1.47,13.96,29.92,54.64,Franklin Benjamin School,0.0,0.0,41.0,Philadelphia,1164.0
7443,7231,FRANKLIN BENJAMIN,1.47,13.96,29.92,54.64,Franklin Benjamin Sch,0.0,0.0,46.0,Philadelphia,997.0
7444,7231,FRANKLIN BENJAMIN,1.47,13.96,29.92,54.64,Franklin Benjamin Sch,0.0,0.0,63.0,Philadelphia,969.0
7445,7231,FRANKLIN BENJAMIN,1.47,13.96,29.92,54.64,Franklin Benjamin Sch,0.0,0.0,91.0,Philadelphia,1040.0
7446,7231,FRANKLIN BENJAMIN,1.47,13.96,29.92,54.64,Franklin Benjamin Sch,0.0,0.0,96.0,Philadelphia,994.0
7447,7231,FRANKLIN BENJAMIN,1.47,13.96,29.92,54.64,Franklin Benjamin School,0.0,0.0,86.0,Philadelphia,1101.0
7448,7231,FRANKLIN BENJAMIN,1.47,13.96,29.92,54.64,Franklin Benjamin School,0.0,0.0,75.0,Philadelphia,1134.0
7449,7231,FRANKLIN BENJAMIN,1.47,13.96,29.92,54.64,Franklin Benjamin School,0.0,0.0,64.0,Philadelphia,1078.0
7450,7231,FRANKLIN BENJAMIN,1.47,13.96,29.92,54.64,Franklin Benjamin Sch,0.0,0.0,173.0,Philadelphia,1031.0
7451,7231,FRANKLIN BENJAMIN,1.47,13.96,29.92,54.64,Franklin Benjamin Sch,0.0,0.0,133.0,Philadelphia,1072.0
7452,7231,FRANKLIN BENJAMIN,1.47,13.96,29.92,54.64,Franklin Benjamin Sch,0.0,0.0,25.0,Philadelphia,991.0
7453,3339,FRANKLIN EL SCH,39.7,29.27,18.47,12.54,Franklin El Sch,0.0,0.0,0.0,Montgomery,312.0
7454,3339,FRANKLIN EL SCH,39.7,29.27,18.47,12.54,Franklin EL School,0.0,0.0,7.0,Montgomery,340.0
7455,3339,FRANKLIN EL SCH,39.7,29.27,18.47,12.54,Franklin El Sch,0.0,0.0,1.0,Montgomery,356.0
7456,3339,FRANKLIN EL SCH,39.7,29.27,18.47,12.54,Franklin El Sch,0.0,0.0,26.0,Montgomery,329.0
7457,3339,FRANKLIN EL SCH,39.7,29.27,18.47,12.54,Franklin El Sch,0.0,0.0,0.0,Montgomery,306.0
7458,3339,FRANKLIN EL SCH,39.7,29.27,18.47,12.54,Franklin El Sch,0.0,0.0,41.0,Montgomery,375.0
7459,3339,FRANKLIN EL SCH,39.7,29.27,18.47,12.54,Franklin EL School,0.0,0.0,8.0,Montgomery,324.0
7460,3339,FRANKLIN EL SCH,39.7,29.27,18.47,12.54,Franklin EL School,0.0,0.0,49.0,Montgomery,339.0
7461,3339,FRANKLIN EL SCH,39.7,29.27,18.47,12.54,Franklin EL School,0.0,0.0,31.0,Montgomery,299.0
7462,3339,FRANKLIN EL SCH,39.7,29.27,18.47,12.54,Franklin El Sch,0.0,0.0,0.0,Montgomery,299.0
7463,3339,FRANKLIN EL SCH,39.7,29.27,18.47,12.54,Franklin El Sch,0.0,0.0,0.0,Montgomery,303.0
7464,3339,FRANKLIN EL SCH,39.7,29.27,18.47,12.54,Franklin El Sch,0.0,0.0,19.0,Montgomery,329.0
7465,7602,FRANKLIN REGIONAL MS,33.05,39.39,18.87,8.65,Franklin Regional MS,0.0,0.0,6.0,Westmoreland,897.0
7466,7602,FRANKLIN REGIONAL MS,33.05,39.39,18.87,8.65,Franklin Regional MS,0.0,0.0,10.0,Westmoreland,932.0
7467,7602,FRANKLIN REGIONAL MS,33.05,39.39,18.87,8.65,Franklin Regional MS,0.0,0.0,17.0,Westmoreland,908.0
7468,7602,FRANKLIN REGIONAL MS,33.05,39.39,18.87,8.65,Franklin Regional MS,0.0,0.0,8.0,Westmoreland,795.0
7469,7602,FRANKLIN REGIONAL MS,33.05,39.39,18.87,8.65,Franklin Regional MS,0.0,0.0,19.0,Westmoreland,883.0
7470,7602,FRANKLIN REGIONAL MS,33.05,39.39,18.87,8.65,Franklin Regional MS,0.0,0.0,0.0,Westmoreland,855.0
7471,7602,FRANKLIN REGIONAL MS,33.05,39.39,18.87,8.65,Franklin Regional MS,0.0,0.0,15.0,Westmoreland,901.0
7472,7602,FRANKLIN REGIONAL MS,33.05,39.39,18.87,8.65,Franklin Regional MS,0.0,0.0,5.0,Westmoreland,931.0
7473,7602,FRANKLIN REGIONAL MS,33.05,39.39,18.87,8.65,Franklin Regional MS,0.0,0.0,39.0,Westmoreland,897.0
7474,7602,FRANKLIN REGIONAL MS,33.05,39.39,18.87,8.65,Franklin Regional MS,0.0,0.0,4.0,Westmoreland,912.0
7475,7602,FRANKLIN REGIONAL MS,33.05,39.39,18.87,8.65,Franklin Regional MS,0.0,0.0,0.0,Westmoreland,902.0
7476,7602,FRANKLIN REGIONAL MS,33.05,39.39,18.87,8.65,Franklin Regional MS,0.0,0.0,0.0,Westmoreland,808.0
7477,6007,FRANKLIN SCH,11.61,41.94,27.06,19.34,Franklin Sch,0.0,0.0,1.0,Fayette,123.0
7478,6007,FRANKLIN SCH,11.61,41.94,27.06,19.34,Franklin School,0.0,0.0,0.0,Fayette,149.0
7479,6007,FRANKLIN SCH,11.61,41.94,27.06,19.34,Franklin Sch,0.0,0.0,1.0,Fayette,126.0
7480,6007,FRANKLIN SCH,11.61,41.94,27.06,19.34,Franklin Sch,0.0,0.0,3.0,Fayette,151.0
7481,6007,FRANKLIN SCH,11.61,41.94,27.06,19.34,Franklin Sch,0.0,0.0,0.0,Fayette,139.0
7482,6007,FRANKLIN SCH,11.61,41.94,27.06,19.34,Franklin Sch,0.0,0.0,3.0,Fayette,131.0
7483,6007,FRANKLIN SCH,11.61,41.94,27.06,19.34,Franklin School,0.0,0.0,0.0,Fayette,153.0
7484,6007,FRANKLIN SCH,11.61,41.94,27.06,19.34,Franklin School,0.0,0.0,0.0,Fayette,153.0
7485,6007,FRANKLIN SCH,11.61,41.94,27.06,19.34,Franklin School,0.0,0.0,0.0,Fayette,149.0
7486,6007,FRANKLIN SCH,11.61,41.94,27.06,19.34,Franklin Sch,0.0,0.0,0.0,Fayette,130.0
7487,6007,FRANKLIN SCH,11.61,41.94,27.06,19.34,Franklin Sch,0.0,0.0,0.0,Fayette,139.0
7488,6007,FRANKLIN SCH,11.61,41.94,27.06,19.34,Franklin Sch,0.0,0.0,3.0,Fayette,154.0
7489,8123,FRANKLIN TOWNE CHARTER EL SCH,17.69,40.95,26.24,15.12,Franklin Towne Charter Elementary School,0.0,0.0,57.0,Philadelphia,902.0
7490,8123,FRANKLIN TOWNE CHARTER EL SCH,17.69,40.95,26.24,15.12,Franklin Towne Charter Elementary School,0.0,0.0,52.0,Philadelphia,917.0
7491,8123,FRANKLIN TOWNE CHARTER EL SCH,17.69,40.95,26.24,15.12,Franklin Towne Charter Elementary School,0.0,0.0,48.0,Philadelphia,247.0
7492,8123,FRANKLIN TOWNE CHARTER EL SCH,17.69,40.95,26.24,15.12,Franklin Towne Charter Elementary School,0.0,0.0,31.0,Philadelphia,567.0
7493,8123,FRANKLIN TOWNE CHARTER EL SCH,17.69,40.95,26.24,15.12,Franklin Towne Charter Elementary School,0.0,0.0,42.0,Philadelphia,343.0
