,School Number,Cluster,County,School
1252,6682,2,DAUPHIN,MILLERSBURG AREA MS
1254,7064,2,COLUMBIA,MILLVILLE AREA EL SCH
352,1632,2,CRAWFORD,COCHRANTON AREA JSHS
1256,5353,2,NORTHUMBERLAND,MILTON AREA EL SCH
1246,1570,2,CLINTON,MILL HALL EL SCH
1232,3961,2,SNYDER,MIDDLEBURG EL SCH
2135,3597,2,PERRY,WEST PERRY MS
1230,3201,2,MONROE,MIDDLE SMITHFIELD EL
1861,7525,2,HUNTINGDON,SOUTHSIDE EL
2131,535,2,ALLEGHENY,WEST MIFFLIN AREA MS
391,5203,2,BERKS,CONRAD WEISER WEST ELEM
1206,1653,2,CRAWFORD,MEADVILLE AREA MIDDLE SCHOOL
390,7651,2,BERKS,CONRAD WEISER MIDDLE SCHOOL
386,2103,2,FAYETTE,CONNELLSVILLE TWP EL
384,2021,2,ERIE,CONNELL EL SCH
383,8226,2,CRAWFORD,CONNEAUT VALLEY MS
1216,4507,2,WESTMORELAND,MENDON EL SCH
1218,7792,2,MERCER,MERCER AREA MS
374,5136,2,CAMBRIA,CONEMAUGH VALLEY JSH
373,5213,2,CAMBRIA,CONEMAUGH VALLEY EL
1224,7613,2,SOMERSET,MEYERSDALE MS
1225,2423,2,LACKAWANNA,MID VALLEY EL CTR
1226,8304,2,LACKAWANNA,MID VALLEY SECONDARY CENTER
2019,1501,2,CLARION,UNION HS
1259,6699,2,SCHUYLKILL,MINERSVILLE AREA EL
1228,7799,2,SNYDER,MIDD-WEST MS
1854,7391,2,FULTON,SOUTHERN FULTON EL SCH
2130,6129,2,MERCER,WEST MIDDLESEX AREA HS
446,4727,2,PHILADELPHIA,DECATUR STEPHEN SCH
2119,8353,2,GREENE,WEST GREENE EL CTR
350,3057,2,LYCOMING,COCHRAN EL SCH
1073,4961,2,PHILADELPHIA,LOESCHE WILLIAM H SCH
1074,7274,2,BUCKS,LOG COLLEGE MS
1282,1169,2,BUTLER,MORAINE EL SCH
334,6371,2,TIOGA,CLARK WOOD EL SCH
2101,4556,2,YORK,WEIGELSTOWN EL SCH
2143,8232,2,SNYDER,WEST SNYDER EL SCH
498,8312,2,LACKAWANNA,DUNMORE JSHS
1080,8079,2,JEFFERSON,LONGVIEW EL SCH
497,6591,2,LACKAWANNA,DUNMORE EL CTR
496,5048,2,FAYETTE,DUNBAR TWP EL SCH
2104,4580,2,YORK,WELLSVILLE CAMPUS
338,7374,2,BLAIR,CLAYSBURG-KIMMEL EL
492,1541,2,CLEARFIELD,DUBOIS AREA MS
1140,6641,2,YORK,MARKLE INTRMD SCH
491,7661,2,LUZERNE,DRUMS ELEM/MIDDLE SCHOOL
1087,7559,2,LEHIGH,LOWER MACUNGIE MS
1092,3037,2,LYCOMING,LOYALSOCK TWP MS
330,1475,2,CLARION,CLARION AREA JSHS
484,6283,2,YORK,DOVER AREA INTRMD SCH
1289,6929,2,CLEARFIELD,MOSHANNON VALLEY EL
1914,8158,2,HUNTINGDON,STONE VALLEY COMMUNITY CS
520,2394,2,JUNIATA,EAST JUNIATA JSHS
1291,169,2,ALLEGHENY,MOSS SIDE MS
519,4956,2,NORTHAMPTON,EAST HILLS MS
518,2561,2,LANCASTER,EAST HIGH STREET EL
1922,7593,2,MONROE,STROUDSBURG JUNIOR HIGH
1921,3196,2,MIFFLIN,STRODES MILLS EL SCH
2097,7476,2,GREENE,WAYNESBURG CENTRAL EL
1051,3443,2,NORTHAMPTON,LINCOLN EL SCH
515,6159,2,FOREST,EAST FOREST JSHS
1053,2675,2,LAWRENCE,LINCOLN JSHS
513,1374,2,CHESTER,EAST FALLOWFIELD EL
511,6261,2,MIFFLIN,EAST DERRY EL SCH
1060,8286,2,NORTHUMBERLAND,LINE MOUNTAIN MS
1916,5088,2,YORK,STONY BROOK EL SCH
1290,1550,2,CLEARFIELD,MOSHANNON VALLEY JSH
2099,6838,2,CARBON,WEATHERLY AREA MS
1064,6783,2,DAUPHIN,LINGLESTOWN MS
1067,1847,2,DELAWARE,LINWOOD EL SCH
1041,8184,2,MIFFLIN,LEWISTOWN INTRMD SCH
524,5220,2,CUMBERLAND,EAST PENNSBORO AREA MS
2109,6895,2,ALLEGHENY,WEST ALLEGHENY MS
2117,6701,2,FOREST,WEST FOREST EL SCH
456,4351,2,WESTMORELAND,DERRY AREA MS
454,4599,2,YORK,DELTA-PEACH BOTTOM E
2096,5331,2,FRANKLIN,WAYNESBORO AREA MS
1129,6137,2,CRAWFORD,MAPLEWOOD EL SCH
1130,6942,2,CRAWFORD,MAPLEWOOD HS
452,3865,2,PIKE,DELAWARE VALLEY MS
342,8315,2,CLEARFIELD,CLEARFIELD AREA EL SCH
1896,632,2,BEAVER,STATE STREET EL SCH
1135,2339,2,INDIANA,MARION CENTER AREA H
1294,8135,2,NORTHUMBERLAND,MOUNT CARMEL AREA JHS
1271,7800,2,ERIE,MONTESSORI REGIONAL CS
1136,4328,2,WESTMORELAND,MARION EL SCH
2118,6161,2,FOREST,WEST FOREST JSHS
1032,5002,2,ARMSTRONG,LENAPE EL SCH
1138,7777,2,PHILADELPHIA,MARITIME ACADEMY CS
447,7595,2,ALLEGHENY,DEER LAKES MS
1124,7380,2,BUCKS,MAPLE POINT MS
1293,7498,2,NORTHUMBERLAND,MOUNT CARMEL AREA EL
1847,4819,2,FAYETTE,SOUTH SIDE EL SCH
1121,13,2,ADAMS,MAPLE AVENUE MS
1096,2225,2,FRANKLIN,LURGAN EL SCH
1923,7839,2,MONROE,STROUDSBURG MIDDLE SCHOOL
1036,2522,2,LANCASTER,LEOLA EL SCH
479,7165,2,LANCASTER,DONEGAL JHS
1099,6861,2,LYCOMING,LYCOMING VALLEY MS
1100,4918,2,BRADFORD,LYNCH EL SCH
340,4248,2,WASHINGTON,CLAYSVILLE EL SCH
1035,1793,2,DAUPHIN,LENKERVILLE EL SCH
1044,4062,2,TIOGA,LIBERTY EL SCH
1275,4044,2,SUSQUEHANNA,MONTROSE AREA JSHS
1104,7223,2,SCHUYLKILL,MAHANOY AREA EL SCH
2111,6599,2,CLEARFIELD,WEST BRANCH AREA EL
472,7301,2,NORTHAMPTON,DOMENICK DEFRANCO EL
1114,7953,2,LANCASTER,MANHEIM CENTRAL MS
1274,3040,2,LYCOMING,MONTGOMERY JSHS
2116,2379,2,JEFFERSON,WEST END EL SCH
1119,7410,2,LANCASTER,MANOR MIDDLE SCHOOL
1120,4068,2,TIOGA,MANSFIELD JSHS
478,8228,2,LANCASTER,DONEGAL INTERMEDIATE SCHOOL
522,3265,2,MONTGOMERY,EAST NORRITON MS
