,County,School,% Advanced,% Proficient,% Basic,% Below Basic
1618,BERKS,READING INTERMEDIATE HIGH SCHO,1.36,10.52,25.34,62.78
1619,LANCASTER,REAMSTOWN EL SCH,23.3,43.79,17.01,15.91
1620,YORK,RED LION AREA JHS,20.22,38.94,27.32,13.52
1621,YORK,RED MILL EL SCH,38.94,34.27,17.98,8.82
1622,CLARION,REDBANK VALLEY HS,17.17,42.6,26.34,13.9
1623,CLARION,REDBANK VALLEY INTRMD SCH,19.01,35.7,27.3,18.02
1624,CHESTER,REECEVILLE EL SCH,13.92,27.51,29.94,28.64
1625,ALLEGHENY,REGENCY PARK EL SCH,32.44,42.88,16.99,7.73
1626,LANCASTER,REIDENBAUGH EL SCH,42.61,36.19,14.07,7.18
1627,BERKS,REIFFTON SCH,25.15,42.41,22.04,10.44
1628,CHESTER,RENAISSANCE ACAD CS,33.73,35.21,23.29,7.82
1629,CLINTON,RENOVO EL SCH,25.14,30.66,26.05,18.15
1630,ALLEGHENY,RESERVE PRIMARY SCH,18.8,49.0,23.95,8.35
1631,MONROE,RESICA EL SCH,20.56,39.78,26.46,13.16
1632,MERCER,REYNOLDS EL SCH,20.27,40.24,25.47,14.03
1633,MERCER,REYNOLDS JSHS,17.11,37.27,28.04,17.6
1634,LANCASTER,REYNOLDS MS,7.07,22.83,33.26,36.84
1635,PHILADELPHIA,RHAWNHURST SCH,7.81,30.46,35.24,26.49
1636,LANCASTER,RHEEMS EL SCH,38.0,44.0,14.0,4.0
1637,PHILADELPHIA,RHOADS JAMES SCH,1.14,10.71,29.85,58.34
1638,PHILADELPHIA,RHODES E W ACADEMY,0.12,7.26,31.57,61.0
1639,ERIE,RICE AVENUE MS,24.81,40.0,26.02,9.15
1640,CUMBERLAND,RICE EL,25.2,43.2,22.65,8.95
1641,LUZERNE,RICE EL SCH,35.24,41.81,17.65,5.29
1642,PHILADELPHIA,RICHARD ALLEN PREP CS,0.76,10.01,31.1,58.13
1643,DELAWARE,RICHARDSON MS,27.91,39.37,23.23,9.53
1644,BUCKS,RICHBORO EL SCH,27.29,41.1,23.91,7.71
1645,BUCKS,RICHBORO MIDDLE SCHOOL,26.51,41.02,21.08,11.39
1646,BUCKS,RICHLAND EL SCH,37.75,40.58,13.5,8.18
1647,CAMBRIA,RICHLAND ELEM SCH,26.89,44.43,21.11,7.62
1648,CAMBRIA,RICHLAND JR/SR HIGH SCHOOL,22.2,34.63,27.6,15.53
1649,BERKS,RICHMOND EL SCH,13.83,48.43,25.12,12.58
1650,PHILADELPHIA,RICHMOND SCH,6.6,23.41,32.61,37.33
1651,MONTGOMERY,RIDGE PARK EL SCH,40.8,44.75,10.1,4.4
1652,ELK,RIDGWAY AREA MS,33.84,32.98,21.53,11.63
1653,DELAWARE,RIDLEY MS,12.53,32.54,33.07,21.87
1654,CLARION,RIMERSBURG EL SCH,14.19,35.65,30.06,20.14
1655,WASHINGTON,RINGGOLD EL SCH N,21.91,39.91,24.96,13.27
1656,WASHINGTON,RINGGOLD EL SCH SOUTH,12.79,33.25,29.64,24.3
1657,WASHINGTON,RINGGOLD MS,11.27,29.4,31.07,28.26
1658,LEHIGH,RITTER EL SCH,13.85,37.37,29.64,19.09
1659,LACKAWANNA,RIVERSIDE EAST EL SCH,16.92,34.24,31.82,17.07
1660,BERKS,RIVERSIDE EL SCH,13.27,29.84,28.26,28.61
1661,LACKAWANNA,RIVERSIDE JSHS,11.11,24.04,33.16,31.73
1662,BEAVER,RIVERSIDE MS,25.75,39.22,24.42,10.62
1663,LACKAWANNA,RIVERSIDE WEST EL SCH,22.03,36.69,25.98,15.3
1664,ALLEGHENY,RIVERVIEW HS,21.19,37.12,26.51,15.2
1665,CLINTON,ROBB EL SCH,13.52,33.17,28.66,24.66
1666,ERIE,ROBERT BENJAMIN WILEY COMM CS,3.96,23.1,38.09,34.9
1667,LACKAWANNA,ROBERT MORRIS NO 27,16.75,38.55,26.66,18.09
1668,DAUPHIN,ROBERT REID ELEM SCHOOL,15.49,35.75,28.05,20.71
1669,LEHIGH,ROBERTO CLEMENTE CS,7.43,27.36,36.33,28.87
1670,LEHIGH,ROBERTO CLEMENTE ELEMENTARY CS,3.06,18.87,32.94,45.1
1671,MONTGOMERY,ROBERTS EL SCH,36.31,36.94,19.43,7.32
1672,BEDFORD,ROBERTSDALE GR SCH,17.94,44.54,29.5,8.08
1673,BERKS,ROBESON EL CTR,38.08,35.51,19.58,6.83
1674,ERIE,ROBISON EL SCH,31.31,35.72,21.36,11.62
1675,BEAVER,ROCHESTER AREA EL SCH,14.38,34.39,28.8,22.43
1676,BEAVER,ROCHESTER MS,3.77,26.89,37.99,31.3
1677,TIOGA,ROCK L BUTLER MS,20.38,39.09,25.04,15.5
1678,HUNTINGDON,ROCKHILL EL SCH,16.5,37.37,29.63,16.5
1679,SOMERSET,ROCKWOOD AREA EL SCH,32.79,40.9,20.06,6.26
1680,SOMERSET,ROCKWOOD AREA JSHS,13.99,46.0,26.82,13.23
1681,VENANGO,ROCKY GROVE JSHS,6.64,28.27,40.08,24.97
1682,ALLEGHENY,ROGERS PRIMARY SCH,35.85,52.2,11.95,0.0
1683,LANCASTER,ROHRERSTOWN EL SCH,37.4,34.21,18.02,10.36
1684,ADAMS,ROLLING ACRES EL SCH,17.75,41.4,26.95,13.85
1685,BUCKS,ROLLING HILLS EL SCH,29.95,41.63,22.75,5.68
1686,ERIE,ROLLING RIDGE EL SCH,42.05,40.51,15.42,2.03
1687,LYCOMING,ROMMELT EL SCH,21.95,41.35,26.2,10.5
1688,LEHIGH,ROOSEVELT EL SCH,16.61,33.46,28.03,21.91
1689,ERIE,ROOSEVELT MS,7.84,25.25,33.77,33.13
1690,DELAWARE,ROSE TREE EL SCH,49.67,37.26,10.04,3.08
1691,WYOMING,ROSLUND EL SCH,20.82,44.75,25.1,9.25
1692,MONTGOMERY,ROSLYN SCH,31.54,43.52,18.07,6.83
1693,LUZERNE,ROSS EL SCH,33.76,35.97,19.18,11.12
1694,YORK,ROSSMOYNE EL SCH,21.07,44.96,20.37,13.55
1695,WESTMORELAND,ROSTRAVER EL SCH,26.77,38.0,23.16,12.12
1696,YORK,ROUNDTOWN EL SCH,26.0,48.4,20.0,5.6
1697,BUTLER,ROWAN EL SCH,44.9,39.53,11.2,4.32
1698,PHILADELPHIA,ROWEN WILLIAM SCH,2.55,20.68,38.46,38.29
1699,DAUPHIN,ROWLAND SCHOOL,0.09,4.53,27.25,68.22
1700,WESTMORELAND,ROY A HUNT EL SCH,8.42,28.66,33.39,29.54
1701,MONTGOMERY,ROYERSFORD EL SCH,25.85,45.52,18.83,9.82
1702,MONTGOMERY,RUPERT EL SCH,15.63,35.6,30.7,18.08
1703,BUCKS,RUSH EL SCH,11.05,27.29,31.07,30.54
1704,TIOGA,RUSSELL B WALTER EL,22.57,38.22,30.22,8.99
1705,PHILADELPHIA,RUSSELL BYERS CS,14.69,29.24,30.29,25.78
1706,DELAWARE,RUSSELL EL SCH,38.98,38.04,15.76,7.23
1707,DAUPHIN,RUTHERFORD EL SCH,15.49,32.23,26.93,25.33
1708,MONTGOMERY,RYDAL SCH,42.92,42.64,12.05,2.35
1709,DELAWARE,SABOLD EL SCH,44.0,37.93,13.87,4.19
1710,CRAWFORD,SAEGERTOWN EL SCH,15.51,35.54,28.14,20.81
1711,CRAWFORD,SAEGERTOWN HS,27.92,33.03,22.85,16.2
1712,SCHUYLKILL,SAINT CLAIR AREA EL/,9.59,31.37,32.58,26.45
1713,COLUMBIA,SALEM EL SCH,30.32,38.73,24.35,6.6
1714,MONTGOMERY,SALFORD HILLS EL SCH,37.3,41.78,16.02,4.92
1715,LANCASTER,SALISBURY ELEMENTARY,27.61,28.6,25.9,17.94
1716,LEHIGH,SALISBURY MIDDLE SCHOOL,12.75,33.65,28.95,24.57
1717,SOMERSET,SALISBURY-ELK LICK EL,36.79,37.43,21.95,3.83
1718,SOMERSET,SALISBURY-ELK LICK JSH,11.49,30.18,33.33,25.0
1719,LYCOMING,SALLADASBURG EL SCH,34.13,37.1,21.06,7.71
1720,INDIANA,SALTSBURG EL SCH,35.45,35.11,19.29,10.15
1721,INDIANA,SALTSBURG MIDDLE/HIGH,17.21,34.71,31.57,16.5
1722,MONTGOMERY,SANDY RUN MS,32.57,40.29,20.02,7.17
1723,VENANGO,SANDYCREEK EL SCH,15.22,36.95,25.84,21.99
1724,PHILADELPHIA,SANKOFA FREEDOM ACADEMY CS,3.41,18.95,34.57,43.1
1725,LUZERNE,SARA J DYMOND EL SCH,22.03,39.7,30.89,7.38
1726,CHESTER,SARAH W STARKWEATHER,41.21,34.59,16.5,7.71
1727,NORTHAMPTON,SAUCON VALLEY EL SCH,27.09,38.91,21.17,12.87
1728,NORTHAMPTON,SAUCON VALLEY MS,25.44,37.95,26.09,10.57
1729,BEDFORD,SAXTON-LIBERTY GR SCH,17.48,35.27,34.33,12.92
1730,BRADFORD,SAYRE AREA HS,12.28,24.06,30.19,33.44
1731,DELAWARE,SCENIC HILLS EL SCH,35.82,40.47,15.79,7.92
1732,LANCASTER,SCHAEFFER  EL SCH,44.83,36.21,12.2,6.81
1733,ALLEGHENY,SCHILLER CLASSICAL A,4.24,14.22,39.06,42.42
1734,LEHIGH,SCHNECKSVILLE SCH,34.19,41.85,18.37,5.58
1735,BUCKS,SCHOOL LANE CS,21.51,39.01,25.25,14.23
1736,MCKEAN,SCHOOL STREET EL SCH,20.63,39.1,26.22,14.06
1737,LUZERNE,SCHUYLER AVENUE EL SCH,5.46,27.51,32.55,34.48
1738,CHESTER,SCHUYLKILL EL SCH,38.39,37.35,19.28,4.95
1739,SCHUYLKILL,SCHUYLKILL HAVEN  HS,17.17,28.87,27.17,26.8
1740,SCHUYLKILL,SCHUYLKILL HAVEN EL CTR,21.47,40.44,27.15,10.97
1741,SCHUYLKILL,SCHUYLKILL HAVEN MS,9.19,37.16,34.09,19.57
1742,BERKS,SCHUYLKILL VALLEY EL,18.07,44.97,25.31,11.66
1743,BERKS,SCHUYLKILL VALLEY MI,19.09,42.33,27.59,11.03
1744,MONTGOMERY,SCHWENKSVILLE ELEM SCHOOL,32.21,39.42,16.58,11.78
1745,FRANKLIN,SCOTLAND EL SCH,18.95,42.96,21.4,16.73
1746,CHESTER,SCOTT MIDDLE SCHOOL,7.88,21.04,29.64,41.45
1747,DAUPHIN,SCOTT SCHOOL,3.31,11.31,30.6,54.74
1748,WESTMORELAND,SCOTTDALE EL SCH,26.69,41.52,21.68,10.14
1749,CRAWFORD,SECOND DISTRICT EL SCHOOL,13.5,27.57,32.85,26.14
1750,SNYDER,SELINSGROVE AREA MS,20.98,35.54,29.1,14.39
1751,SNYDER,SELINSGROVE INTRMD SCH,28.59,39.44,20.07,11.87
1752,BUCKS,SELLERSVILLE SCHOOL,29.44,40.67,21.14,8.69
1753,BUTLER,SENECA VALLEY MS,28.51,42.56,21.47,7.46
1754,LEHIGH,SEVEN GENERATIONS CS,14.35,25.5,28.04,32.15
1755,VENANGO,SEVENTH STREET SCH,20.28,38.94,24.13,16.73
1756,BUCKS,SEYLAR SCHOOL,35.09,39.59,18.25,7.06
1757,HUNTINGDON,SHADE GAP EL SCH,7.7,38.47,40.12,13.71
1758,SOMERSET,SHADE JSHS,10.82,30.4,37.2,21.63
1759,MONTGOMERY,SHADY GROVE EL SCH,40.59,32.5,16.85,10.07
1760,NORTHAMPTON,SHAFER EL SCH,19.33,43.08,24.06,13.58
1761,BUCKS,SHAFER MS,16.91,29.61,30.42,23.03
1762,ALLEGHENY,SHALER AREA EL SCH,24.91,36.67,24.37,14.0
1763,ALLEGHENY,SHALER AREA MS,10.04,34.82,33.15,22.03
1764,YORK,SHALLOW BROOK INTERM SCHOOL,29.32,37.46,22.28,10.94
1765,NORTHUMBERLAND,SHAMOKIN AREA EL SCH,17.33,37.5,24.21,20.94
1766,NORTHUMBERLAND,SHAMOKIN AREA INTERMEDIATE SCH,10.3,32.15,33.0,24.5
1767,NORTHUMBERLAND,SHAMOKIN AREA MS,9.16,28.12,35.13,27.65
1768,CHESTER,SHAMONA CREEK EL SCH,54.65,33.69,7.47,4.19
1769,SOMERSET,SHANKSVILLE-STNYCRK EL,21.33,42.01,27.32,9.34
1770,SOMERSET,SHANKSVILLE-STNYCRK MS,12.49,32.96,36.94,17.62
1771,ARMSTRONG,SHANNOCK VALLEY EL SCH,29.48,39.36,23.78,7.43
1772,DELAWARE,SHARON HILL SCH,3.64,20.12,31.96,44.32
1773,MERCER,SHARON MS,8.64,22.78,32.19,36.39
1774,MERCER,SHARPSVILLE AREA MS,24.37,36.19,24.97,14.53
1775,MERCER,SHARPSVILLE ELEM SCH,27.09,42.32,19.22,11.38
1776,PHILADELPHIA,SHARSWOOD GEORGE SCH,6.39,22.69,32.87,38.02
1777,CUMBERLAND,SHAULL EL SCH,49.84,33.1,12.9,4.05
1778,PHILADELPHIA,SHAWMONT SCH,7.06,27.85,34.07,31.05
1779,WARREN,SHEFFIELD AREA EL SCH,7.88,37.15,31.88,23.13
1780,WARREN,SHEFFIELD MS/HS,9.95,32.24,33.23,24.59
1781,SCHUYLKILL,SHENANDOAH VALLEY EL,11.65,33.81,32.75,21.79
1782,SCHUYLKILL,SHENANDOAH VALLEY JS,5.69,21.93,35.36,37.02
1783,LAWRENCE,SHENANGO AREA JSHS,15.23,36.27,29.38,19.09
1784,LAWRENCE,SHENANGO EL SCH,22.48,39.61,21.77,16.14
1785,PHILADELPHIA,SHEPPARD ISAAC SCH,3.73,22.33,25.03,48.91
1786,LEHIGH,SHERIDAN EL SCH,7.88,22.69,31.18,38.25
1787,PHILADELPHIA,SHERIDAN PHILIP H SCH,5.15,15.23,27.16,52.44
1788,WESTMORELAND,SHERIDAN TERRACE ELEM SCHOOL,31.98,44.3,17.65,6.07
1789,NORTHUMBERLAND,SHIKELLAMY MS,21.38,34.67,26.11,17.84
1790,BERKS,SHILOH HILLS EL SCH,46.64,40.94,10.3,2.08
1791,CUMBERLAND,SHIPPENSBURG AREA MS,16.26,32.48,29.98,21.31
1792,CUMBERLAND,SHIPPENSBURG INTERMEDIATE SCHO,25.35,36.05,24.13,14.49
1793,HUNTINGDON,SHIRLEY TWP EL SCH,2.36,24.9,37.55,35.2
1794,LEHIGH,SHOEMAKER EL SCH,33.56,40.12,19.85,6.43
1795,PIKE,SHOHOLA EL SCH,34.73,43.99,16.4,4.85
1796,YORK,SHREWSBURY ELEM SCH,27.08,40.24,23.63,9.05
1797,CARBON,SHULL-DAVID EL SCH,21.36,42.26,26.38,10.05
1798,CUMBERLAND,SILVER SPRING EL SCH,34.39,43.68,16.42,5.47
1799,MONTGOMERY,SIMMONS EL SCH,38.48,44.08,13.81,3.6
1800,YORK,SINKING SPRINGS EL.SCHOOL,27.92,41.35,22.75,8.06
1801,BERKS,SIXTEENTH & HAAK EL,3.6,18.29,31.45,46.69
1802,MONTGOMERY,SKIPPACK ELEM,37.36,40.66,15.54,6.47
1803,MONTGOMERY,SKYVIEW UPPER ES,29.4,42.7,20.8,7.1
1804,LEHIGH,SLATINGTON EL SCH,16.76,36.52,30.11,16.66
1805,CLARION,SLIGO EL SCH,20.0,38.0,30.0,12.0
1806,BUTLER,SLIPPERY ROCK AREA E,21.38,44.4,22.14,12.12
1807,BUTLER,SLIPPERY ROCK AREA M,19.16,37.07,26.28,17.51
1808,WESTMORELAND,SLOAN EL SCH,42.27,37.38,14.33,5.98
1809,MCKEAN,SMETHPORT AREA EL SCH,11.29,32.89,36.68,19.14
1810,MCKEAN,SMETHPORT AREA JSHS,11.12,30.79,31.94,26.16
1811,LANCASTER,SMITH MS,14.0,35.4,31.86,18.78
1812,MONROE,SMITHFIELD EL SCH,23.43,41.25,21.45,13.91
1813,LANCASTER,SMOKETOWN EL SCH,23.5,38.01,26.32,12.22
1814,BRADFORD,SNYDER EL SCH,12.21,33.08,34.19,20.57
1815,BUCKS,SNYDER MS,10.29,35.52,35.18,18.97
1816,BUCKS,SNYDER-GIROTTI EL SCH,15.55,35.45,27.19,21.79
1817,BUCKS,SOL FEINSTONE EL SCH,46.29,38.62,11.65,3.44
1818,PHILADELPHIA,SOLIS-COHEN SOLOMON,9.04,24.49,29.14,37.28
1819,LUZERNE,SOLOMON/PLAINS EL SCH,17.6,36.68,30.33,15.43
1820,LUZERNE,SOLOMON/PLAINS JHS,9.68,26.05,32.32,31.95
1821,SOMERSET,SOMERSET AREA JR-SR HS,21.53,34.62,27.27,16.54
1822,MONTGOMERY,SOUDERTON COLLABORATIVE CS,55.26,34.84,7.03,2.87
1823,LACKAWANNA,SOUTH ABINGTON SCH,29.83,44.61,19.04,6.47
1824,ALLEGHENY,SOUTH ALLEGHENY ELEM SCHOOL,16.26,38.39,30.19,15.16
1825,ALLEGHENY,SOUTH ALLEGHENY MS/HS,7.1,27.45,34.77,30.69
1826,CHESTER,SOUTH BRANDYWINE MS,8.59,27.21,31.6,32.63
1827,ALLEGHENY,SOUTH BROOK MIDDLE SCH,6.7,24.04,35.01,34.23
1828,ARMSTRONG,SOUTH BUFFALO TWP EL,19.08,44.89,22.11,13.92
1829,BUTLER,SOUTH BUTLER INT SCH,27.23,39.68,23.73,9.4
1830,BUTLER,SOUTH BUTLER PRIMARY,17.53,48.78,24.75,8.94
1831,WASHINGTON,SOUTH CENTRAL EL,38.26,38.75,17.35,5.6
1832,YORK,SOUTH EASTERN INTRMD SCH,19.15,40.61,27.0,13.19
1833,YORK,SOUTH EASTERN MIDDLE SCHOOL,18.33,34.28,29.19,18.2
1834,MONTGOMERY,SOUTH ELEMENTARY SCHOOL,44.11,38.09,13.33,4.52
1835,ALLEGHENY,SOUTH FAYETTE INTERMEDIATE SCH,57.75,32.03,7.59,2.63
1836,ALLEGHENY,SOUTH FAYETTE MS,47.8,38.07,10.92,3.16
1837,FRANKLIN,SOUTH HAMILTON EL SCH,25.24,35.64,21.68,17.53
1838,DAUPHIN,SOUTH HANOVER EL SCH,49.57,33.48,12.1,4.86
1839,ALLEGHENY,SOUTH HILLS MIDDLE SCHL,2.84,18.18,34.76,44.2
1840,LEBANON,SOUTH LEBANON EL SCH,27.0,37.36,23.54,12.1
1841,BUCKS,SOUTH MIDDLE SCHOOL,20.77,39.18,25.61,14.49
1842,YORK,SOUTH MOUNTAIN EL SCH,21.76,39.4,26.68,12.17
1843,LEHIGH,SOUTH MOUNTAIN MS,5.86,23.02,32.17,38.97
1844,ALLEGHENY,SOUTH PARK ELEM CENTER,24.36,42.71,22.02,10.91
1845,ALLEGHENY,SOUTH PARK MS,25.29,37.33,26.72,10.71
1846,LACKAWANNA,SOUTH SCRANTON INTRM,7.88,27.0,31.13,33.98
1847,FAYETTE,SOUTH SIDE EL SCH,15.77,37.11,27.44,19.66
1848,BEAVER,SOUTH SIDE MS,18.14,34.09,32.76,15.03
1849,ELK,SOUTH ST MARYS STREE,22.14,41.18,23.36,13.34
1850,LYCOMING,SOUTH WILLIAMSPORT AREA JSHS,15.96,36.06,31.51,16.47
1851,LEBANON,SOUTHEAST EL SCH,10.03,34.29,29.65,26.04
1852,COLUMBIA,SOUTHERN COLUMBIA MS,18.33,40.09,27.65,13.88
1853,YORK,SOUTHERN EL SCH,32.23,40.37,19.67,7.77
1854,FULTON,SOUTHERN FULTON EL SCH,22.8,33.52,28.69,14.97
1855,FULTON,SOUTHERN FULTON JSHS,23.27,36.96,25.17,14.66
1856,HUNTINGDON,SOUTHERN HUNTINGDON HS/MS,5.74,25.68,37.72,30.86
1857,LEHIGH,SOUTHERN LEHIGH INTRMD SCH,46.69,33.96,14.27,5.09
1858,LEHIGH,SOUTHERN LEHIGH MS,26.21,39.55,23.6,10.68
1859,YORK,SOUTHERN MS,12.56,28.18,29.23,30.04
1860,WESTMORELAND,SOUTHMORELAND MS,26.52,42.29,22.27,8.87
1861,HUNTINGDON,SOUTHSIDE EL,18.75,39.81,22.49,18.96
1862,PHILADELPHIA,SOUTHWARK SCH,2.82,15.69,29.41,52.0
1863,LEBANON,SOUTHWEST EL SCH,5.3,24.53,34.26,35.89
1864,PHILADELPHIA,SOUTHWEST LEADERSHIP ACADEMY CS,5.87,21.72,35.91,36.47
1865,BERKS,SOUTHWEST MS,0.9,17.56,40.73,40.81
1866,CUMBERLAND,SPORTING HILL EL SCH,31.22,37.05,20.74,11.03
1867,MONTGOMERY,SPRING CITY EL SCH,27.71,44.56,22.76,4.98
1868,BLAIR,SPRING COVE MS,19.21,32.49,28.21,20.09
1869,HUNTINGDON,SPRING FARMS EL SCH,15.62,39.26,29.52,15.64
1870,YORK,SPRING FORGE INTERMED SCH,30.79,37.59,22.14,9.49
1871,NORTHAMPTON,SPRING GARDEN EL SCH,23.8,40.97,20.48,14.74
1872,PHILADELPHIA,SPRING GARDEN SCH,3.08,15.55,36.85,44.53
1873,YORK,SPRING GROVE AREA IN,17.65,41.3,29.95,11.1
1874,YORK,SPRING GROVE AREA MS,21.16,41.39,24.79,12.67
1875,YORK,SPRING GROVE EL SCH,32.9,36.5,22.21,8.35
1876,ALLEGHENY,SPRING HILL EL SCH,8.05,23.81,28.95,39.2
1877,BERKS,SPRING RIDGE EL SCH,39.94,36.72,18.7,4.68
1878,MONTGOMERY,SPRING-FORD INT. SCH,29.45,41.24,20.95,8.3
1879,MONTGOMERY,SPRING-FORD MS 7TH GRADE CTR,35.75,43.76,15.55,5.0
1880,MONTGOMERY,SPRING-FORD MS 8TH GRADE CTR,40.56,36.85,15.75,6.87
1881,ALLEGHENY,SPRINGDALE JSHS,16.8,37.14,26.0,20.06
1882,FAYETTE,SPRINGFIELD EL SCH,21.91,38.12,26.19,13.78
1883,MONTGOMERY,SPRINGFIELD TWP EL SCH-ERDENHM,30.96,41.32,19.3,8.44
1884,MONTGOMERY,SPRINGFIELD TWP MS,28.94,40.61,19.84,10.61
1885,LEHIGH,SPRINGHOUSE MIDDLE SCHOOL,37.23,37.27,17.51,7.99
1886,DELAWARE,SPRINGTON LAKE MS,37.81,35.36,18.14,8.77
1887,CHESTER,SPRINGTON MANOR EL SCH,42.18,41.55,11.69,4.54
1888,PHILADELPHIA,SPRUANCE GILBERT SCH,6.17,21.27,29.38,43.13
1889,BRADFORD,SRU EL SCH,12.37,36.27,31.31,20.06
1890,ELK,ST MARYS AREA MS,16.98,33.95,32.33,16.74
1891,FRANKLIN,ST THOMAS EL SCH,14.29,40.77,26.51,18.47
1892,HUNTINGDON,STANDINGSTONE EL,13.19,33.96,29.0,23.85
1893,PHILADELPHIA,STANTON EDWIN M SCH,4.68,14.63,30.89,49.75
1894,WESTMORELAND,STANWOOD EL SCH,30.7,39.53,22.31,7.52
1895,LUZERNE,STATE EL CTR,7.08,28.22,31.58,33.12
1896,BEAVER,STATE STREET EL SCH,16.21,38.64,24.0,21.11
1897,PHILADELPHIA,STEARNE ALLEN M SCH,0.0,7.89,29.19,62.97
1898,PHILADELPHIA,STEEL EDWARD SCH,0.18,6.24,28.28,65.35
1899,ALLEGHENY,STEEL VALLEY MS,7.93,24.67,32.31,35.09
1900,DAUPHIN,STEELTON-HIGHSPIRE ELEM SCH,1.77,14.78,29.98,53.47
1901,DAUPHIN,STEELTON-HIGHSPIRE HIGH SCH,1.32,9.44,29.16,60.08
1902,DELAWARE,STEM AT SHOWALTER,3.68,18.43,39.91,38.05
1903,ALLEGHENY,STERRETT CLASSICAL ACADEMY,8.55,22.19,34.5,34.76
1904,DELAWARE,STETSER EL SCH,10.49,20.44,34.03,35.08
1905,CHESTER,STETSON MS,35.96,38.93,17.06,8.01
1906,LYCOMING,STEVENS EL SCH,7.85,27.36,35.22,29.56
1907,WESTMORELAND,STEWART EL.,23.29,38.71,24.33,13.62
1908,MONTGOMERY,STEWART MS,7.6,25.46,36.01,30.93
1909,YORK,STEWARTSTOWN EL SCH,34.12,37.15,21.69,7.04
1910,WESTMORELAND,STEWARTSVILLE ELEM SCHOOL,33.53,40.76,18.32,7.39
1911,LANCASTER,STIEGEL ELEM SCHOOL,31.67,37.03,19.65,11.57
1912,ALLEGHENY,STO ROX ELEM SCH,3.96,14.28,27.67,54.08
1913,ALLEGHENY,STO-ROX MS,0.9,10.31,32.34,56.47
1914,HUNTINGDON,STONE VALLEY COMMUNITY CS,7.79,36.34,35.1,20.79
1915,DELAWARE,STONEHURST HILLS EL,1.66,20.89,31.7,45.76
1916,YORK,STONY BROOK EL SCH,13.35,40.35,30.0,16.3
1917,MONTGOMERY,STONY CREEK EL SCH,56.25,33.82,8.51,1.42
1918,DELAWARE,STRATH HAVEN MS,39.95,32.31,18.86,8.93
1919,BUCKS,STRAYER MS,23.19,37.73,26.85,12.23
1920,ALLEGHENY,STREAMS EL SCH,53.43,35.37,8.35,2.85
1921,MIFFLIN,STRODES MILLS EL SCH,12.1,34.5,35.35,18.1
1922,MONROE,STROUDSBURG JUNIOR HIGH,18.41,34.08,27.93,19.59
1923,MONROE,STROUDSBURG MIDDLE SCHOOL,17.9,36.3,29.05,16.75
1924,BUCKS,STRUBLE EL SCH,21.46,40.67,27.67,10.25
1925,CLINTON,SUGAR VALLEY RURAL CS,5.49,28.4,31.58,34.53
1926,BUTLER,SUGARCREEK EL SCH,18.39,32.14,31.59,17.83
1927,CHESTER,SUGARTOWN ELEM SCHOOL,35.97,40.45,17.38,6.21
1928,SULLIVAN,SULLIVAN CO EL SCH,20.82,37.8,27.53,13.85
1929,SULLIVAN,SULLIVAN CO JSHS,15.29,44.0,31.07,9.56
1930,PHILADELPHIA,SULLIVAN JAMES J SCH,0.59,8.73,22.63,68.05
1931,BUTLER,SUMMIT EL SCH,24.6,38.82,22.36,14.18
1932,FRANKLIN,SUMMITVIEW EL SCH,31.72,36.62,21.54,10.11
1933,ALLEGHENY,SUNNYSIDE EL SCH,7.56,23.34,38.22,30.92
1934,WESTMORELAND,SUNRISE EL SCH,47.62,43.37,7.49,1.53
1935,WESTMORELAND,SUNSET VALLEY ELEM SCHOOL,48.4,37.16,11.19,3.29
1936,SUSQUEHANNA,SUSQUEHANNA COMM EL,18.27,37.03,25.72,18.93
1937,SUSQUEHANNA,SUSQUEHANNA COMM JS,12.67,33.81,30.64,22.88
1938,DAUPHIN,SUSQUEHANNA TWP MS,13.83,34.03,32.34,19.8
1939,PERRY,SUSQUENITA EL SCH,26.32,37.45,23.12,13.18
1940,PERRY,SUSQUENITA MS,9.66,35.73,34.15,20.5
1941,DELAWARE,SWARTHMORE-RUTLEDGE,48.36,37.79,10.61,3.22
1942,DAUPHIN,SWATARA MS,7.15,31.58,31.83,29.48
1943,LANCASTER,SWIFT MS,15.31,35.25,28.56,20.82
1944,MONROE,SWIFTWATER EL CTR,21.27,39.54,24.84,14.31
1945,MONROE,SWIFTWATER INTERM SCH,17.43,39.17,29.68,13.72
1946,CLEARFIELD,SYKESVILLE EL SCH,26.32,45.61,19.3,8.77
1947,DAUPHIN,SYLVAN HEIGHTS SCIENCE CS,3.13,28.15,37.0,31.76
1948,PHILADELPHIA,TACONY ACADEMY CHARTER SCHOOL,9.37,36.52,31.95,22.1
1949,PHILADELPHIA,TAGGART JOHN H SCH,4.72,16.14,27.08,52.12
1950,BUCKS,TAMANEND MS,28.97,46.03,17.88,7.16
1951,SCHUYLKILL,TAMAQUA AREA MS,12.55,34.93,34.7,17.78
1952,SCHUYLKILL,TAMAQUA EL SCH,16.68,34.47,29.19,19.66
1953,PHILADELPHIA,TAYLOR BAYARD SCH,0.69,11.4,26.69,61.22
1954,BERKS,TENTH & GREEN EL SCH,3.61,17.76,33.65,44.99
1955,LUZERNE,TENTH STREET EL SCH,30.1,33.78,24.67,11.43
1956,PHILADELPHIA,THE SD OF PHILADELPHIA VIRTUAL,3.49,16.28,24.44,55.79
1957,PHILADELPHIA,THEODORE ROOSEVELT MS,0.33,3.78,23.71,72.18
