,County,Higher Degree,H.S. Diploma,No H.S. Diploma
1781,15857,30.651901%,61.794818%,7.553280%
1782,15860,23.349057%,66.155660%,10.495283%
1783,15868,31.508165%,58.309318%,10.182517%
1784,15870,24.387646%,67.731629%,7.880724%
1785,16728,0.000000%,65.517241%,34.482759%
1786,16734,30.481283%,58.288770%,11.229947%
1787,16735,26.720742%,64.519119%,8.760139%
1788,18011,39.298515%,49.948797%,10.752688%
1789,18015,35.987709%,49.778657%,14.233634%
1790,18016,Not applicable,Not applicable,Not applicable
1791,18017,42.633766%,47.926083%,9.440152%
1792,18018,34.716372%,55.403710%,9.879918%
1793,18031,56.456311%,40.970874%,2.572816%
1794,18032,31.348538%,61.610286%,7.041176%
1795,18034,54.319853%,41.139706%,4.540441%
1796,18036,47.539901%,45.514584%,6.945515%
1797,18037,36.625589%,53.914462%,9.459949%
1798,18041,37.413148%,56.360235%,6.226617%
1799,18046,0.000000%,100.000000%,0.000000%
1800,18049,45.221843%,48.704623%,6.073534%
1801,18051,52.893204%,42.446602%,4.660194%
1802,18052,35.763440%,54.022870%,10.213691%
1803,18053,27.961783%,65.668790%,6.369427%
1804,18059,40.152478%,49.809403%,10.038119%
1805,18062,53.109780%,39.506242%,7.383978%
1806,18066,39.668826%,52.267819%,8.063355%
1807,18068,Not applicable,Not applicable,Not applicable
1808,18069,53.321648%,39.789658%,6.888694%
1809,18078,49.362934%,46.370656%,4.266409%
1810,18079,14.006515%,74.267101%,11.726384%
1811,18080,29.056421%,60.505014%,10.438565%
1812,18087,17.842324%,75.311203%,6.846473%
1813,18092,45.251397%,44.950580%,9.798023%
1814,18101,16.508461%,54.808089%,28.683450%
1815,18102,14.985460%,55.260853%,29.753688%
1816,18103,33.308026%,52.560817%,14.131157%
1817,18104,48.526458%,43.863808%,7.609734%
1818,18105,4.761905%,61.904762%,33.333333%
1819,18106,44.833983%,45.019477%,10.146541%
1820,18109,23.252346%,59.538637%,17.209017%
1821,18195,Not applicable,Not applicable,Not applicable
1822,18951,35.550374%,53.843007%,10.606618%
1823,19529,36.635945%,53.494624%,9.869432%
1824,19530,36.742003%,51.809312%,11.448685%
1825,19539,25.850547%,61.391252%,12.758202%
1826,19003,66.521448%,27.558088%,5.920465%
1827,19008,45.203584%,47.410726%,7.385690%
1828,19010,76.460353%,21.517939%,2.021709%
1829,19013,15.520647%,64.184931%,20.294422%
1830,19014,37.870592%,54.892160%,7.237248%
1831,19015,31.339183%,56.633874%,12.026943%
1832,19017,46.818182%,48.181818%,5.000000%
1833,19018,32.911996%,59.694729%,7.393275%
1834,19022,19.470143%,68.629100%,11.900757%
1835,19023,24.992664%,62.881455%,12.125880%
1836,19026,49.103327%,46.724587%,4.172087%
1837,19029,20.571630%,70.995060%,8.433310%
1838,19032,32.200609%,58.940708%,8.858683%
1839,19033,35.559322%,58.728814%,5.711864%
1840,19036,30.077309%,61.951525%,7.971166%
1841,19041,82.194767%,16.279070%,1.526163%
1842,19043,28.111814%,63.396624%,8.491561%
1843,19050,40.276976%,51.833395%,7.889629%
1844,19060,58.702141%,39.857236%,1.440623%
1845,19061,25.904735%,63.352882%,10.742383%
1846,19063,62.493733%,34.482626%,3.023641%
1847,19064,51.913324%,43.487782%,4.598893%
1848,19070,43.204550%,48.538929%,8.256521%
1849,19073,64.523810%,32.521008%,2.955182%
1850,19074,31.066268%,61.609367%,7.324365%
1851,19076,30.737038%,60.009300%,9.253662%
1852,19078,33.659685%,57.888214%,8.452101%
1853,19079,24.821161%,67.576110%,7.602728%
1854,19081,62.424143%,34.492373%,3.083484%
1855,19082,28.952411%,54.315098%,16.732491%
1856,19083,58.633223%,37.788074%,3.578704%
1857,19085,83.405995%,16.103542%,0.490463%
1858,19086,66.473009%,29.932220%,3.594771%
1859,19087,79.087180%,18.370851%,2.541969%
1860,19094,22.936109%,63.244795%,13.819095%
1861,19096,84.523810%,14.451346%,1.024845%
1862,19113,18.681319%,73.626374%,7.692308%
1863,19312,84.573140%,13.667000%,1.759860%
1864,19317,72.272861%,26.595119%,1.132020%
1865,19319,14.000000%,86.000000%,0.000000%
1866,19342,62.245049%,35.486255%,2.268696%
1867,19373,41.903367%,42.723280%,15.373353%
1868,19382,64.699272%,31.306009%,3.994719%
1869,19038,58.363498%,36.835588%,4.800914%
1870,19102,85.941917%,12.207659%,1.850424%
1871,19103,82.903274%,14.224637%,2.872089%
1872,19104,39.819704%,42.481219%,17.699077%
1873,19106,79.260604%,17.663355%,3.076041%
1874,19107,70.948132%,18.531229%,10.520639%
1875,19109,Not applicable,Not applicable,Not applicable
1876,19111,28.237963%,54.222387%,17.539650%
1877,19112,Not applicable,Not applicable,Not applicable
1878,19114,30.242148%,60.734339%,9.023513%
1879,19115,39.119451%,49.151931%,11.728618%
1880,19116,33.352197%,56.178504%,10.469299%
1881,19118,71.511315%,23.383621%,5.105065%
1882,19119,52.685181%,39.459663%,7.855156%
1883,19120,19.800846%,51.410673%,28.788481%
1884,19121,17.029554%,58.601870%,24.368577%
1885,19122,25.748398%,50.706698%,23.544904%
1886,19123,54.851503%,32.951441%,12.197056%
1887,19124,14.542649%,58.041587%,27.415764%
1888,19125,40.219378%,41.439940%,18.340682%
1889,19126,29.712522%,50.434112%,19.853367%
1890,19127,58.417762%,35.568010%,6.014227%
1891,19128,51.253542%,42.570209%,6.176249%
1892,19129,50.373575%,41.237384%,8.389042%
1893,19130,69.242475%,23.943126%,6.814399%
1894,19131,28.746561%,58.046878%,13.206561%
1895,19132,11.874342%,67.376471%,20.749187%
1896,19133,7.671163%,49.542927%,42.785911%
1897,19134,14.144524%,53.904731%,31.950745%
1898,19135,19.818017%,63.065123%,17.116860%
1899,19136,20.756221%,64.513828%,14.729951%
1900,19137,21.748764%,61.121527%,17.129709%
1901,19138,19.894103%,65.556410%,14.549486%
1902,19139,20.394085%,63.471911%,16.134004%
1903,19140,11.977180%,56.722541%,31.300279%
1904,19141,21.335896%,59.855839%,18.808265%
1905,19142,16.904932%,61.764355%,21.330712%
1906,19143,27.124691%,55.811454%,17.063855%
1907,19144,31.488495%,50.746749%,17.764756%
1908,19145,27.569062%,54.332029%,18.098909%
1909,19146,53.044621%,35.043342%,11.912036%
1910,19147,60.579283%,28.882343%,10.538373%
1911,19148,25.743766%,48.748016%,25.508219%
1912,19149,19.234979%,58.120282%,22.644739%
1913,19150,33.540123%,57.349647%,9.110230%
1914,19151,30.100182%,59.303279%,10.596539%
1915,19152,32.370082%,50.761625%,16.868293%
1916,19153,27.536885%,56.920824%,15.542291%
1917,19154,27.667489%,60.830861%,11.501651%
1918,07881,0.000000%,66.666667%,33.333333%
1919,18302,30.944543%,59.626910%,9.428547%
1920,18324,27.266932%,56.254980%,16.478088%
1921,18325,33.568713%,61.705595%,4.725693%
1922,18328,27.065026%,59.382933%,13.552041%
1923,18336,31.365936%,58.077572%,10.556492%
1924,18337,37.347397%,56.441059%,6.211544%
1925,18340,64.601770%,26.548673%,8.849558%
1926,18371,49.218750%,50.781250%,0.000000%
1927,18405,27.896104%,62.649351%,9.454545%
1928,18425,27.127660%,63.510638%,9.361702%
1929,18426,33.926954%,61.424691%,4.648355%
1930,18428,30.620155%,61.295681%,8.084164%
1931,18435,49.462366%,41.935484%,8.602151%
1932,18445,30.740741%,60.158730%,9.100529%
1933,18451,45.652174%,47.173913%,7.173913%
1934,18457,0.000000%,80.487805%,19.512195%
1935,18458,41.390424%,49.861878%,8.747698%
1936,18460,34.586466%,51.127820%,14.285714%
1937,18464,42.350557%,52.077001%,5.572442%
1938,15044,62.507795%,34.389940%,3.102266%
1939,15086,50.234742%,49.765258%,0.000000%
1940,16001,34.601107%,57.559395%,7.839498%
1941,16002,38.002861%,52.467370%,9.529769%
1942,16020,21.498771%,65.601966%,12.899263%
1943,16022,16.203704%,63.425926%,20.370370%
1944,16023,27.694656%,62.198473%,10.106870%
1945,16024,27.604167%,60.937500%,11.458333%
1946,16025,25.658063%,67.927421%,6.414516%
1947,16027,38.311688%,55.194805%,6.493506%
1948,16029,27.663230%,65.979381%,6.357388%
1949,16030,12.121212%,70.562771%,17.316017%
1950,16033,40.425532%,53.026005%,6.548463%
1951,16034,24.084919%,66.837482%,9.077599%
1952,16035,23.333333%,76.666667%,0.000000%
1953,16037,40.567201%,53.020962%,6.411837%
1954,16038,25.197472%,61.927330%,12.875197%
1955,16040,20.679012%,65.895062%,13.425926%
1956,16041,17.269625%,68.600683%,14.129693%
1957,16045,26.547455%,64.786795%,8.665750%
1958,16046,69.710050%,27.850239%,2.439711%
1959,16048,21.093750%,69.531250%,9.375000%
1960,16049,17.568807%,70.137615%,12.293578%
1961,16050,22.739481%,68.039391%,9.221128%
1962,16051,30.553037%,63.191296%,6.255666%
1963,16052,40.726257%,53.519553%,5.754190%
1964,16053,44.886907%,48.964638%,6.148455%
1965,16055,36.288089%,59.879963%,3.831948%
1966,16056,36.376564%,57.593857%,6.029579%
1967,16057,38.317343%,52.634686%,9.047970%
1968,16059,45.864534%,50.901974%,3.233492%
1969,16061,28.155844%,66.077922%,5.766234%
1970,16063,50.832819%,42.751388%,6.415793%
1971,16066,64.673454%,32.118202%,3.208344%
1972,16127,40.214962%,50.952432%,8.832606%
1973,16229,35.465116%,58.942414%,5.592470%
1974,16373,25.884460%,64.532020%,9.583520%
1975,16611,23.337029%,68.514412%,8.148559%
1976,16621,12.859885%,67.562380%,19.577735%
1977,16622,24.137931%,66.896552%,8.965517%
1978,16623,19.452888%,68.085106%,12.462006%
1979,16634,20.091324%,72.602740%,7.305936%
1980,16638,23.333333%,73.333333%,3.333333%
1981,16647,31.777379%,59.964093%,8.258528%
1982,16652,22.924840%,66.474344%,10.600815%
1983,16657,19.407559%,71.297242%,9.295199%
1984,16669,28.402735%,59.788689%,11.808577%
1985,16674,20.286885%,62.704918%,17.008197%
1986,16678,22.890295%,61.867089%,15.242616%
1987,16683,36.601307%,59.803922%,3.594771%
1988,16685,15.107914%,61.151079%,23.741007%
1989,16686,28.010695%,64.053476%,7.935829%
1990,16694,15.333333%,64.666667%,20.000000%
1991,16865,54.716981%,39.947951%,5.335068%
1992,16877,40.677966%,56.009245%,3.312789%
1993,17002,7.345972%,44.075829%,48.578199%
1994,17052,15.004575%,72.827081%,12.168344%
1995,17060,13.854749%,67.039106%,19.106145%
1996,17066,19.055036%,66.640706%,14.304258%
1997,17213,18.468468%,64.189189%,17.342342%
1998,17215,22.500000%,65.000000%,12.500000%
1999,17229,18.378378%,70.918919%,10.702703%
2000,17239,24.431818%,62.500000%,13.068182%
2001,17243,14.380952%,72.380952%,13.238095%
2002,17249,12.286689%,73.037543%,14.675768%
2003,17253,22.471910%,66.292135%,11.235955%
2004,17255,11.200000%,75.733333%,13.066667%
2005,17260,14.832536%,71.172249%,13.995215%
2006,17264,15.997491%,70.639900%,13.362610%
2007,16057,38.317343%,52.634686%,9.047970%
2008,16110,18.215613%,69.144981%,12.639405%
2009,16113,37.931034%,61.379310%,0.689655%
2010,16114,14.754098%,70.725995%,14.519906%
2011,16121,24.632953%,60.326264%,15.040783%
2012,16124,21.827411%,61.783901%,16.388687%
2013,16125,27.988886%,62.670589%,9.340525%
2014,16127,40.214962%,50.952432%,8.832606%
2015,16130,16.700201%,68.008048%,15.291751%
2016,16133,18.964004%,66.461809%,14.574188%
2017,16134,27.201365%,59.829352%,12.969283%
2018,16137,26.159951%,61.864062%,11.975987%
2019,16142,36.776333%,41.979087%,21.244580%
2020,16143,21.631799%,68.535565%,9.832636%
2021,16145,23.918708%,64.147994%,11.933299%
2022,16146,27.225684%,58.453902%,14.320414%
2023,16148,37.379075%,56.849037%,5.771888%
2024,16150,31.395576%,61.499315%,7.105109%
2025,16151,24.444444%,62.222222%,13.333333%
2026,16153,28.025478%,62.154989%,9.819533%
2027,16154,18.354785%,74.986010%,6.659205%
2028,16156,30.252101%,58.230351%,11.517548%
2029,16159,28.003508%,63.139433%,8.857059%
2030,16161,20.322581%,67.741935%,11.935484%
2031,16311,29.133858%,62.729659%,8.136483%
2032,16314,21.652720%,65.010460%,13.336820%
2033,16342,18.269778%,62.492886%,19.237336%
2034,16362,21.395881%,64.759725%,13.844394%
2035,44425,29.394387%,64.060192%,6.545421%
2036,15721,10.365854%,78.048780%,11.585366%
2037,15724,14.539007%,68.262411%,17.198582%
2038,15742,14.985163%,66.023739%,18.991098%
2039,15753,12.997347%,70.822281%,16.180371%
2040,15757,17.071057%,70.277296%,12.651646%
2041,15767,24.822134%,61.403162%,13.774704%
2042,15801,30.788106%,62.074192%,7.137702%
2043,15824,28.268156%,62.988827%,8.743017%
2044,15840,23.702186%,70.423497%,5.874317%
2045,15848,20.169252%,57.827927%,22.002821%
2046,15849,14.898990%,73.484848%,11.616162%
2047,15856,26.300985%,69.057665%,4.641350%
2048,15866,30.281690%,56.338028%,13.380282%
2049,16616,17.567568%,67.567568%,14.864865%
2050,16620,22.317597%,66.094421%,11.587983%
2051,16627,21.818182%,68.727273%,9.454545%
2052,16639,16.991643%,73.630455%,9.377902%
2053,16645,21.212121%,61.363636%,17.424242%
2054,16646,27.272727%,64.696040%,8.031233%
2055,16651,15.357380%,66.430626%,18.211994%
2056,16656,15.409483%,70.474138%,14.116379%
2057,16661,16.225166%,69.370861%,14.403974%
2058,16666,17.622572%,67.946346%,14.431082%
2059,16671,27.925532%,57.978723%,14.095745%
2060,16680,18.644068%,73.163842%,8.192090%
2061,16692,14.176245%,69.540230%,16.283525%
2062,16821,9.322034%,90.677966%,0.000000%
2063,16825,24.000000%,60.000000%,16.000000%
2064,16830,27.143429%,59.845753%,13.010817%
2065,16833,24.288190%,64.917059%,10.794751%
2066,16834,13.385827%,63.779528%,22.834646%
2067,16836,15.384615%,74.009324%,10.606061%
2068,16837,5.982906%,94.017094%,0.000000%
2069,16838,23.168909%,67.040359%,9.790732%
2070,16839,10.606061%,63.383838%,26.010101%
2071,16840,26.801153%,55.619597%,17.579251%
2072,16843,1.780415%,55.786350%,42.433234%
2073,16845,13.229018%,70.554765%,16.216216%
2074,16847,4.115226%,70.370370%,25.514403%
2075,16849,48.070175%,48.421053%,3.508772%
2076,16855,14.800000%,64.400000%,20.800000%
2077,16858,16.838488%,65.292096%,17.869416%
2078,16860,47.577093%,52.422907%,0.000000%
2079,16861,18.000000%,62.500000%,19.500000%
2080,16863,18.685832%,74.743326%,6.570842%
2081,16866,18.656435%,66.033463%,15.310102%
2082,16871,11.538462%,57.692308%,30.769231%
2083,16876,12.053571%,71.875000%,16.071429%
2084,16878,19.339985%,63.161934%,17.498081%
2085,16879,12.334802%,74.889868%,12.775330%
2086,16881,20.506165%,68.332252%,11.161583%
2087,17021,9.077599%,73.206442%,17.715959%
2088,17035,9.465649%,67.633588%,22.900763%
2089,17045,24.376731%,58.448753%,17.174515%
2090,17049,17.515769%,59.146046%,23.338185%
2091,17056,23.404255%,51.063830%,25.531915%
2092,17058,22.113821%,56.585366%,21.300813%
2093,17059,24.364548%,61.371237%,14.264214%
2094,17062,27.103473%,61.689939%,11.206588%
2095,17076,0.000000%,100.000000%,0.000000%
2096,17082,19.495798%,66.554622%,13.949580%
2097,17086,15.921963%,67.400881%,16.677155%
2098,17094,20.897916%,58.150722%,20.951363%
2099,17243,14.380952%,72.380952%,13.238095%
2100,17853,12.358491%,55.471698%,32.169811%
2101,17002,7.345972%,44.075829%,48.578199%
2102,17004,18.333880%,48.999672%,32.666448%
2103,17009,17.938931%,70.763359%,11.297710%
2104,17029,15.637860%,60.082305%,24.279835%
2105,17044,17.849392%,69.654719%,12.495890%
2106,17051,15.153319%,70.259006%,14.587675%
2107,17063,15.689655%,64.870690%,19.439655%
2108,17066,19.055036%,66.640706%,14.304258%
2109,17075,6.250000%,73.437500%,20.312500%
2110,17084,31.773879%,49.057830%,19.168291%
2111,17099,14.252336%,63.084112%,22.663551%
2112,17841,17.482100%,60.590692%,21.927208%
2113,17011,46.275276%,44.715478%,9.009246%
2114,17019,37.788513%,54.205966%,8.005521%
2115,17055,47.560747%,46.775829%,5.663424%
2116,17070,41.691215%,50.693121%,7.615665%
2117,17301,20.332226%,61.960133%,17.707641%
2118,17302,23.983531%,63.458569%,12.557900%
2119,17309,22.296844%,62.122230%,15.580927%
2120,17311,27.127660%,53.723404%,19.148936%
2121,17313,27.770733%,60.512300%,11.716967%
2122,17314,18.096415%,62.941904%,18.961681%
2123,17315,29.094537%,59.181362%,11.724101%
2124,17316,28.273909%,62.645785%,9.080307%
2125,17317,33.013436%,52.783109%,14.203455%
2126,17318,22.222222%,62.500000%,15.277778%
2127,17319,39.304671%,55.838641%,4.856688%
2128,17321,25.074985%,61.547690%,13.377325%
2129,17322,17.557593%,72.243346%,10.199061%
2130,17327,25.136811%,62.258300%,12.604889%
2131,17329,23.840698%,69.776323%,6.382979%
2132,17331,28.095133%,59.819899%,12.084968%
2133,17339,39.460000%,53.360000%,7.180000%
2134,17345,20.615866%,66.440501%,12.943633%
2135,17347,35.241035%,54.452624%,10.306341%
2136,17349,44.794039%,49.037466%,6.168495%
2137,17352,21.033654%,60.336538%,18.629808%
2138,17355,22.222222%,65.432099%,12.345679%
2139,17356,25.885915%,62.031239%,12.082846%
2140,17360,39.995622%,49.956217%,10.048161%
2141,17361,39.110912%,52.626852%,8.262236%
2142,17362,28.498701%,62.202597%,9.298701%
2143,17363,36.353896%,54.461962%,9.184142%
2144,17364,22.892983%,58.957272%,18.149745%
2145,17365,15.548282%,68.521549%,15.930169%
2146,17366,20.790021%,62.707900%,16.502079%
2147,17368,22.906359%,62.012095%,15.081547%
2148,17370,24.151397%,66.326224%,9.522379%
2149,17371,27.935223%,55.465587%,16.599190%
2150,17372,25.050234%,57.367716%,17.582050%
2151,17401,19.380929%,57.174239%,23.444833%
2152,17402,38.492301%,51.352968%,10.154732%
2153,17403,36.009431%,50.787244%,13.203325%
2154,17404,34.569847%,54.020443%,11.409710%
2155,17406,32.360611%,55.854961%,11.784428%
2156,17407,38.792030%,56.164384%,5.043587%
2157,17408,33.022031%,58.093870%,8.884100%
2158,17006,15.711948%,67.103110%,17.184943%
2159,17020,24.063615%,67.003567%,8.932818%
2160,17021,9.077599%,73.206442%,17.715959%
2161,17024,27.058824%,55.764706%,17.176471%
2162,17035,9.465649%,67.633588%,22.900763%
2163,17037,26.324238%,54.253612%,19.422151%
2164,17040,24.861878%,61.264579%,13.873542%
2165,17045,24.376731%,58.448753%,17.174515%
2166,17047,17.118227%,65.701970%,17.179803%
2167,17053,28.976506%,62.570888%,8.452606%
2168,17062,27.103473%,61.689939%,11.206588%
2169,17068,25.974441%,61.341853%,12.683706%
2170,17069,11.764706%,45.588235%,42.647059%
2171,17071,16.981132%,43.396226%,39.622642%
2172,17074,24.879615%,65.670144%,9.450241%
2173,17090,22.785788%,62.667353%,14.546859%
2174,17019,37.788513%,54.205966%,8.005521%
2175,17222,36.992989%,50.888833%,12.118177%
2176,17301,20.332226%,61.960133%,17.707641%
2177,17304,26.718750%,58.854167%,14.427083%
2178,17306,14.814815%,69.135802%,16.049383%
2179,17307,27.288095%,60.806568%,11.905337%
2180,17316,28.273909%,62.645785%,9.080307%
2181,17320,39.189919%,53.501350%,7.308731%
2182,17324,18.357488%,63.630090%,18.012422%
2183,17325,35.014363%,52.143845%,12.841792%
2184,17331,28.095133%,59.819899%,12.084968%
2185,17340,31.396126%,57.982632%,10.621242%
2186,17343,Not applicable,Not applicable,Not applicable
2187,17344,18.302277%,69.358178%,12.339545%
2188,17350,21.455224%,65.046093%,13.498683%
2189,17353,35.103926%,55.966128%,8.929946%
2190,17372,25.050234%,57.367716%,17.582050%
