,County,Higher Degree,H.S. Diploma,No H.S. Diploma
601,16374,23.246753%,65.389610%,11.363636%
602,18030,23.662885%,67.909238%,8.427877%
603,18058,26.511565%,64.155282%,9.333153%
604,18071,24.302264%,58.464982%,17.232754%
605,18201,18.482783%,57.788306%,23.728911%
606,18210,29.302853%,66.616286%,4.080862%
607,18211,26.528777%,69.694245%,3.776978%
608,18212,32.558140%,48.837209%,18.604651%
609,18216,14.324693%,79.809004%,5.866303%
610,18229,28.807592%,62.574621%,8.617787%
611,18230,10.294118%,82.352941%,7.352941%
612,18232,22.778382%,61.189699%,16.031919%
613,18235,27.291285%,61.354357%,11.354357%
614,18237,18.922470%,71.747700%,9.329829%
615,18240,24.783862%,66.246398%,8.969741%
616,18244,14.705882%,67.647059%,17.647059%
617,18250,31.593794%,63.281617%,5.124589%
618,18254,20.086083%,75.466284%,4.447633%
619,18255,23.090178%,68.609994%,8.299828%
620,18610,20.372881%,73.254237%,6.372881%
621,18624,45.522388%,54.477612%,0.000000%
622,18661,27.461019%,64.347219%,8.191762%
623,15012,36.193242%,57.963745%,5.843013%
624,15401,27.221986%,61.648914%,11.129101%
625,15410,15.866084%,71.033479%,13.100437%
626,15413,28.503563%,60.332542%,11.163895%
627,15417,28.617886%,62.552846%,8.829268%
628,15420,18.571429%,65.714286%,15.714286%
629,15421,100.000000%,0.000000%,0.000000%
630,15422,0.000000%,57.471264%,42.528736%
631,15424,21.320755%,63.962264%,14.716981%
632,15425,24.850587%,63.137313%,12.012101%
633,15428,19.428200%,71.474984%,9.096816%
634,15430,13.725490%,82.843137%,3.431373%
635,15431,19.965577%,64.647160%,15.387263%
636,15433,22.005208%,70.312500%,7.682292%
637,15435,7.223476%,79.006772%,13.769752%
638,15436,19.381107%,68.295331%,12.323561%
639,15437,30.892212%,60.495101%,8.612687%
640,15438,29.735525%,61.115082%,9.149392%
641,15440,18.709677%,81.290323%,0.000000%
642,15442,24.810765%,59.714045%,15.475189%
643,15443,15.231788%,63.576159%,21.192053%
644,15444,0.000000%,66.546763%,33.453237%
645,15445,24.090909%,65.656566%,10.252525%
646,15446,38.818565%,61.181435%,0.000000%
647,15447,9.090909%,63.636364%,27.272727%
648,15449,34.770115%,51.724138%,13.505747%
649,15450,1.604870%,64.084117%,34.311013%
650,15451,15.754339%,69.692924%,14.552737%
651,15454,0.000000%,70.270270%,29.729730%
652,15455,11.671088%,70.557029%,17.771883%
653,15456,16.362786%,67.274427%,16.362786%
654,15458,22.263948%,58.261803%,19.474249%
655,15459,12.391681%,69.670711%,17.937608%
656,15460,13.793103%,62.068966%,24.137931%
657,15461,17.117117%,69.035702%,13.847181%
658,15462,22.591362%,55.481728%,21.926910%
659,15463,Not applicable,Not applicable,Not applicable
660,15464,23.211169%,62.303665%,14.485166%
661,15466,14.420063%,73.981191%,11.598746%
662,15467,7.964602%,69.911504%,22.123894%
663,15468,23.883067%,61.831219%,14.285714%
664,15469,15.435835%,65.254237%,19.309927%
665,15470,16.237942%,78.135048%,5.627010%
666,15472,20.353982%,33.185841%,46.460177%
667,15473,34.590554%,57.186544%,8.222902%
668,15474,24.626866%,61.567164%,13.805970%
669,15475,19.662244%,67.913148%,12.424608%
670,15476,0.000000%,50.724638%,49.275362%
671,15478,18.408941%,68.967784%,12.623274%
672,15480,22.944694%,65.994021%,11.061286%
673,15482,22.834646%,68.503937%,8.661417%
674,15484,38.043478%,42.391304%,19.565217%
675,15486,21.487603%,68.949233%,9.563164%
676,15489,3.240741%,78.703704%,18.055556%
677,15490,23.867596%,76.132404%,0.000000%
678,15492,9.433962%,59.433962%,31.132075%
679,15557,24.802528%,65.284360%,9.913112%
680,15610,31.401475%,56.410256%,12.188268%
681,15622,32.126697%,51.131222%,16.742081%
682,15631,26.301370%,65.479452%,8.219178%
683,15666,30.138765%,60.309989%,9.551246%
684,15683,32.445726%,61.363636%,6.190638%
685,15613,30.163781%,62.302293%,7.533926%
686,15618,21.685393%,67.584270%,10.730337%
687,15656,35.151263%,56.841521%,8.007216%
688,15673,22.838137%,64.190687%,12.971175%
689,15686,18.783542%,67.799642%,13.416816%
690,15690,23.404932%,65.966587%,10.628481%
691,15732,19.552110%,68.475452%,11.972438%
692,15736,30.639098%,64.285714%,5.075188%
693,15774,32.579787%,59.219858%,8.200355%
694,16025,25.658063%,67.927421%,6.414516%
695,16028,21.705426%,66.243834%,12.050740%
696,16041,17.269625%,68.600683%,14.129693%
697,16049,17.568807%,70.137615%,12.293578%
698,16055,36.288089%,59.879963%,3.831948%
699,16201,28.136068%,60.788076%,11.075856%
700,16210,12.839879%,66.314199%,20.845921%
701,16212,20.253165%,67.932489%,11.814346%
702,16218,16.841004%,70.815900%,12.343096%
703,16222,20.432099%,63.024691%,16.543210%
704,16223,9.482759%,87.931034%,2.586207%
705,16224,22.197309%,58.968610%,18.834081%
706,16226,28.147372%,64.780863%,7.071765%
707,16228,18.820225%,73.876404%,7.303371%
708,16229,35.465116%,58.942414%,5.592470%
709,16236,8.115942%,61.739130%,30.144928%
710,16238,36.482085%,56.351792%,7.166124%
711,16240,13.367347%,72.653061%,13.979592%
712,16242,23.118767%,61.922031%,14.959202%
713,16244,11.445783%,80.722892%,7.831325%
714,16245,5.521472%,77.914110%,16.564417%
715,16249,31.285714%,59.571429%,9.142857%
716,16250,4.954955%,58.558559%,36.486486%
717,16253,3.750000%,78.750000%,17.500000%
718,16259,13.992674%,73.333333%,12.673993%
719,16262,26.784835%,64.057115%,9.158050%
720,16263,22.907489%,66.519824%,10.572687%
721,15829,27.777778%,65.858586%,6.363636%
722,15860,23.349057%,66.155660%,10.495283%
723,15864,25.956062%,64.768104%,9.275834%
724,16028,21.705426%,66.243834%,12.050740%
725,16036,34.131737%,55.089820%,10.778443%
726,16049,17.568807%,70.137615%,12.293578%
727,16054,17.391304%,64.214047%,18.394649%
728,16213,7.692308%,74.038462%,18.269231%
729,16214,43.976865%,46.769047%,9.254089%
730,16224,22.197309%,58.968610%,18.834081%
731,16230,13.636364%,65.384615%,20.979021%
732,16232,27.751835%,61.607738%,10.640427%
733,16233,29.501085%,61.062907%,9.436009%
734,16235,31.428571%,59.047619%,9.523810%
735,16240,13.367347%,72.653061%,13.979592%
736,16242,23.118767%,61.922031%,14.959202%
737,16248,19.812646%,66.651054%,13.536300%
738,16254,32.813142%,58.110883%,9.075975%
739,16255,24.980111%,65.234686%,9.785203%
740,16258,24.508427%,62.289326%,13.202247%
741,16260,31.223629%,59.493671%,9.282700%
742,16319,21.505376%,72.150538%,6.344086%
743,16326,25.249169%,72.757475%,1.993355%
744,16331,37.500000%,57.142857%,5.357143%
745,16332,8.333333%,70.833333%,20.833333%
746,16334,22.540984%,69.672131%,7.786885%
747,16353,22.583779%,60.903351%,16.512870%
748,16361,16.981132%,43.396226%,39.622642%
749,16364,21.040189%,66.430260%,12.529551%
750,16373,25.884460%,64.532020%,9.583520%
751,16930,32.700893%,60.267857%,7.031250%
752,16938,23.308271%,62.218045%,14.473684%
753,17701,30.581113%,58.124979%,11.293908%
754,17702,32.339047%,60.048590%,7.612363%
755,17723,28.571429%,48.571429%,22.857143%
756,17724,20.416922%,66.217045%,13.366033%
757,17727,36.619718%,52.112676%,11.267606%
758,17728,33.452250%,56.476400%,10.071350%
759,17737,29.763561%,60.083449%,10.152990%
760,17739,9.523810%,80.952381%,9.523810%
761,17740,28.278593%,60.179362%,11.542045%
762,17742,50.000000%,27.777778%,22.222222%
763,17744,23.159636%,63.110008%,13.730356%
764,17745,28.963334%,59.210411%,11.826255%
765,17752,24.263992%,63.992236%,11.743772%
766,17754,41.654949%,49.691725%,8.653326%
767,17756,29.785389%,55.560373%,14.654238%
768,17758,18.672840%,70.524691%,10.802469%
769,17762,36.103896%,58.961039%,4.935065%
770,17763,24.590164%,57.377049%,18.032787%
771,17765,21.733506%,63.777490%,14.489004%
772,17771,25.332226%,62.541528%,12.126246%
773,17774,19.721116%,65.737052%,14.541833%
774,17776,12.449799%,75.502008%,12.048193%
775,17810,14.828897%,69.781869%,15.389234%
776,17814,24.644412%,65.428157%,9.927431%
777,17846,28.727273%,60.909091%,10.363636%
778,17026,21.986651%,63.643502%,14.369847%
779,17067,19.512446%,60.985394%,19.502160%
780,17087,20.202532%,63.037975%,16.759494%
781,17555,19.795627%,47.409696%,32.794677%
782,17569,33.110993%,54.135539%,12.753469%
783,18011,39.298515%,49.948797%,10.752688%
784,18031,56.456311%,40.970874%,2.572816%
785,18041,37.413148%,56.360235%,6.226617%
786,18056,9.440000%,76.000000%,14.560000%
787,18062,53.109780%,39.506242%,7.383978%
788,18070,12.838802%,81.597718%,5.563481%
789,18092,45.251397%,44.950580%,9.798023%
790,19464,33.684710%,54.922444%,11.392846%
791,19503,23.542601%,65.470852%,10.986547%
792,19504,35.890629%,58.667375%,5.441996%
793,19505,28.053517%,62.926198%,9.020285%
794,19506,31.115757%,55.179624%,13.704619%
795,19507,15.950920%,61.585654%,22.463426%
796,19508,32.868313%,57.224098%,9.907588%
797,19510,39.678097%,54.198740%,6.123163%
798,19511,0.000000%,55.294118%,44.705882%
799,19512,28.243852%,59.697952%,12.058196%
800,19518,41.526673%,50.761371%,7.711956%
801,19519,Not applicable,Not applicable,Not applicable
802,19520,41.515651%,49.823488%,8.660861%
803,19522,28.536152%,60.865271%,10.598578%
804,19523,6.896552%,93.103448%,0.000000%
805,19526,26.505007%,57.184220%,16.310773%
806,19529,36.635945%,53.494624%,9.869432%
807,19530,36.742003%,51.809312%,11.448685%
808,19533,25.112332%,58.062906%,16.824763%
809,19534,29.547038%,58.257840%,12.195122%
810,19535,32.432432%,67.567568%,0.000000%
811,19536,11.568123%,66.066838%,22.365039%
812,19538,0.000000%,0.000000%,100.000000%
813,19539,25.850547%,61.391252%,12.758202%
814,19540,38.097526%,53.783329%,8.119145%
815,19541,38.909334%,50.685848%,10.404818%
816,19542,Not applicable,Not applicable,Not applicable
817,19543,42.817818%,48.298298%,8.883884%
818,19544,22.580645%,70.967742%,6.451613%
819,19545,16.187990%,74.673629%,9.138381%
820,19547,37.479215%,56.069172%,6.451613%
821,19550,17.299578%,61.603376%,21.097046%
822,19551,28.772803%,60.392482%,10.834715%
823,19554,34.538153%,54.216867%,11.244980%
824,19555,25.719921%,61.538462%,12.741617%
825,19559,18.884120%,60.085837%,21.030043%
826,19560,22.240231%,63.155051%,14.604718%
827,19562,28.703704%,62.183236%,9.113060%
828,19564,7.619048%,80.952381%,11.428571%
829,19565,32.923684%,59.004703%,8.071613%
830,19567,29.079682%,54.219347%,16.700970%
831,19601,14.500254%,49.137494%,36.362253%
832,19602,13.420925%,51.221411%,35.357664%
833,19604,13.610759%,51.654697%,34.734544%
834,19605,28.934513%,60.863717%,10.201770%
835,19606,38.731483%,51.182975%,10.085541%
836,19607,39.535174%,50.613745%,9.851081%
837,19608,49.294691%,44.896127%,5.809182%
838,19609,40.988201%,51.622419%,7.389381%
839,19610,56.861683%,37.892741%,5.245576%
840,19611,25.549451%,58.272283%,16.178266%
841,15003,30.152718%,60.952963%,8.894319%
842,15005,39.221027%,54.936674%,5.842299%
843,15006,56.074766%,43.925234%,0.000000%
844,15007,50.420168%,49.579832%,0.000000%
845,15014,28.662132%,63.673469%,7.664399%
846,15015,76.304348%,21.413043%,2.282609%
847,15017,47.836028%,46.398824%,5.765148%
848,15018,21.915584%,72.889610%,5.194805%
849,15020,41.818182%,55.909091%,2.272727%
850,15024,42.084827%,51.493429%,6.421744%
851,15025,43.788739%,50.973374%,5.237887%
852,15026,30.673617%,63.191660%,6.134723%
853,15028,17.948718%,72.649573%,9.401709%
854,15030,34.313725%,56.740196%,8.946078%
855,15031,12.676056%,64.788732%,22.535211%
856,15034,27.068724%,67.461431%,5.469846%
857,15035,28.382838%,67.062706%,4.554455%
858,15037,36.184451%,58.267429%,5.548120%
859,15044,62.507795%,34.389940%,3.102266%
860,15045,25.395349%,64.279070%,10.325581%
861,15046,41.928609%,51.944592%,6.126798%
862,15047,73.846154%,26.153846%,0.000000%
863,15049,29.775281%,61.516854%,8.707865%
864,15051,46.103896%,39.610390%,14.285714%
865,15056,40.625000%,49.884259%,9.490741%
866,15057,45.149912%,47.730437%,7.119651%
867,15063,34.825930%,57.058824%,8.115246%
868,15064,33.333333%,61.538462%,5.128205%
869,15065,35.634902%,58.429889%,5.935209%
870,15068,36.288019%,54.962159%,8.749822%
871,15071,49.014556%,45.845678%,5.139766%
872,15075,21.965318%,78.034682%,0.000000%
873,15076,30.332410%,44.459834%,25.207756%
874,15082,15.929204%,84.070796%,0.000000%
875,15084,31.002233%,61.948632%,7.049135%
876,15085,42.964780%,52.864903%,4.170317%
877,15086,50.234742%,49.765258%,0.000000%
878,15088,18.678161%,70.977011%,10.344828%
879,15089,31.056981%,61.852980%,7.090039%
880,15090,77.051173%,21.733317%,1.215510%
881,15101,59.020939%,36.893039%,4.086022%
882,15102,55.108402%,40.592199%,4.299400%
883,15104,22.078138%,65.120532%,12.801330%
884,15106,40.373145%,54.861978%,4.764877%
885,15108,53.133293%,39.923114%,6.943594%
886,15110,20.553360%,68.774704%,10.671937%
887,15112,32.671480%,59.296029%,8.032491%
888,15116,51.400622%,44.455313%,4.144064%
889,15120,36.827596%,55.781553%,7.390851%
890,15122,34.313592%,59.402293%,6.284116%
891,15126,49.662748%,41.510888%,8.826363%
892,15129,52.230459%,45.103394%,2.666146%
893,15131,37.420258%,57.522950%,5.056792%
894,15132,22.083828%,64.735732%,13.180440%
895,15133,25.747885%,67.216835%,7.035280%
896,15135,37.065637%,59.253539%,3.680824%
897,15136,35.732105%,54.986247%,9.281648%
898,15137,29.839142%,63.967828%,6.193029%
899,15139,55.689451%,38.502568%,5.807981%
900,15140,28.782453%,62.264996%,8.952551%
901,15142,74.062500%,24.583333%,1.354167%
902,15143,66.413662%,30.114555%,3.471783%
903,15144,31.948782%,62.148657%,5.902561%
904,15145,32.665211%,62.214725%,5.120064%
905,15146,49.420723%,45.706811%,4.872466%
906,15147,40.449944%,51.023622%,8.526434%
907,15148,20.934066%,69.340659%,9.725275%
908,15201,53.500898%,39.068422%,7.430680%
909,15202,48.656616%,45.721943%,5.621441%
910,15203,58.744933%,35.820447%,5.434619%
911,15204,33.098228%,57.509031%,9.392740%
912,15205,43.929548%,49.620407%,6.450046%
913,15206,53.427400%,39.371155%,7.201445%
914,15207,35.282392%,57.253599%,7.464009%
915,15208,52.154617%,38.783107%,9.062276%
916,15209,38.044985%,55.154035%,6.800981%
917,15210,26.457575%,61.562588%,11.979838%
918,15211,51.177885%,43.329327%,5.492788%
919,15212,39.455038%,50.109409%,10.435553%
920,15213,66.466057%,26.564757%,6.969186%
921,15214,37.387615%,53.965047%,8.647338%
922,15215,56.872510%,36.686587%,6.440903%
923,15216,52.264767%,41.810626%,5.924607%
924,15217,76.318229%,20.952626%,2.729145%
925,15218,57.375961%,38.649085%,3.974955%
926,15219,26.540448%,59.345955%,14.113597%
927,15220,55.497616%,39.094160%,5.408224%
928,15221,45.734205%,47.250545%,7.015251%
929,15222,76.654412%,21.948529%,1.397059%
930,15223,38.986616%,54.913958%,6.099426%
931,15224,49.622166%,44.044620%,6.333213%
932,15225,32.372506%,57.760532%,9.866962%
933,15226,40.565665%,51.077927%,8.356408%
934,15227,39.428983%,51.060461%,9.510557%
935,15228,76.782334%,21.230284%,1.987382%
936,15229,51.085468%,43.457853%,5.456679%
937,15232,84.481143%,13.199813%,2.319044%
938,15233,26.149188%,61.354253%,12.496559%
939,15234,42.517429%,51.542355%,5.940216%
940,15235,44.296155%,50.810296%,4.893549%
941,15236,44.718405%,51.006018%,4.275577%
942,15237,59.481865%,35.836081%,4.682054%
943,15238,68.490176%,27.621510%,3.888314%
944,15239,46.406219%,48.771329%,4.822452%
945,15241,74.449308%,24.011579%,1.539113%
946,15243,65.210903%,31.257461%,3.531635%
947,15260,Not applicable,Not applicable,Not applicable
948,15290,Not applicable,Not applicable,Not applicable
949,15332,34.435828%,60.310176%,5.253996%
950,15642,46.156899%,49.700855%,4.142247%
951,15668,61.329152%,35.909367%,2.761481%
952,16046,69.710050%,27.850239%,2.439711%
953,16055,36.288089%,59.879963%,3.831948%
954,16059,45.864534%,50.901974%,3.233492%
955,15946,28.461538%,62.806653%,8.731809%
956,16601,25.842545%,64.770378%,9.387076%
957,16602,27.312441%,62.003799%,10.683761%
958,16613,24.854369%,68.640777%,6.504854%
959,16617,22.070415%,70.415134%,7.514451%
960,16625,15.761887%,68.925496%,15.312617%
961,16631,19.047619%,52.380952%,28.571429%
962,16635,29.877155%,61.861828%,8.261017%
963,16636,28.966790%,66.051661%,4.981550%
964,16637,12.880143%,76.744186%,10.375671%
965,16641,24.620573%,69.421023%,5.958404%
966,16648,40.891899%,52.616765%,6.491336%
967,16655,15.273038%,72.269625%,12.457338%
968,16662,23.702830%,64.669811%,11.627358%
969,16665,32.158590%,55.947137%,11.894273%
970,16673,25.317139%,66.099865%,8.582996%
971,16682,0.000000%,100.000000%,0.000000%
972,16686,28.010695%,64.053476%,7.935829%
973,16693,22.029950%,65.923461%,12.046589%
974,16720,12.273212%,73.212380%,14.514408%
975,16743,27.364621%,63.610108%,9.025271%
976,16746,19.396552%,72.521552%,8.081897%
977,16748,21.608833%,66.982124%,11.409043%
978,16915,31.012658%,58.743554%,10.243788%
979,16922,20.505810%,67.532468%,11.961722%
980,16923,19.269406%,67.945205%,12.785388%
981,16927,13.107822%,64.693446%,22.198732%
982,16937,6.395349%,76.162791%,17.441860%
983,16941,13.953488%,79.069767%,6.976744%
984,16943,11.666667%,65.555556%,22.777778%
985,16948,19.836957%,63.677536%,16.485507%
986,16950,17.916186%,63.091119%,18.992695%
987,17729,10.416667%,85.416667%,4.166667%
988,15533,21.549156%,59.781529%,18.669315%
989,15536,23.398329%,70.194986%,6.406685%
990,16674,20.286885%,62.704918%,17.008197%
991,16689,18.654434%,64.220183%,17.125382%
992,16691,21.495327%,61.682243%,16.822430%
993,16694,15.333333%,64.666667%,20.000000%
994,17212,17.590822%,66.730402%,15.678776%
995,17215,22.500000%,65.000000%,12.500000%
996,17223,10.526316%,67.293233%,22.180451%
997,17224,12.027027%,74.797297%,13.175676%
998,17228,21.121252%,68.448501%,10.430248%
999,17229,18.378378%,70.918919%,10.702703%
1000,17233,21.102662%,66.051059%,12.846279%
1001,17236,22.606889%,57.382725%,20.010386%
1002,17238,20.191471%,67.275892%,12.532637%
1003,17264,15.997491%,70.639900%,13.362610%
1004,17267,19.406737%,68.476621%,12.116642%
1005,15870,24.387646%,67.731629%,7.880724%
1006,16333,23.744292%,63.013699%,13.242009%
1007,16701,25.616587%,62.870997%,11.512415%
1008,16720,12.273212%,73.212380%,14.514408%
1009,16724,22.619048%,66.666667%,10.714286%
1010,16725,44.910180%,34.131737%,20.958084%
1011,16726,20.588235%,67.401961%,12.009804%
1012,16727,29.285714%,66.428571%,4.285714%
1013,16729,26.677852%,64.932886%,8.389262%
1014,16730,23.188406%,69.565217%,7.246377%
1015,16731,21.342134%,65.841584%,12.816282%
1016,16732,18.012422%,74.844720%,7.142857%
1017,16733,15.950920%,68.098160%,15.950920%
1018,16735,26.720742%,64.519119%,8.760139%
1019,16738,18.446602%,73.878872%,7.674526%
1020,16740,20.350404%,68.463612%,11.185984%
1021,16743,27.364621%,63.610108%,9.025271%
1022,16744,1.818182%,67.727273%,30.454545%
1023,16745,23.056995%,64.766839%,12.176166%
1024,16748,21.608833%,66.982124%,11.409043%
1025,16749,26.507208%,64.121887%,9.370904%
1026,16750,27.760252%,64.984227%,7.255521%
1027,17756,29.785389%,55.560373%,14.654238%
1028,17772,23.781213%,61.058264%,15.160523%
1029,17777,23.180751%,64.730047%,12.089202%
1030,17815,33.901739%,56.964376%,9.133885%
1031,17820,34.021901%,58.163265%,7.814833%
1032,17821,36.629381%,53.736018%,9.634601%
1033,17822,Not applicable,Not applicable,Not applicable
1034,17847,23.865507%,61.509523%,14.624971%
1035,17884,12.432432%,70.810811%,16.756757%
1036,18414,43.733950%,51.900360%,4.365691%
1037,18419,34.813614%,58.379254%,6.807131%
1038,18446,26.739640%,62.666145%,10.594214%
1039,18612,41.648690%,51.278891%,7.072419%
1040,18614,20.835482%,69.881382%,9.283136%
1041,18615,26.514032%,66.174298%,7.311669%
1042,18618,42.362598%,48.037116%,9.600286%
1043,18623,17.552083%,67.187500%,15.260417%
1044,18625,48.158640%,47.025496%,4.815864%
1045,18629,20.778073%,71.175950%,8.045977%
1046,18630,16.696670%,71.827183%,11.476148%
1047,18636,19.563153%,70.465337%,9.971510%
1048,18657,28.662784%,63.469225%,7.867991%
1049,18844,22.799423%,64.357864%,12.842713%
1050,15004,23.809524%,71.904762%,4.285714%
1051,15012,36.193242%,57.963745%,5.843013%
1052,15017,47.836028%,46.398824%,5.765148%
1053,15019,25.260417%,68.402778%,6.336806%
1054,15021,24.727149%,62.431787%,12.841064%
1055,15022,31.936018%,59.942085%,8.121897%
1056,15025,43.788739%,50.973374%,5.237887%
1057,15026,30.673617%,63.191660%,6.134723%
1058,15033,30.209918%,60.419836%,9.370246%
1059,15038,7.111111%,85.777778%,7.111111%
1060,15053,22.047244%,61.417323%,16.535433%
1061,15054,15.259740%,64.285714%,20.454545%
1062,15055,40.398741%,51.206716%,8.394544%
1063,15057,45.149912%,47.730437%,7.119651%
1064,15060,17.647059%,73.137255%,9.215686%
1065,15063,34.825930%,57.058824%,8.115246%
1066,15067,26.054591%,61.786600%,12.158809%
1067,15078,16.141732%,56.299213%,27.559055%
1068,15126,49.662748%,41.510888%,8.826363%
1069,15129,52.230459%,45.103394%,2.666146%
1070,15241,74.449308%,24.011579%,1.539113%
1071,15301,33.136128%,56.559652%,10.304220%
1072,15311,35.073260%,59.432234%,5.494505%
1073,15312,30.434783%,60.564455%,9.000763%
1074,15313,25.912409%,59.854015%,14.233577%
1075,15314,29.135338%,60.263158%,10.601504%
1076,15317,53.941970%,40.691185%,5.366845%
1077,15321,41.718335%,54.827281%,3.454384%
1078,15322,31.621622%,55.878378%,12.500000%
1079,15323,24.532925%,66.401225%,9.065850%
1080,15324,21.212121%,67.832168%,10.955711%
1081,15329,24.487805%,65.268293%,10.243902%
1082,15330,39.282342%,54.414542%,6.303116%
1083,15331,17.813765%,66.801619%,15.384615%
1084,15332,34.435828%,60.310176%,5.253996%
1085,15333,25.292740%,64.871194%,9.836066%
1086,15340,42.266949%,52.754237%,4.978814%
1087,15342,34.020045%,57.795100%,8.184855%
1088,15345,22.867854%,65.135895%,11.996251%
1089,15347,3.070175%,87.719298%,9.210526%
1090,15348,37.448560%,56.790123%,5.761317%
1091,15350,9.034268%,77.258567%,13.707165%
1092,15358,39.337474%,55.693582%,4.968944%
1093,15360,33.543804%,60.694554%,5.761642%
1094,15361,0.000000%,59.574468%,40.425532%
1095,15363,33.333333%,58.279570%,8.387097%
1096,15366,11.180124%,77.018634%,11.801242%
1097,15367,73.990874%,25.307125%,0.702001%
1098,15368,25.000000%,56.521739%,18.478261%
1099,15370,24.469496%,62.428950%,13.101554%
1100,15376,30.747922%,59.833795%,9.418283%
1101,15377,16.914498%,66.171004%,16.914498%
1102,15378,0.000000%,100.000000%,0.000000%
1103,15379,26.881720%,67.741935%,5.376344%
1104,15412,36.792453%,56.289308%,6.918239%
1105,15417,28.617886%,62.552846%,8.829268%
1106,15419,42.663996%,51.477216%,5.858788%
1107,15423,34.939759%,54.698795%,10.361446%
1108,15427,27.688787%,62.585812%,9.725400%
1109,15429,26.845638%,40.939597%,32.214765%
1110,15432,24.550898%,62.874251%,12.574850%
1111,15434,11.344538%,68.487395%,20.168067%
1112,15477,33.770492%,60.983607%,5.245902%
1113,15483,36.363636%,49.696970%,13.939394%
1114,07832,33.533383%,59.227307%,7.239310%
1115,18058,26.511565%,64.155282%,9.333153%
1116,18071,24.302264%,58.464982%,17.232754%
1117,18210,29.302853%,66.616286%,4.080862%
1118,18301,35.008523%,55.666135%,9.325342%
1119,18302,30.944543%,59.626910%,9.428547%
1120,18321,23.915237%,61.251261%,14.833502%
1121,18322,23.032224%,66.455362%,10.512414%
1122,18323,87.096774%,12.903226%,0.000000%
1123,18324,27.266932%,56.254980%,16.478088%
1124,18325,33.568713%,61.705595%,4.725693%
1125,18326,22.430176%,70.025914%,7.543910%
1126,18327,37.464789%,60.845070%,1.690141%
1127,18330,36.061684%,55.318308%,8.620008%
1128,18331,18.301887%,46.603774%,35.094340%
1129,18332,24.289277%,69.177057%,6.533666%
1130,18333,11.363636%,65.909091%,22.727273%
1131,18334,19.671151%,72.197309%,8.131540%
1132,18335,30.252101%,50.924370%,18.823529%
1133,18342,9.756098%,70.731707%,19.512195%
1134,18344,34.677793%,51.923968%,13.398238%
1135,18346,27.152698%,62.456946%,10.390356%
1136,18347,32.477341%,58.006042%,9.516616%
1137,18349,69.892473%,30.107527%,0.000000%
1138,18350,39.187228%,55.878084%,4.934688%
1139,18352,32.800000%,36.200000%,31.000000%
1140,18353,32.026635%,57.920739%,10.052626%
1141,18354,51.805338%,43.799058%,4.395604%
1142,18355,49.840933%,34.570520%,15.588547%
1143,18356,30.000000%,70.000000%,0.000000%
1144,18357,61.928934%,38.071066%,0.000000%
1145,18360,35.942441%,51.860637%,12.196922%
1146,18370,44.078947%,49.342105%,6.578947%
1147,18372,28.848414%,62.514689%,8.636898%
1148,18424,33.671347%,58.658346%,7.670307%
1149,18466,24.932832%,61.024539%,14.042629%
1150,18610,20.372881%,73.254237%,6.372881%
1151,18013,28.119536%,60.840884%,11.039580%
1152,18014,26.678571%,62.678571%,10.642857%
1153,18015,35.987709%,49.778657%,14.233634%
1154,18017,42.633766%,47.926083%,9.440152%
1155,18018,34.716372%,55.403710%,9.879918%
1156,18020,45.602385%,48.292452%,6.105163%
1157,18032,31.348538%,61.610286%,7.041176%
1158,18035,33.636364%,50.909091%,15.454545%
1159,18038,26.060029%,61.505479%,12.434493%
1160,18040,51.245613%,43.027138%,5.727249%
1161,18042,29.131212%,57.350733%,13.518055%
1162,18045,42.702094%,51.374597%,5.923309%
1163,18055,36.827743%,55.179079%,7.993178%
1164,18063,18.352941%,76.000000%,5.647059%
1165,18064,42.025598%,49.376739%,8.597663%
1166,18067,34.400061%,55.961568%,9.638372%
1167,18072,28.820160%,61.672394%,9.507446%
1168,18077,48.870392%,47.919144%,3.210464%
1169,18083,21.776504%,63.037249%,15.186246%
1170,18085,50.840336%,42.857143%,6.302521%
1171,18086,47.794118%,39.215686%,12.990196%
1172,18088,31.727766%,59.888213%,8.384021%
1173,18091,29.104824%,58.603896%,12.291280%
1174,18109,23.252346%,59.538637%,17.209017%
1175,18343,24.991843%,64.567700%,10.440457%
1176,18351,40.437158%,50.546448%,9.016393%
1177,16037,40.567201%,53.020962%,6.411837%
1178,16051,30.553037%,63.191296%,6.255666%
1179,16057,38.317343%,52.634686%,9.047970%
1180,16101,23.755112%,64.093266%,12.151621%
1181,16102,32.516189%,58.279371%,9.204440%
1182,16105,39.277283%,55.020883%,5.701834%
1183,16112,27.592267%,60.896309%,11.511424%
1184,16116,29.618387%,57.025152%,13.356461%
1185,16117,33.648439%,57.411784%,8.939777%
1186,16120,27.801418%,59.078014%,13.120567%
1187,16123,38.711776%,51.984385%,9.303839%
1188,16127,40.214962%,50.952432%,8.832606%
1189,16132,0.000000%,73.134328%,26.865672%
1190,16140,0.000000%,100.000000%,0.000000%
1191,16141,31.231454%,55.489614%,13.278932%
1192,16142,36.776333%,41.979087%,21.244580%
1193,16143,21.631799%,68.535565%,9.832636%
1194,16155,53.076923%,26.153846%,20.769231%
1195,16156,30.252101%,58.230351%,11.517548%
1196,16157,23.203194%,68.056788%,8.740018%
1197,16159,28.003508%,63.139433%,8.857059%
1198,16160,21.377331%,62.984218%,15.638451%
