,County,Doctorate,Professional,Masters,Bachelor,Associate,Some College,High School,Some HS,Less than HS,None
769,18902,3.522238%,3.472023%,20.746055%,33.055954%,7.274032%,14.720230%,14.770445%,1.542324%,0.624103%,0.272597%
770,18912,0.000000%,0.000000%,49.473684%,5.263158%,0.000000%,45.263158%,0.000000%,0.000000%,0.000000%,0.000000%
771,18913,0.000000%,0.000000%,0.000000%,27.710843%,0.000000%,53.012048%,19.277108%,0.000000%,0.000000%,0.000000%
772,18914,2.718569%,1.942833%,14.892725%,31.833112%,7.051506%,16.416242%,21.182473%,2.795443%,0.698861%,0.468237%
773,18917,0.341763%,0.751880%,5.536569%,23.308271%,7.313739%,23.718387%,25.495557%,5.058100%,7.450444%,1.025290%
774,18920,0.000000%,0.000000%,19.551282%,28.525641%,0.000000%,29.166667%,22.756410%,0.000000%,0.000000%,0.000000%
775,18923,3.722504%,0.676819%,16.751269%,27.241963%,8.460237%,13.028765%,21.827411%,8.291032%,0.000000%,0.000000%
776,18925,0.477120%,2.537411%,25.590978%,28.388636%,4.857948%,16.525699%,18.065496%,2.775971%,0.433745%,0.346996%
777,18929,1.997650%,3.055229%,13.379218%,32.784959%,8.292765%,15.125063%,23.048514%,1.645123%,0.302166%,0.369313%
778,18930,1.302460%,3.039074%,8.538350%,21.804149%,5.547516%,21.418234%,28.509407%,8.200675%,0.482393%,1.157742%
779,18932,4.324324%,2.162162%,0.000000%,31.351351%,11.351351%,8.108108%,28.378378%,14.324324%,0.000000%,0.000000%
780,18935,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
781,18938,3.859514%,3.126206%,19.297569%,31.609417%,6.069085%,16.470475%,17.155538%,1.775376%,0.192976%,0.443844%
782,18940,3.766988%,5.968091%,17.628521%,35.311207%,6.627930%,12.517235%,15.944455%,1.457554%,0.497341%,0.280678%
783,18942,4.026846%,1.593960%,7.298658%,21.140940%,3.859060%,20.092282%,36.661074%,4.488255%,0.838926%,0.000000%
784,18944,1.569494%,2.115910%,9.655293%,23.315701%,9.568099%,18.624658%,29.372784%,3.400570%,1.296286%,1.081207%
785,18947,1.843423%,1.911698%,9.945380%,32.339554%,6.804734%,20.050068%,22.894857%,2.207556%,1.752390%,0.250341%
786,18950,0.000000%,0.000000%,11.688312%,46.103896%,0.000000%,26.623377%,15.584416%,0.000000%,0.000000%,0.000000%
787,18951,0.409048%,1.288502%,7.358776%,19.634311%,6.859737%,14.754367%,39.088641%,7.657381%,2.098417%,0.850820%
788,18954,2.351890%,4.033939%,15.451027%,28.044061%,7.904138%,14.885383%,23.712414%,2.724025%,0.625186%,0.267937%
789,18955,4.052098%,0.000000%,12.373372%,19.464544%,5.716353%,11.794501%,41.389291%,3.473227%,1.736614%,0.000000%
790,18960,1.073998%,1.159918%,7.926109%,18.408334%,8.720868%,18.504994%,37.632907%,5.133713%,1.020299%,0.418859%
791,18962,0.507614%,3.045685%,15.482234%,10.152284%,9.390863%,23.604061%,35.786802%,0.000000%,1.776650%,0.253807%
792,18964,0.923428%,1.162067%,9.908695%,20.709691%,7.117659%,13.944802%,36.553227%,7.470430%,1.794978%,0.415024%
793,18966,1.849223%,2.484310%,14.408996%,25.104603%,8.244919%,17.875822%,25.735953%,3.029737%,0.676181%,0.590257%
794,18969,0.999260%,0.888231%,7.300148%,20.207254%,7.549963%,18.865655%,34.863064%,5.329386%,2.960770%,1.036269%
795,18970,0.000000%,0.000000%,4.593640%,22.614841%,5.477032%,10.070671%,49.823322%,6.183746%,0.530035%,0.706714%
796,18972,1.636490%,1.636490%,8.635097%,19.707521%,7.973538%,13.962396%,37.674095%,6.615599%,1.253482%,0.905292%
797,18974,0.959351%,1.486830%,8.393499%,20.594732%,9.540764%,18.039759%,32.364092%,5.660502%,1.941780%,1.018693%
798,18976,1.891660%,2.701347%,11.500430%,28.575523%,5.918601%,16.638005%,26.476068%,2.937805%,3.066781%,0.293780%
799,18977,4.858569%,10.449251%,23.460899%,30.515807%,4.891847%,12.113145%,13.710483%,0.000000%,0.000000%,0.000000%
800,18980,4.750000%,3.000000%,9.250000%,32.000000%,9.250000%,12.250000%,28.000000%,1.500000%,0.000000%,0.000000%
801,19006,3.008339%,5.689545%,13.534317%,29.493265%,6.516998%,13.694676%,22.219371%,3.842207%,1.436818%,0.564464%
802,19007,0.336229%,0.252171%,3.516391%,8.566825%,6.241244%,19.228075%,48.213785%,10.142897%,2.970020%,0.532362%
803,19020,1.026935%,0.891879%,8.765895%,18.788064%,7.983589%,18.204521%,36.187346%,5.364014%,1.987616%,0.800143%
804,19021,0.117165%,0.571178%,2.226128%,8.435852%,5.389572%,18.233743%,51.142355%,11.628588%,1.654950%,0.600469%
805,19030,0.615635%,0.487862%,3.519573%,15.681264%,8.676966%,22.592636%,41.270763%,5.494250%,1.417122%,0.243931%
806,19040,0.525733%,1.120642%,9.878251%,21.811013%,8.681516%,22.053127%,30.118982%,4.005257%,1.307416%,0.498063%
807,19047,2.182986%,1.769663%,12.584270%,26.019262%,8.109952%,16.890048%,26.741573%,4.245586%,0.786517%,0.670144%
808,19053,0.837302%,1.643205%,7.525250%,20.126642%,10.785494%,18.692763%,32.434978%,5.955309%,1.339683%,0.659375%
809,19054,0.261097%,0.295909%,3.342037%,13.899043%,8.685814%,22.010444%,44.464752%,6.109661%,0.452567%,0.478677%
810,19055,0.462216%,0.730947%,3.009782%,9.889283%,8.534881%,21.476943%,46.802107%,8.137160%,0.419220%,0.537461%
811,19056,0.273198%,0.960904%,8.657560%,16.796985%,10.522845%,20.056524%,35.986811%,4.540744%,1.818182%,0.386246%
812,19057,0.321518%,0.188206%,4.658093%,9.880803%,8.375157%,18.295169%,49.411857%,7.536073%,0.486198%,0.846926%
813,19067,3.222006%,4.572728%,18.712841%,29.225458%,7.118003%,14.636017%,18.570372%,2.854873%,0.495904%,0.591797%
814,19440,0.819672%,1.889800%,11.179417%,24.233455%,8.963267%,12.962963%,31.102004%,5.100182%,2.588039%,1.161202%
815,17701,0.923487%,2.130862%,5.479358%,13.140883%,8.906523%,18.917810%,39.207169%,9.135684%,1.467319%,0.690905%
816,17731,1.010101%,8.080808%,23.737374%,21.212121%,8.080808%,6.060606%,31.818182%,0.000000%,0.000000%,0.000000%
817,17737,0.347705%,0.579509%,5.656004%,14.881780%,8.298563%,15.832174%,44.251275%,8.113120%,1.112656%,0.927214%
818,17758,0.308642%,0.000000%,3.086420%,6.481481%,8.796296%,14.814815%,55.709877%,6.944444%,3.240741%,0.617284%
819,17768,0.000000%,0.000000%,2.500000%,8.750000%,6.666667%,14.166667%,50.000000%,11.250000%,6.666667%,0.000000%
820,17774,0.000000%,0.398406%,3.884462%,8.067729%,7.370518%,16.733068%,49.003984%,11.952191%,1.195219%,1.394422%
821,17814,0.464441%,0.319303%,5.718433%,11.494920%,6.647315%,16.371553%,49.056604%,6.647315%,2.293179%,0.986938%
822,18614,0.928314%,0.103146%,2.372357%,9.025271%,8.406395%,18.411552%,51.469830%,6.962352%,2.166065%,0.154719%
823,18616,1.707780%,0.759013%,3.795066%,9.108159%,7.779886%,18.406072%,47.248577%,6.831120%,3.036053%,1.328273%
824,18619,0.970874%,0.000000%,1.941748%,9.223301%,10.194175%,9.708738%,56.796117%,9.223301%,1.941748%,0.000000%
825,18626,1.483051%,4.025424%,7.203390%,8.474576%,7.203390%,17.161017%,42.796610%,8.262712%,3.389831%,0.000000%
826,18628,3.608247%,0.000000%,4.639175%,11.855670%,7.731959%,17.010309%,45.360825%,8.762887%,1.030928%,0.000000%
827,18632,0.000000%,0.000000%,6.478873%,3.943662%,7.042254%,13.802817%,57.183099%,9.577465%,1.126761%,0.845070%
828,18833,0.491228%,0.140351%,1.824561%,7.859649%,6.245614%,15.228070%,58.385965%,8.631579%,0.912281%,0.280702%
829,15618,0.168539%,0.000000%,3.651685%,6.179775%,11.685393%,16.179775%,51.404494%,8.483146%,1.404494%,0.842697%
830,15681,0.511654%,0.341103%,3.894258%,11.569073%,10.773167%,18.220580%,46.446845%,5.542922%,1.847641%,0.852757%
831,15701,4.607145%,1.580781%,10.321876%,20.118559%,7.316312%,14.476626%,33.617597%,5.506734%,1.778379%,0.675992%
832,15710,0.000000%,0.000000%,0.000000%,8.421053%,5.263158%,9.473684%,66.315789%,10.000000%,0.526316%,0.000000%
833,15712,0.000000%,0.000000%,3.703704%,0.000000%,0.000000%,20.370370%,52.777778%,5.555556%,13.888889%,3.703704%
834,15713,0.000000%,0.000000%,0.000000%,0.000000%,11.965812%,36.752137%,51.282051%,0.000000%,0.000000%,0.000000%
835,15714,0.000000%,0.875212%,4.234896%,10.107284%,9.994353%,13.241107%,50.734049%,7.001694%,2.992660%,0.818746%
836,15716,0.000000%,0.000000%,0.000000%,2.065404%,3.786575%,24.612737%,56.454389%,9.982788%,1.721170%,1.376936%
837,15717,0.251722%,0.569687%,5.259671%,10.161632%,10.148384%,18.362480%,46.383148%,6.438792%,2.053524%,0.370959%
838,15723,0.000000%,0.000000%,0.000000%,50.000000%,0.000000%,0.000000%,50.000000%,0.000000%,0.000000%,0.000000%
839,15724,0.000000%,0.000000%,4.550827%,5.851064%,4.137116%,10.106383%,58.156028%,11.820331%,5.023641%,0.354610%
840,15725,0.261324%,0.522648%,2.177700%,12.282230%,8.013937%,13.414634%,53.832753%,8.275261%,0.522648%,0.696864%
841,15727,0.000000%,7.079646%,2.654867%,21.238938%,11.504425%,0.000000%,39.823009%,10.619469%,7.079646%,0.000000%
842,15728,0.000000%,0.489596%,4.569563%,8.731130%,7.996736%,11.342309%,57.078743%,7.058344%,1.468788%,1.264790%
843,15729,0.000000%,0.000000%,7.237513%,4.485219%,5.912334%,10.907238%,53.924567%,13.557594%,2.242610%,1.732926%
844,15731,0.000000%,0.000000%,0.000000%,32.380952%,11.190476%,13.333333%,25.000000%,18.095238%,0.000000%,0.000000%
845,15732,0.602929%,0.861326%,3.273040%,7.235142%,7.579673%,11.627907%,56.847545%,8.871662%,2.411714%,0.689061%
846,15734,0.000000%,0.000000%,3.278689%,14.344262%,0.000000%,14.754098%,61.885246%,5.737705%,0.000000%,0.000000%
847,15739,0.000000%,0.000000%,3.787879%,10.606061%,9.090909%,25.378788%,45.075758%,4.545455%,1.515152%,0.000000%
848,15741,0.000000%,0.000000%,5.263158%,5.263158%,10.526316%,0.000000%,71.052632%,0.000000%,0.000000%,7.894737%
849,15742,0.148368%,0.000000%,3.412463%,5.044510%,6.379822%,8.902077%,57.121662%,11.127596%,6.824926%,1.038576%
850,15745,0.000000%,0.000000%,8.695652%,11.304348%,20.000000%,9.565217%,50.434783%,0.000000%,0.000000%,0.000000%
851,15746,0.000000%,0.000000%,0.000000%,8.000000%,9.000000%,0.000000%,22.000000%,11.000000%,50.000000%,0.000000%
852,15747,0.425230%,0.212615%,2.976612%,10.701630%,6.661942%,11.552091%,57.335223%,4.535790%,4.961021%,0.637845%
853,15748,0.490497%,0.347435%,4.700593%,13.079910%,9.503372%,14.265277%,46.167995%,6.539955%,4.169221%,0.735745%
854,15750,0.000000%,0.000000%,0.000000%,0.000000%,10.434783%,25.652174%,57.826087%,6.086957%,0.000000%,0.000000%
855,15752,0.000000%,0.000000%,0.000000%,0.000000%,70.000000%,0.000000%,30.000000%,0.000000%,0.000000%,0.000000%
856,15754,0.000000%,0.000000%,0.000000%,6.935123%,0.000000%,31.543624%,51.230425%,6.935123%,3.355705%,0.000000%
857,15756,0.000000%,0.000000%,0.000000%,0.000000%,11.290323%,14.516129%,62.903226%,9.677419%,0.000000%,1.612903%
858,15757,0.000000%,0.693241%,1.993068%,5.979203%,8.405546%,9.012132%,61.265165%,9.358752%,2.166378%,1.126516%
859,15759,1.172058%,1.078293%,3.094233%,8.813877%,9.657759%,9.892171%,54.102203%,5.344585%,5.672761%,1.172058%
860,15761,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,12.500000%,70.833333%,5.555556%,11.111111%,0.000000%
861,15765,0.000000%,1.598837%,4.651163%,11.845930%,9.883721%,12.281977%,47.601744%,8.357558%,2.906977%,0.872093%
862,15767,0.128458%,1.106719%,3.517787%,10.770751%,9.298419%,12.480237%,48.922925%,7.490119%,5.177866%,1.106719%
863,15771,0.789889%,0.473934%,6.951027%,10.742496%,7.424961%,12.322275%,50.710900%,6.003160%,4.581359%,0.000000%
864,15772,0.000000%,0.265252%,1.856764%,5.039788%,6.896552%,15.649867%,51.370469%,6.012378%,10.344828%,2.564103%
865,15774,8.643617%,0.177305%,3.014184%,12.101064%,8.643617%,15.026596%,44.193262%,6.250000%,0.886525%,1.063830%
866,15777,0.000000%,0.000000%,0.000000%,0.000000%,16.455696%,7.594937%,75.949367%,0.000000%,0.000000%,0.000000%
867,15783,0.000000%,0.000000%,0.000000%,0.000000%,38.181818%,20.000000%,34.545455%,7.272727%,0.000000%,0.000000%
868,15920,0.000000%,0.000000%,7.317073%,9.059233%,18.292683%,13.066202%,43.031359%,6.445993%,2.787456%,0.000000%
869,15929,0.000000%,0.000000%,0.000000%,0.000000%,11.475410%,0.000000%,22.950820%,42.622951%,22.950820%,0.000000%
870,15944,0.124636%,0.540091%,2.077275%,9.763191%,11.715829%,14.291649%,50.020773%,7.644371%,2.409639%,1.412547%
871,15949,0.000000%,0.000000%,0.000000%,2.617801%,6.020942%,21.465969%,58.638743%,7.853403%,2.094241%,1.308901%
872,15954,0.000000%,0.000000%,3.698897%,8.565866%,10.253082%,14.990266%,49.383517%,9.863725%,2.401038%,0.843608%
873,15957,0.000000%,0.000000%,10.288066%,8.230453%,10.082305%,6.995885%,49.382716%,9.876543%,3.086420%,2.057613%
874,15961,0.165289%,0.991736%,2.975207%,10.082645%,9.256198%,12.231405%,49.256198%,10.909091%,2.975207%,1.157025%
875,16211,0.000000%,0.000000%,2.752294%,5.504587%,8.256881%,19.266055%,55.963303%,5.504587%,2.752294%,0.000000%
876,16222,0.000000%,0.246914%,2.283951%,10.432099%,7.469136%,12.654321%,50.370370%,5.740741%,10.432099%,0.370370%
877,16246,0.000000%,0.000000%,0.000000%,14.619883%,3.508772%,8.771930%,56.140351%,15.789474%,1.169591%,0.000000%
878,16256,0.325027%,0.216685%,2.600217%,4.875406%,4.225352%,3.900325%,29.252438%,6.825569%,44.745395%,3.033586%
879,16901,1.334935%,2.442932%,7.782673%,15.365105%,8.316647%,16.913630%,39.727673%,5.980510%,1.561874%,0.574022%
880,16911,0.000000%,0.000000%,4.719764%,8.849558%,8.259587%,11.799410%,42.182891%,20.058997%,4.129794%,0.000000%
881,16912,0.000000%,0.993377%,4.221854%,15.397351%,7.781457%,21.109272%,39.321192%,9.271523%,0.910596%,0.993377%
882,16914,0.803751%,1.272605%,4.353650%,10.850636%,10.046885%,14.601474%,48.626926%,5.760214%,3.081045%,0.602813%
883,16917,0.108225%,0.324675%,3.896104%,14.177489%,10.173160%,16.450216%,44.913420%,4.545455%,3.354978%,2.056277%
884,16920,0.000000%,0.000000%,3.864091%,8.927382%,6.262492%,15.656229%,52.898068%,8.994004%,1.598934%,1.798801%
885,16921,0.245098%,0.980392%,0.735294%,3.921569%,11.274510%,16.911765%,54.656863%,10.294118%,0.980392%,0.000000%
886,16928,0.309278%,0.206186%,4.123711%,8.556701%,8.247423%,19.793814%,47.628866%,7.835052%,2.061856%,1.237113%
887,16929,0.624291%,0.567537%,6.356413%,11.293984%,10.442679%,17.026107%,43.189557%,7.207719%,2.724177%,0.567537%
888,16930,0.446429%,0.446429%,7.812500%,13.504464%,10.491071%,20.870536%,39.397321%,5.691964%,0.892857%,0.446429%
889,16932,0.622407%,0.000000%,4.564315%,16.804979%,5.186722%,17.219917%,47.510373%,4.771784%,2.697095%,0.622407%
890,16933,1.999556%,0.666519%,10.153299%,16.463008%,8.442568%,15.063319%,40.768718%,4.532326%,1.510775%,0.399911%
891,16935,0.755940%,0.000000%,6.803456%,10.583153%,9.935205%,16.198704%,42.440605%,11.123110%,1.511879%,0.647948%
892,16936,0.622407%,0.760719%,4.080221%,7.745505%,6.500692%,16.320885%,50.760719%,9.266943%,2.835408%,1.106501%
893,16938,0.000000%,0.751880%,3.383459%,9.962406%,9.210526%,18.045113%,44.172932%,8.834586%,5.075188%,0.563910%
894,16939,0.000000%,0.000000%,4.812834%,7.486631%,5.347594%,10.160428%,57.219251%,8.556150%,6.417112%,0.000000%
895,16940,0.000000%,0.000000%,9.677419%,15.591398%,1.075269%,19.892473%,32.795699%,16.129032%,4.838710%,0.000000%
896,16942,0.000000%,0.000000%,2.072539%,7.944732%,9.844560%,12.953368%,55.094991%,8.981002%,3.108808%,0.000000%
897,16943,0.000000%,0.555556%,3.055556%,3.611111%,4.444444%,10.555556%,55.000000%,19.166667%,1.666667%,1.944444%
898,16946,0.176678%,1.060071%,3.592462%,11.012956%,6.007067%,15.665489%,45.229682%,14.134276%,1.825677%,1.295642%
899,16947,0.213789%,0.668092%,5.718867%,10.956708%,8.417958%,16.221272%,44.949225%,7.402459%,2.485302%,2.966328%
900,16950,0.076894%,0.230681%,3.767782%,6.535948%,7.304883%,14.340638%,48.750481%,14.532872%,3.921569%,0.538255%
901,17724,0.245248%,0.919681%,3.157572%,8.614347%,7.480074%,10.821582%,55.395463%,10.177805%,2.728387%,0.459841%
902,17727,0.000000%,0.000000%,2.816901%,18.309859%,15.492958%,16.901408%,35.211268%,0.000000%,8.450704%,2.816901%
903,17765,0.000000%,0.905563%,1.164295%,12.160414%,7.503234%,10.478655%,53.298836%,11.125485%,2.069858%,1.293661%
904,15828,0.000000%,0.000000%,4.237288%,8.474576%,17.796610%,20.762712%,38.983051%,5.932203%,2.542373%,1.271186%
905,16217,0.000000%,0.000000%,5.479452%,17.808219%,10.958904%,8.219178%,52.054795%,0.000000%,4.109589%,1.369863%
906,16239,0.196078%,0.000000%,2.047930%,3.594771%,2.004357%,13.311547%,56.209150%,18.257081%,1.111111%,3.267974%
907,16321,0.000000%,0.000000%,0.000000%,8.000000%,2.000000%,10.000000%,72.000000%,8.000000%,0.000000%,0.000000%
908,16322,0.000000%,0.000000%,0.000000%,1.219512%,3.658537%,6.097561%,89.024390%,0.000000%,0.000000%,0.000000%
909,16341,0.428571%,0.000000%,5.285714%,10.642857%,9.857143%,15.000000%,50.428571%,5.714286%,1.428571%,1.214286%
910,16347,0.000000%,0.000000%,2.210275%,10.274791%,11.230585%,13.500597%,55.316607%,5.376344%,1.373955%,0.716846%
911,16351,0.087032%,0.696258%,5.308964%,6.527415%,6.788512%,19.930374%,52.480418%,7.136641%,0.696258%,0.348129%
912,16353,0.777076%,0.242836%,5.099563%,8.644973%,7.819330%,13.501700%,47.401651%,10.101991%,6.265177%,0.145702%
913,16370,0.000000%,0.000000%,7.971014%,2.898551%,4.347826%,13.768116%,61.594203%,2.898551%,6.521739%,0.000000%
914,17810,1.580949%,0.160096%,2.741645%,5.163098%,5.183110%,21.092656%,48.689214%,8.625175%,3.081849%,3.682209%
915,17829,0.000000%,0.636943%,0.000000%,6.369427%,7.006369%,7.643312%,60.509554%,10.191083%,7.643312%,0.000000%
916,17835,0.000000%,4.368932%,0.000000%,0.970874%,8.737864%,15.533981%,57.766990%,9.708738%,1.456311%,1.456311%
917,17837,5.081251%,2.738596%,8.314774%,18.246309%,7.382661%,14.303390%,28.565537%,9.906789%,4.602821%,0.857873%
918,17844,0.566893%,0.325964%,5.087868%,10.770975%,8.928571%,12.429138%,45.252268%,8.333333%,7.128685%,1.176304%
919,17845,0.908456%,0.628931%,2.375961%,5.241090%,6.219427%,13.696716%,51.991614%,11.949686%,6.079665%,0.908456%
920,17855,0.974930%,0.417827%,5.013928%,13.788301%,10.167131%,16.573816%,46.657382%,5.849582%,0.278552%,0.278552%
921,17856,0.000000%,0.000000%,1.295445%,10.614292%,5.098203%,11.993314%,62.097785%,7.605516%,0.000000%,1.295445%
922,17870,2.213985%,2.494490%,4.988980%,14.536165%,8.986175%,13.073532%,40.272490%,9.306752%,3.165698%,0.961731%
923,17880,0.000000%,0.000000%,0.000000%,11.250000%,3.750000%,1.250000%,40.000000%,43.750000%,0.000000%,0.000000%
924,17885,0.000000%,0.000000%,2.222222%,2.222222%,8.888889%,11.111111%,75.555556%,0.000000%,0.000000%,0.000000%
925,17886,0.000000%,4.161248%,5.721717%,12.873862%,5.721717%,14.044213%,46.163849%,8.842653%,2.470741%,0.000000%
926,17887,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,21.074380%,54.132231%,24.793388%,0.000000%,0.000000%
927,17889,1.173333%,1.226667%,8.053333%,16.480000%,8.426667%,13.866667%,37.226667%,4.640000%,7.786667%,1.120000%
928,17003,0.502444%,1.344378%,7.808256%,13.756111%,6.626833%,14.000543%,44.948398%,6.124389%,4.046714%,0.841934%
929,17010,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,48.529412%,51.470588%,0.000000%,0.000000%
930,17016,2.214022%,2.091021%,6.273063%,8.856089%,0.000000%,9.717097%,66.789668%,2.952030%,1.107011%,0.000000%
931,17026,0.000000%,0.353357%,2.787593%,10.286612%,8.559089%,17.667845%,45.975658%,11.032587%,1.806046%,1.531213%
932,17028,1.088589%,3.003003%,5.255255%,9.947447%,9.572072%,13.776276%,45.457958%,10.885886%,0.788288%,0.225225%
933,17033,3.527670%,6.783982%,12.350958%,25.647562%,8.214785%,12.688101%,24.274320%,2.631363%,1.430803%,2.450456%
934,17038,0.390891%,0.050986%,3.025153%,8.922502%,10.622026%,18.830727%,48.759347%,6.560163%,1.733515%,1.104691%
935,17039,0.000000%,0.000000%,0.000000%,12.000000%,0.000000%,0.000000%,34.666667%,21.333333%,32.000000%,0.000000%
936,17041,0.000000%,0.000000%,0.000000%,13.333333%,27.777778%,15.555556%,43.333333%,0.000000%,0.000000%,0.000000%
937,17042,0.800554%,2.240012%,6.870141%,14.533138%,6.650758%,16.784697%,40.393349%,7.528289%,3.048264%,1.150797%
938,17046,0.174031%,0.720294%,3.002030%,6.859712%,6.787199%,15.696606%,46.185826%,13.820942%,5.080731%,1.672629%
939,17064,6.109325%,9.003215%,28.135048%,18.971061%,1.607717%,13.987138%,17.363344%,0.321543%,4.501608%,0.000000%
940,17067,0.555441%,0.246863%,4.227525%,7.128163%,7.354454%,12.620860%,48.364534%,12.250566%,5.142975%,2.108620%
941,17073,0.264550%,1.763668%,1.910641%,8.083480%,4.174015%,13.991770%,46.061141%,14.785420%,7.025279%,1.940035%
942,17077,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,39.344262%,60.655738%,0.000000%,0.000000%,0.000000%
943,17078,0.852962%,2.388295%,9.080769%,20.851650%,7.722590%,16.173479%,36.080310%,4.979988%,1.614067%,0.255889%
944,17083,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,0.000000%,100.000000%,0.000000%,0.000000%,0.000000%
945,17087,0.151899%,0.354430%,2.936709%,10.430380%,6.329114%,14.784810%,48.253165%,11.088608%,4.860759%,0.810127%
946,17088,1.708075%,0.000000%,0.000000%,11.180124%,6.211180%,7.298137%,52.795031%,11.180124%,8.540373%,1.086957%
947,17545,0.494792%,0.839844%,5.240885%,15.813802%,7.180990%,12.636719%,44.544271%,8.535156%,4.401042%,0.312500%
948,17963,0.257927%,0.242755%,4.339250%,8.375057%,9.664694%,15.505993%,48.353816%,9.103323%,3.034441%,1.122743%
949,19551,0.580431%,0.497512%,6.080708%,13.349917%,8.264234%,16.832504%,43.559978%,8.043118%,2.128248%,0.663350%
950,15012,0.747976%,1.627948%,8.034143%,13.032383%,12.750792%,16.050686%,41.913059%,4.619852%,0.695178%,0.527983%
951,15401,0.379207%,1.026843%,3.579037%,12.138901%,10.097997%,14.098850%,47.550064%,7.166596%,2.726885%,1.235620%
952,15410,0.000000%,0.000000%,7.860262%,1.746725%,6.259098%,13.245997%,57.787482%,10.334789%,2.765648%,0.000000%
