,County,Doctorate F,Professional F,Masters F,Bachelor F,Associate F,Some College F,High School F,Some HS F,Less than HS F,None F
1347,19312,4.207%,4.516%,23.960%,47.231%,3.732%,7.369%,7.369%,1.284%,0.000%,0.333%
1348,19317,3.433%,6.809%,24.539%,30.298%,6.326%,11.943%,15.234%,0.511%,0.908%,0.000%
1349,19319,12.329%,27.397%,60.274%,0.000000%,0.000%,0.000%,22.500%,37.500%,83.333333%,0.000000%
1350,19342,2.594%,2.760%,16.503%,32.510%,5.989%,12.778%,24.852%,1.352%,0.649%,0.014%
1351,19373,0.578%,2.527%,14.657%,31.408%,4.404%,13.430%,23.827%,8.592%,0.578%,0.000%
1352,19382,3.321%,2.502%,17.186%,33.716%,7.560%,15.252%,16.612%,2.240%,1.093%,0.519%
1353,17756,0.071%,0.892%,6.758%,8.951%,9.807%,16.405%,40.942%,11.341%,3.174%,1.658%
1354,17772,1.587%,0.794%,6.009%,7.370%,9.637%,12.698%,48.413%,8.844%,3.628%,1.020%
1355,17777,0.639%,0.000%,5.528%,11.395%,8.274%,11.433%,50.884%,8.199%,2.933%,0.715%
1356,17815,1.780%,0.743%,7.690%,16.384%,8.192%,15.303%,42.480%,5.265%,1.333%,0.830%
1357,17820,0.384%,0.480%,6.574%,18.426%,8.397%,14.635%,42.850%,6.094%,1.583%,0.576%
1358,17821,1.324%,2.535%,8.704%,16.169%,6.704%,14.225%,40.451%,6.676%,2.507%,0.704%
1359,17822,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1360,17847,0.403%,0.828%,5.503%,8.993%,9.306%,11.051%,48.479%,12.282%,2.685%,0.470%
1361,17884,4.808%,9.615%,4.808%,3.846%,63.462%,9.615%,3.846%,0.000000%,-100.000000%,-100.000000%
1362,18407,0.249%,0.709%,6.492%,11.988%,9.881%,16.622%,43.949%,6.875%,2.566%,0.670%
1363,18413,0.000%,5.102%,46.939%,47.959%,0.000000%,-100.000000%,-100.000000%,-100.000000%,-100.000000%,38.415%
1364,18419,0.837%,0.386%,9.974%,18.468%,9.717%,16.474%,38.674%,5.084%,0.386%,0.000%
1365,18421,0.000%,0.900%,4.498%,14.793%,6.997%,16.242%,48.426%,5.147%,2.499%,0.500%
1366,18430,100.000%,-100.000000%,0.000000%,0.000000%,0.000000%,12.313400%,10.459911%,6.222222%,33.644618%,28.888889%
1367,18441,5.128%,3.419%,0.000%,13.675%,62.393%,15.385%,0.000000%,-100.000000%,-100.000000%,16.871882%
1368,18446,0.000%,2.686%,5.449%,11.972%,11.819%,14.889%,45.664%,6.600%,0.691%,0.230%
1369,18465,0.000%,0.402%,7.028%,12.450%,10.643%,20.884%,37.550%,6.426%,4.016%,0.602%
1370,18470,0.293%,1.171%,10.395%,17.862%,10.102%,13.616%,41.435%,5.124%,0.000%,12.270804%
1371,18623,0.200%,2.605%,6.713%,9.419%,14.228%,53.908%,11.323%,1.603%,0.000%,4.342723%
1372,18630,0.818%,0.545%,3.273%,8.364%,5.545%,19.000%,56.364%,5.818%,0.000%,0.273%
1373,18801,1.143%,0.751%,5.650%,12.737%,13.194%,18.975%,41.248%,5.160%,1.012%,0.131%
1374,18812,0.521%,0.000%,11.285%,14.931%,14.063%,18.576%,35.590%,4.514%,0.000%,0.521%
1375,18816,0.000%,0.000%,22.500%,20.000%,47.500%,10.000%,0.000%,11.627907%,-100.000000%,-31.054985%
1376,18818,0.621%,0.414%,7.039%,10.352%,9.524%,18.219%,37.681%,11.387%,3.727%,1.035%
1377,18821,0.000%,7.009%,6.308%,5.140%,12.150%,60.047%,7.243%,1.636%,0.467%,3.013699%
1378,18822,0.000%,0.698%,3.724%,10.784%,8.456%,13.499%,49.341%,8.611%,3.801%,1.086%
1379,18823,3.191%,6.383%,15.957%,12.766%,44.681%,3.191%,13.830%,10.909091%,-69.957638%,-35.317041%
1380,18824,0.000%,0.414%,7.453%,8.489%,9.524%,18.634%,48.033%,5.797%,1.656%,3.539823%
1381,18825,0.000%,0.000%,31.707%,14.634%,7.317%,36.585%,0.000%,9.756%,20.000000%,96.348295%
1382,18826,3.066%,0.000%,6.133%,9.370%,9.029%,20.784%,46.337%,3.918%,1.363%,7.707510%
1383,18828,0.000%,1.099%,4.396%,18.681%,16.484%,56.044%,3.297%,0.000%,3.478261%,9.955045%
1384,18830,0.000%,0.769%,5.769%,5.385%,13.462%,23.077%,37.692%,11.538%,1.154%,1.154%
1385,18834,0.000%,1.337%,4.261%,11.947%,10.192%,15.372%,47.870%,6.850%,1.671%,0.501%
1386,18842,0.000%,11.504%,10.619%,38.053%,37.168%,2.655%,5.600000%,274.846746%,-66.796081%,55.829177%
1387,18843,0.000%,37.288%,47.458%,0.000000%,331.196257%,-100.000000%,-100.000000%,-100.000000%,"1,000.000000%",38.696%
1388,18844,0.000%,1.393%,4.735%,9.610%,7.939%,20.474%,46.240%,8.217%,0.418%,0.975%
1389,18847,0.487%,0.828%,6.767%,9.104%,8.617%,20.351%,43.427%,8.471%,1.217%,0.730%
1390,18041,0.000%,0.304%,7.797%,18.430%,12.101%,14.835%,40.658%,3.595%,2.278%,0.000%
1391,18054,0.936%,0.736%,7.023%,17.926%,10.234%,19.732%,40.602%,2.341%,0.468%,0.000%
1392,18070,6.267%,4.632%,8.447%,13.896%,66.757%,0.000%,0.000000%,-100.000000%,-100.000000%,-27.751927%
1393,18073,0.468%,0.497%,11.641%,21.995%,10.091%,19.479%,29.014%,4.563%,1.638%,0.614%
1394,18074,0.905%,1.222%,13.400%,25.306%,7.696%,15.890%,27.569%,6.292%,1.358%,0.362%
1395,18076,0.000%,5.390%,7.714%,16.078%,9.201%,10.967%,38.941%,8.922%,2.323%,0.465%
1396,18915,4.730%,10.811%,9.459%,17.568%,22.297%,31.419%,3.716%,12.643678%,-100.000000%,-25.032202%
1397,18936,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1398,18964,0.498%,0.617%,11.151%,20.669%,8.164%,14.058%,36.101%,6.233%,1.971%,0.538%
1399,18969,0.378%,1.134%,7.850%,19.463%,10.245%,18.185%,33.057%,5.708%,2.827%,1.152%
1400,19001,0.534%,2.103%,14.405%,27.899%,6.496%,17.088%,26.283%,3.923%,0.753%,0.518%
1401,19002,2.644%,5.425%,20.440%,30.894%,7.188%,11.417%,18.038%,2.903%,0.590%,0.461%
1402,19003,3.177%,5.565%,26.325%,29.583%,5.484%,12.809%,11.635%,1.558%,3.238%,0.627%
1403,19004,7.176%,9.743%,22.468%,33.343%,3.229%,7.894%,13.331%,1.794%,0.524%,0.497%
1404,19006,1.763%,3.632%,14.326%,29.055%,7.429%,12.777%,24.808%,4.318%,1.396%,0.497%
1405,19009,5.578%,0.000%,18.327%,32.271%,15.538%,19.124%,9.163%,0.000%,0.000%,30.468750%
1406,19010,5.667%,9.539%,20.768%,30.604%,5.771%,11.215%,14.019%,1.528%,0.549%,0.341%
1407,19012,1.343%,5.016%,17.465%,24.048%,10.300%,17.421%,18.630%,4.075%,1.120%,0.582%
1408,19025,0.997%,3.440%,22.233%,38.385%,7.727%,9.771%,14.158%,0.000%,3.290%,40.091901%
1409,19027,3.399%,4.451%,20.736%,21.814%,9.385%,15.853%,20.977%,1.928%,1.015%,0.444%
1410,19031,0.844%,4.167%,19.989%,30.538%,9.019%,10.496%,19.673%,3.639%,1.635%,0.000%
1411,19034,2.984%,4.827%,19.746%,36.639%,5.485%,10.048%,15.621%,2.940%,1.404%,0.307%
1412,19035,4.433%,12.540%,18.746%,36.985%,3.610%,7.790%,14.440%,0.253%,1.203%,31.236284%
1413,19038,2.931%,2.553%,20.501%,27.005%,6.305%,14.540%,21.403%,2.949%,1.272%,0.541%
1414,19040,0.327%,0.823%,11.745%,20.499%,9.747%,18.605%,32.963%,3.358%,1.633%,0.300%
1415,19041,5.689%,7.314%,22.840%,39.179%,4.577%,8.255%,9.923%,0.855%,0.813%,0.556%
1416,19044,1.720%,2.826%,14.587%,23.872%,9.040%,18.290%,23.872%,4.371%,1.246%,0.176%
1417,19046,3.789%,3.714%,21.075%,29.997%,7.020%,12.107%,19.746%,2.129%,0.362%,0.060%
1418,19066,7.587%,14.120%,37.355%,26.027%,3.161%,7.745%,2.476%,1.054%,0.474%,23.287671%
1419,19072,9.289%,9.477%,26.792%,29.691%,4.456%,7.114%,10.604%,2.336%,0.242%,30.329523%
1420,19075,2.771%,1.623%,18.250%,30.325%,6.255%,16.033%,23.674%,0.713%,0.000%,0.356%
1421,19083,2.128%,2.897%,18.142%,27.322%,8.776%,12.084%,25.932%,1.685%,0.753%,0.280%
1422,19085,6.940%,7.432%,18.525%,44.426%,4.098%,9.180%,8.798%,0.601%,0.000%,0.000%
1423,19087,3.928%,5.825%,23.562%,39.257%,5.124%,9.736%,10.455%,1.115%,0.710%,0.288%
1424,19090,0.776%,1.034%,11.897%,20.647%,9.914%,19.928%,29.943%,4.382%,1.006%,0.474%
1425,19095,1.820%,2.657%,17.983%,30.433%,8.045%,15.399%,17.073%,3.495%,2.876%,0.218%
1426,19096,6.851%,7.992%,33.111%,28.544%,4.282%,9.058%,8.792%,0.780%,0.438%,0.152%
1427,19118,5.662%,7.510%,24.497%,30.253%,4.857%,9.453%,13.220%,3.719%,0.592%,0.237%
1428,19150,0.629%,0.581%,10.594%,17.992%,10.109%,24.150%,28.527%,5.926%,1.162%,0.329%
1429,19401,1.365%,0.524%,7.739%,14.817%,6.761%,17.698%,34.873%,9.724%,4.721%,1.778%
1430,19403,1.930%,1.902%,15.179%,28.439%,6.138%,15.219%,25.290%,3.268%,2.175%,0.461%
1431,19405,3.175%,0.000%,12.217%,14.526%,7.504%,17.845%,31.217%,7.696%,3.127%,2.694%
1432,19406,1.844%,2.619%,15.614%,29.294%,6.936%,13.871%,24.427%,3.125%,1.810%,0.461%
1433,19422,3.307%,4.077%,22.040%,27.112%,6.277%,12.582%,22.236%,0.560%,1.387%,0.420%
1434,19426,1.317%,2.701%,17.118%,32.793%,8.112%,16.772%,19.465%,0.861%,0.701%,0.160%
1435,19428,2.704%,2.020%,14.792%,31.605%,5.090%,14.236%,24.893%,3.865%,0.716%,0.080%
1436,19435,17.857%,16.071%,16.071%,0.000000%,48.889%,0.000%,50.000%,0.000%,100.000%,100.000%
1437,19436,5.030%,0.000%,33.728%,25.444%,4.438%,21.598%,6.509%,3.254%,11.538462%,10.914%
1438,19437,0.000%,40.357%,28.571%,13.214%,5.000%,10.000%,23.404255%,28.112%,23.404%,50.000%
1439,19438,2.309%,1.528%,17.680%,26.520%,6.769%,16.287%,25.037%,2.694%,0.736%,0.441%
1440,19440,0.630%,1.186%,12.128%,21.780%,11.438%,12.053%,30.426%,6.334%,3.032%,0.991%
1441,19444,2.132%,3.860%,24.978%,31.890%,4.735%,13.173%,16.068%,2.446%,0.718%,0.000%
1442,19446,1.760%,2.162%,12.730%,28.200%,8.476%,14.426%,25.937%,3.788%,1.741%,0.781%
1443,19453,1.832%,15.751%,11.722%,18.315%,5.311%,47.070%,0.000%,13.526570%,-11.682694%,-19.797297%
1444,19454,2.779%,4.088%,14.250%,30.281%,9.227%,14.019%,21.322%,2.681%,1.354%,0.000%
1445,19456,5.792%,13.900%,15.058%,22.780%,0.000%,13.514%,28.958%,0.000%,18.113208%,-100.000000%
1446,19460,1.533%,1.648%,17.743%,33.696%,6.707%,10.334%,24.882%,2.492%,0.608%,0.358%
1447,19462,1.661%,3.221%,14.240%,24.580%,9.527%,14.850%,24.055%,5.543%,1.119%,1.204%
1448,19464,0.447%,0.478%,8.628%,15.732%,11.052%,16.663%,36.252%,7.793%,1.542%,1.415%
1449,19468,0.436%,0.871%,12.289%,27.243%,9.686%,18.739%,26.651%,3.350%,0.622%,0.114%
1450,19472,11.614335%,8.270217%,4.969311%,37.700661%,33.644618%,29.333279%,6.616775%,3.884861%,2.195467%,0.000000%
1451,19473,3.152%,0.775%,13.572%,23.751%,9.731%,18.550%,25.749%,3.772%,0.568%,0.379%
1452,19474,0.000%,4.461%,25.279%,0.000%,40.149%,30.112%,0.000%,85.833333%,-35.365291%,408.929117%
1453,19477,5.000%,5.000%,10.000%,5.000%,0.000%,11.250%,48.750%,5.000%,10.000%,0.000000%
1454,19492,1.136%,0.000%,3.788%,24.621%,0.000%,0.758%,53.030%,13.636%,2.273%,0.758%
1455,19504,0.318%,0.424%,11.064%,18.422%,12.705%,12.599%,40.445%,3.070%,0.688%,0.265%
1456,19505,0.000%,0.253%,5.987%,9.696%,14.418%,12.057%,46.543%,7.757%,2.867%,0.422%
1457,19512,0.836%,0.186%,6.457%,14.277%,8.718%,16.336%,42.103%,8.207%,2.090%,0.790%
1458,19525,0.255%,1.402%,9.925%,26.862%,10.909%,15.789%,30.140%,3.351%,1.074%,0.291%
1459,15003,0.184%,0.803%,4.085%,14.023%,10.971%,22.011%,39.247%,6.679%,1.607%,0.390%
1460,15005,1.514%,1.279%,10.836%,18.668%,6.658%,16.005%,39.661%,5.013%,0.366%,0.000%
1461,15006,15.315%,30.631%,18.018%,26.126%,6.097561%,427.562087%,-63.845907%,-100.000000%,15.949469%,"1,000.000000%"
1462,15007,56.180%,14.607%,29.213%,56.944444%,10.914%,16.865%,20.968%,43.678%,79.268293%,0.000000%
1463,15014,0.000%,0.914%,6.395%,11.296%,12.209%,20.349%,43.439%,4.319%,0.664%,0.415%
1464,15015,4.867%,3.097%,19.690%,38.938%,11.504%,7.301%,13.496%,1.106%,39.195980%,190.886364%
1465,15017,0.534%,1.944%,8.932%,25.979%,8.145%,15.593%,32.982%,3.828%,0.534%,1.528%
1466,15018,0.000%,9.020%,3.922%,6.275%,7.451%,70.196%,3.137%,0.000000%,-100.000000%,-100.000000%
1467,15020,11.828%,0.000%,34.409%,0.000%,53.763%,0.000%,20.625000%,0.000%,20.625%,0.000%
1468,15024,0.835%,1.526%,7.805%,17.771%,13.623%,17.252%,34.505%,4.983%,1.526%,0.173%
1469,15025,0.401%,1.204%,7.978%,19.021%,13.178%,17.432%,35.554%,3.499%,0.610%,1.124%
1470,15026,0.000%,0.335%,4.271%,10.469%,15.578%,23.367%,42.295%,2.931%,0.586%,0.168%
1471,15028,5.085%,10.169%,6.780%,25.424%,45.763%,5.085%,1.695%,0.000%,10.714286%,-100.000000%
1472,15030,0.000%,2.882%,14.121%,12.968%,21.614%,40.058%,4.899%,3.458%,0.000%,10.862620%
1473,15031,13.402%,4.639%,18.041%,34.021%,29.897%,0.000%,0.000000%,-100.000000%,-100.000000%,-100.000000%
1474,15034,3.922%,14.379%,12.288%,20.654%,43.268%,4.314%,0.523%,0.654%,16.723549%,-47.819360%
1475,15035,0.000%,0.360%,6.122%,4.322%,16.807%,22.209%,46.098%,2.521%,0.960%,0.600%
1476,15037,0.505%,0.620%,6.198%,15.817%,15.174%,20.432%,36.662%,3.191%,0.987%,0.413%
1477,15044,0.739%,2.043%,17.889%,30.875%,9.426%,11.304%,23.774%,2.228%,1.488%,0.233%
1478,15045,0.000%,0.000%,1.879%,10.041%,11.744%,20.963%,44.862%,4.932%,3.406%,2.173%
1479,15046,0.991%,1.288%,8.325%,18.533%,12.289%,18.434%,32.012%,7.037%,0.595%,0.496%
1480,15047,43.333%,56.667%,100.000000%,-100.000000%,492.927127%,367.487530%,-100.000000%,100.000%,0.000000%,0.000000%
1481,15049,0.976%,2.927%,11.220%,13.902%,21.707%,43.171%,4.878%,0.000%,1.220%,4.800000%
1482,15051,3.571%,13.265%,25.510%,5.102%,15.306%,26.531%,10.714%,0.000%,32.031250%,-100.000000%
1483,15056,1.940%,2.155%,5.388%,22.629%,9.483%,20.259%,29.957%,6.681%,0.862%,0.647%
1484,15057,0.428%,0.242%,11.016%,22.386%,10.960%,12.449%,35.653%,5.136%,0.763%,0.968%
1485,15063,0.135%,1.851%,8.488%,14.560%,11.242%,14.176%,40.993%,6.637%,1.084%,0.835%
1486,15064,9.615%,0.000%,27.885%,0.000%,62.500%,0.000%,0.000000%,-100.000000%,-100.000000%,-100.000000%
1487,15065,0.200%,0.466%,6.918%,15.721%,12.084%,17.095%,41.419%,5.255%,0.532%,0.310%
1488,15068,0.439%,0.533%,7.056%,16.420%,11.431%,16.400%,39.410%,5.773%,1.283%,1.256%
1489,15071,1.387%,2.170%,8.729%,22.679%,11.478%,16.171%,31.584%,5.045%,0.580%,0.177%
1490,15075,11.458%,48.958%,0.000000%,-100.000000%,-100.000000%,-100.000000%,40.994555%,"-1,000.000000%",100.000%,69.811321%
1491,15076,0.000%,10.386%,19.881%,14.540%,27.596%,27.596%,0.000%,0.000%,10.233918%,-100.000000%
1492,15082,45.455%,27.273%,0.000000%,10.914%,21.391%,100.000000%,0.000000%,13.935970%,11.614335%,7.130926%
1493,15084,0.411%,0.000%,5.126%,14.912%,12.226%,15.515%,43.750%,6.469%,0.905%,0.685%
1494,15085,0.653%,0.000%,9.005%,21.272%,12.626%,14.388%,37.977%,3.491%,0.228%,0.359%
1495,15086,67.308%,0.000%,0.000%,0.000%,0.000000%,-100.000000%,-100.000000%,367.487530%,87.003304%,0.000000%
1496,15088,2.339%,9.942%,15.789%,23.392%,32.164%,15.205%,1.170%,8.163265%,-15.419196%,-51.597786%
1497,15089,0.844%,1.446%,3.536%,16.272%,9.803%,21.495%,38.288%,7.272%,1.045%,13.962264%
1498,15090,4.579%,4.508%,21.252%,32.659%,8.792%,11.738%,14.827%,0.757%,0.379%,0.509%
1499,15101,2.786%,2.875%,14.286%,26.360%,9.011%,15.502%,24.525%,3.030%,0.940%,0.686%
1500,15102,1.787%,1.753%,12.404%,26.587%,9.546%,15.552%,27.710%,3.275%,0.766%,0.621%
1501,15104,0.153%,1.318%,2.942%,8.796%,12.626%,20.349%,40.331%,8.949%,3.739%,0.797%
1502,15106,0.718%,1.462%,6.168%,20.178%,11.751%,16.815%,38.495%,3.363%,0.705%,0.346%
1503,15108,1.217%,1.867%,11.917%,25.842%,10.523%,14.818%,26.255%,4.301%,0.893%,2.367%
1504,15110,0.000%,2.841%,4.314%,5.839%,8.680%,18.359%,47.291%,8.101%,1.894%,2.683%
1505,15112,0.552%,0.631%,3.628%,14.038%,10.962%,19.322%,44.479%,4.890%,1.025%,0.473%
1506,15116,1.310%,2.218%,15.942%,22.368%,8.434%,12.729%,33.770%,2.864%,0.000%,0.367%
1507,15120,0.860%,1.664%,7.434%,11.581%,14.438%,18.807%,38.419%,5.021%,1.595%,0.180%
1508,15122,0.392%,0.380%,4.927%,13.960%,15.173%,20.358%,38.902%,4.302%,1.226%,0.380%
1509,15126,1.060%,0.417%,11.435%,27.906%,10.034%,16.433%,25.937%,5.225%,1.136%,0.417%
1510,15129,1.048%,0.171%,11.967%,20.717%,14.867%,15.793%,32.562%,2.340%,0.000%,0.536%
1511,15131,0.307%,0.000%,8.175%,14.788%,6.334%,17.215%,48.103%,4.715%,0.363%,0.000%
1512,15132,0.084%,0.132%,4.096%,8.347%,10.617%,22.556%,42.001%,8.552%,2.090%,1.525%
1513,15133,0.156%,4.051%,10.323%,14.881%,25.711%,36.034%,7.363%,1.169%,0.312%,11.412194%
1514,15135,0.000%,0.722%,6.585%,10.916%,16.554%,20.974%,39.107%,5.142%,7.298721%,-19.446853%
1515,15136,0.465%,0.967%,7.862%,16.079%,8.854%,17.769%,38.807%,7.568%,0.784%,0.845%
1516,15137,0.230%,0.870%,3.555%,10.946%,17.059%,14.962%,46.701%,5.141%,0.307%,0.230%
1517,15139,2.796%,4.194%,12.373%,24.397%,7.760%,15.344%,26.389%,4.089%,1.398%,1.258%
1518,15140,0.550%,8.255%,9.355%,13.915%,23.192%,38.050%,5.503%,0.000%,1.179%,8.630610%
1519,15142,9.221%,18.852%,36.475%,8.811%,7.582%,19.057%,0.000%,26.627219%,427.400654%,57.880004%
1520,15143,3.028%,4.689%,18.850%,33.508%,6.632%,10.906%,19.065%,1.581%,1.179%,0.563%
1521,15144,0.813%,0.290%,5.688%,13.755%,14.568%,17.586%,41.033%,5.514%,0.754%,10.635452%
1522,15145,0.585%,0.000%,8.376%,8.413%,9.620%,23.153%,42.099%,6.767%,0.622%,0.366%
1523,15146,1.880%,1.642%,9.371%,22.756%,11.523%,17.759%,29.905%,3.135%,1.440%,0.588%
1524,15147,1.365%,0.924%,9.235%,18.084%,11.688%,18.236%,31.757%,6.272%,1.971%,0.469%
1525,15148,0.617%,1.336%,8.119%,8.119%,19.424%,48.510%,8.530%,2.055%,3.289%,5.984252%
1526,15201,2.309%,3.956%,16.260%,25.194%,7.931%,16.184%,20.083%,6.398%,0.625%,1.060%
1527,15202,1.584%,2.223%,11.556%,22.891%,11.310%,17.500%,28.147%,3.610%,0.700%,0.479%
1528,15203,4.345%,5.662%,13.782%,24.252%,7.728%,9.793%,28.134%,5.057%,0.855%,0.392%
1529,15204,0.160%,0.000%,6.486%,12.556%,12.428%,23.099%,35.240%,7.636%,0.895%,1.502%
1530,15205,0.439%,0.694%,7.876%,24.494%,9.367%,15.150%,35.249%,3.608%,1.122%,2.001%
1531,15206,3.349%,4.471%,16.960%,20.901%,8.000%,17.211%,21.934%,5.252%,1.221%,0.700%
1532,15207,0.965%,1.867%,7.529%,15.352%,10.927%,18.163%,36.577%,7.341%,0.419%,0.860%
1533,15208,6.518%,3.325%,15.314%,16.937%,10.654%,19.110%,20.419%,6.466%,1.126%,0.131%
1534,15209,0.909%,0.994%,8.309%,17.822%,11.628%,18.436%,36.004%,4.630%,0.127%,1.142%
1535,15210,0.266%,0.170%,5.281%,9.284%,9.689%,19.389%,43.143%,9.391%,1.501%,1.885%
1536,15211,2.242%,2.093%,10.189%,25.710%,10.314%,17.813%,26.831%,3.886%,0.698%,0.224%
1537,15212,0.728%,1.689%,8.284%,17.204%,9.376%,18.368%,35.086%,6.139%,1.204%,1.922%
1538,15213,6.392%,4.964%,23.133%,25.544%,3.489%,13.229%,15.172%,4.285%,2.693%,1.100%
1539,15214,2.040%,1.150%,7.343%,17.875%,9.568%,14.649%,37.790%,8.307%,0.872%,0.408%
1540,15215,1.888%,6.494%,17.303%,25.394%,7.116%,13.361%,21.805%,4.253%,1.763%,0.622%
1541,15216,0.875%,2.636%,11.225%,27.469%,8.658%,15.888%,27.205%,2.970%,1.980%,1.094%
1542,15217,9.212%,6.515%,25.401%,30.027%,4.084%,9.123%,12.794%,1.762%,0.896%,0.187%
1543,15218,4.155%,3.409%,18.892%,21.129%,9.925%,13.743%,24.645%,2.255%,0.355%,1.491%
1544,15219,0.571%,1.642%,5.877%,10.207%,10.873%,22.841%,32.857%,11.563%,2.260%,1.309%
1545,15220,0.852%,2.513%,12.892%,25.557%,10.478%,14.695%,26.764%,4.203%,1.576%,0.469%
1546,15221,1.885%,1.624%,12.373%,20.279%,9.684%,20.478%,27.059%,4.773%,1.195%,0.651%
1547,15222,1.240%,16.202%,24.651%,23.643%,7.752%,12.403%,12.868%,1.240%,0.000%,27.741935%
1548,15223,1.334%,0.852%,3.966%,19.718%,17.791%,20.941%,30.875%,3.039%,1.483%,0.000%
1549,15224,3.235%,3.006%,13.102%,20.307%,7.710%,16.682%,27.788%,5.782%,1.652%,0.734%
1550,15225,4.425%,9.956%,13.496%,9.292%,52.655%,8.628%,1.549%,0.000%,9.221902%,-8.370795%
1551,15226,0.980%,1.257%,9.150%,19.797%,8.872%,18.170%,33.882%,5.582%,2.070%,0.240%
1552,15227,0.543%,0.452%,7.265%,17.280%,13.155%,17.434%,34.353%,5.664%,2.316%,1.538%
1553,15228,4.417%,4.583%,24.444%,34.866%,6.202%,9.015%,14.567%,0.620%,0.545%,0.741%
1554,15229,0.749%,1.853%,9.338%,24.195%,15.064%,13.548%,29.585%,4.023%,1.010%,0.636%
1555,15232,9.518%,8.615%,24.757%,38.027%,1.853%,6.322%,7.874%,1.482%,1.366%,0.185%
1556,15233,0.689%,2.526%,8.726%,20.551%,11.481%,29.966%,21.010%,5.052%,0.000%,0.000%
1557,15234,1.012%,0.883%,8.151%,23.441%,8.445%,14.756%,36.762%,3.533%,2.337%,0.681%
1558,15235,2.067%,1.453%,11.918%,18.855%,10.581%,23.017%,27.596%,3.315%,0.665%,0.533%
1559,15236,0.793%,0.430%,10.448%,19.808%,10.988%,16.896%,36.391%,2.296%,1.629%,0.321%
1560,15237,1.425%,2.618%,18.190%,25.618%,7.853%,15.200%,24.030%,3.083%,1.402%,0.582%
1561,15238,6.159%,7.048%,19.927%,24.619%,7.337%,12.184%,18.382%,2.163%,1.564%,0.618%
1562,15239,0.540%,1.004%,10.013%,21.581%,13.965%,16.311%,31.882%,3.513%,1.192%,0.000%
1563,15241,1.994%,5.767%,19.615%,35.256%,7.747%,13.393%,14.651%,0.482%,0.656%,0.442%
1564,15243,2.671%,2.918%,16.908%,31.907%,6.367%,12.080%,22.993%,2.759%,0.088%,1.309%
1565,15260,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1566,15290,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1567,15332,0.000%,0.680%,6.117%,16.602%,13.430%,13.010%,45.761%,4.207%,0.097%,0.097%
1568,15642,0.556%,0.568%,9.662%,22.191%,12.019%,17.406%,32.941%,3.742%,0.701%,0.214%
1569,15668,2.513%,3.161%,16.372%,27.699%,8.225%,14.704%,24.833%,2.238%,0.255%,0.000%
1570,16046,1.212%,2.369%,19.041%,39.258%,7.069%,10.081%,19.133%,1.396%,0.331%,0.110%
1571,16055,0.149%,1.277%,10.339%,16.102%,10.636%,17.053%,40.790%,2.258%,0.089%,1.307%
1572,16059,0.134%,1.602%,16.956%,21.762%,6.342%,17.724%,32.176%,2.437%,0.868%,22.457120%
1573,18013,0.322%,0.659%,4.717%,15.132%,11.702%,19.926%,35.610%,7.597%,3.461%,0.873%
1574,18014,0.537%,0.980%,4.945%,11.267%,10.987%,19.991%,41.358%,7.348%,1.913%,0.676%
1575,18015,1.027%,1.359%,9.827%,15.202%,9.225%,15.876%,32.240%,9.111%,5.406%,0.726%
1576,18017,1.357%,1.228%,10.827%,18.581%,9.124%,18.052%,30.378%,6.248%,2.808%,1.397%
1577,18018,1.289%,1.178%,10.349%,14.482%,8.607%,20.997%,33.242%,7.147%,1.844%,0.862%
1578,18020,0.854%,1.799%,9.189%,21.341%,11.803%,17.639%,31.694%,4.154%,0.764%,0.764%
1579,18032,0.086%,0.627%,8.523%,11.146%,11.631%,21.950%,39.510%,4.219%,1.083%,1.226%
1580,18035,20.455%,0.000%,20.455%,0.000%,59.091%,0.000%,23.076923%,10.914%,16.865%,0.000%
1581,18038,0.817%,0.613%,5.107%,18.080%,9.193%,12.972%,43.514%,9.704%,0.000%,0.000%
1582,18040,1.092%,1.965%,11.134%,26.919%,11.940%,15.483%,27.775%,3.090%,0.369%,0.235%
1583,18042,0.806%,0.779%,6.952%,12.843%,7.382%,21.824%,37.267%,6.899%,4.118%,1.129%
1584,18045,1.018%,1.428%,9.089%,20.139%,8.651%,18.778%,34.168%,3.464%,2.522%,0.742%
1585,18055,1.614%,1.165%,7.082%,18.489%,11.900%,15.666%,37.987%,4.281%,0.740%,1.076%
1586,18063,15.421%,0.000%,16.822%,67.757%,0.000%,30.526316%,-100.000000%,80.998807%,12.841818%,-100.000000%
1587,18064,0.976%,0.472%,8.738%,20.749%,10.668%,12.934%,34.837%,6.630%,3.535%,0.462%
1588,18067,0.926%,1.131%,5.583%,16.647%,11.431%,18.587%,37.775%,5.671%,1.646%,0.602%
1589,18072,0.000%,0.385%,7.692%,14.701%,7.863%,16.282%,46.368%,4.359%,1.496%,0.855%
1590,18077,1.189%,0.357%,19.738%,23.543%,9.275%,18.312%,24.376%,2.854%,0.357%,25.425532%
