RecordNumber,Zipcode,City,State,Lat,Long
532,727,HACIENDA SAN JOSE,PR,18.23,-66.03
533,727,JARD DE CAGUAS,PR,18.23,-66.03
534,727,MANS DE CIUDAD JARDIN BAIROA,PR,18.23,-66.03
535,727,MANS EL PARAISO,PR,18.23,-66.03
536,727,PARQ DEL MONTE,PR,18.23,-66.03
537,727,PARQ DEL MONTE 2,PR,18.23,-66.03
538,727,PARQ DEL RIO,PR,18.23,-66.03
539,727,PARQ LAS HACIENDAS,PR,18.23,-66.03
540,727,REPTO SAN JOSE,PR,18.23,-66.03
541,727,SECT ALTOS DE LA FUENTE,PR,18.23,-66.03
542,727,URB ALTOMONTE,PR,18.23,-66.03
543,727,URB ALTOS DE LA FUENTE,PR,18.23,-66.03
544,727,URB ARBOLADA,PR,18.23,-66.03
545,727,URB BAIROA GOLDEN GATE II,PR,18.23,-66.03
546,727,URB BAIROA GOLDEN GATES,PR,18.23,-66.03
547,727,URB BAIROA PARK,PR,18.23,-66.03
548,727,URB BONNEVILLE HTS,PR,18.23,-66.03
549,727,URB BONNEVILLE MANOR,PR,18.23,-66.03
550,727,URB BONNEVILLE VLY,PR,18.23,-66.03
551,727,URB DIAMOND VLG,PR,18.23,-66.03
552,727,URB EL VALLE,PR,18.23,-66.03
553,727,URB IDAMARIS GDNS,PR,18.23,-66.03
554,727,URB ISLABELLA,PR,18.23,-66.03
555,727,URB LA RESERVA,PR,18.23,-66.03
556,727,URB LAS NUBES,PR,18.23,-66.03
557,727,URB MIRADOR DE BAIROA,PR,18.23,-66.03
558,727,URB PALMAS DEL TURABO,PR,18.23,-66.03
559,727,URB TERRALINDA,PR,18.23,-66.03
560,727,URB TURABO GDNS,PR,18.23,-66.03
561,727,VALLE TOLIMA,PR,18.23,-66.03
562,727,VALLE VERDE,PR,18.23,-66.03
563,727,VILLA CALIZ,PR,18.23,-66.03
564,727,VILLA DEL REY 3,PR,18.23,-66.03
565,727,VILLA DEL REY 4,PR,18.23,-66.03
566,727,VILLA DEL REY 5,PR,18.23,-66.03
567,727,VILLA ESPERANZA,PR,18.23,-66.03
568,727,VILLA HERMOSA,PR,18.23,-66.03
569,727,VILLA NUEVA,PR,18.23,-66.03
570,627,CAMUY,PR,18.48,-66.84
571,627,ALTS EL MAESTRO,PR,18.48,-66.84
572,627,SECT PENA,PR,18.48,-66.84
573,627,URB DEL CARMEN,PR,18.48,-66.84
574,627,URB LAS VEREDAS,PR,18.48,-66.84
575,627,URB LINDA VISTA,PR,18.48,-66.84
576,627,VISTAS DE CAMUY,PR,18.48,-66.84
577,729,CANOVANAS,PR,18.37,-65.9
578,729,BRISAS DE CANOVANAS,PR,18.37,-65.9
579,729,BRISAS DE LOIZA,PR,18.37,-65.9
580,729,CIUDAD JARDIN DE CANOVANAS,PR,18.37,-65.9
581,729,EST DEL RIO,PR,18.37,-65.9
582,729,EXT VILLAS DE LOIZA,PR,18.37,-65.9
583,729,HACIENDAS DE CANOVANAS,PR,18.37,-65.9
584,729,JARD DE CANOVANAS,PR,18.37,-65.9
585,729,JARD DE PALMAREJO,PR,18.37,-65.9
586,729,PARC CENTRAL,PR,18.37,-65.9
587,729,PARC MONTEVERDE,PR,18.37,-65.9
588,729,PARC SAN ISIDRO,PR,18.37,-65.9
589,729,PARC VILLA DELICIAS,PR,18.37,-65.9
590,729,QTAS DE CANOVANAS,PR,18.37,-65.9
591,729,QTAS JARD DE PARMAREJO,PR,18.37,-65.9
592,729,URB COUNTRY VIEW,PR,18.37,-65.9
593,729,URB DEL PILAR,PR,18.37,-65.9
594,729,URB LAS HACIENDAS CANOVANAS,PR,18.37,-65.9
595,729,URB LAS VEGAS,PR,18.37,-65.9
596,729,URB LOIZA VALLEY,PR,18.37,-65.9
597,729,URB LOS EUCALIPTOS,PR,18.37,-65.9
598,729,URB PUEBLO INDIO,PR,18.37,-65.9
599,729,URB RIVER GDNS,PR,18.37,-65.9
600,729,URB RIVER PLANTATION,PR,18.37,-65.9
601,729,URB RIVER VALLEY,PR,18.37,-65.9
602,729,URB RIVER VALLEY PK,PR,18.37,-65.9
603,729,URB TOWN PK,PR,18.37,-65.9
604,729,URB USUBAL,PR,18.37,-65.9
605,729,VILLAS DE LOIZA,PR,18.37,-65.9
606,729,VILLAS DEL ESTE,PR,18.37,-65.9
607,729,VILLAS DORADAS,PR,18.37,-65.9
608,979,CAROLINA,PR,18.4,-65.98
609,979,EXT VILLAMAR,PR,18.4,-65.98
610,979,ISLA VERDE,PR,18.4,-65.98
611,979,PARQ DE ISLA VERDE,PR,18.4,-65.98
612,979,URB ATLANTIC VIEW,PR,18.4,-65.98
613,979,URB BIASCOCHEA,PR,18.4,-65.98
614,979,URB CAPE SEA VLG,PR,18.4,-65.98
615,979,URB LA MARINA,PR,18.4,-65.98
616,979,URB LOS ANGELES,PR,18.4,-65.98
617,979,URB PALMAR NORTE,PR,18.4,-65.98
618,979,URB PALMAR SUR,PR,18.4,-65.98
619,979,URB VILLAMAR,PR,18.4,-65.98
620,979,VILLA LA MARINA,PR,18.4,-65.98
621,981,CAROLINA,PR,18.4,-65.98
622,981,ISLA VERDE,PR,18.4,-65.98
623,982,CAROLINA,PR,18.4,-65.98
624,982,ALT DE VILLA FONTANA,PR,18.4,-65.98
625,982,ISLA VERDE,PR,18.4,-65.98
626,982,QTAS DE COUNTRY CLUB,PR,18.4,-65.98
627,982,URB COUNTRY CLUB,PR,18.4,-65.98
628,982,URB EL COMANDANTE,PR,18.4,-65.98
629,982,VILLA FLORES,PR,18.4,-65.98
630,983,CAROLINA,PR,18.4,-65.98
631,983,ISLA VERDE,PR,18.4,-65.98
632,983,JARD DE COUNTRY CLUB,PR,18.4,-65.98
633,983,LA CERAMICA IND PARK,PR,18.4,-65.98
634,983,MANS DE VISTAMAR MARINA,PR,18.4,-65.98
635,983,URB BAHIA VISTAMAR,PR,18.4,-65.98
636,983,URB CASTELLANA GDN,PR,18.4,-65.98
637,983,URB CLUB COSTA MARINA 1,PR,18.4,-65.98
638,983,URB CLUB COSTA MARINA 2,PR,18.4,-65.98
639,983,URB EDUARDO J SALDANA,PR,18.4,-65.98
640,983,URB SABANA GDNS,PR,18.4,-65.98
641,983,URB VISTAMAR,PR,18.4,-65.98
642,983,URB VISTAMAR MARINA,PR,18.4,-65.98
643,983,VALLE ARRIBA HTS,PR,18.4,-65.98
644,983,VILLA ASTURIAS,PR,18.4,-65.98
645,983,VILLA FONTANA,PR,18.4,-65.98
646,983,VILLA FONTANA PK,PR,18.4,-65.98
647,983,VILLA VENECIA,PR,18.4,-65.98
648,984,CAROLINA,PR,18.4,-65.98
649,985,CAROLINA,PR,18.4,-65.98
650,985,BDA BUENA VISTA,PR,18.4,-65.98
651,985,BO BUENA VISTA,PR,18.4,-65.98
652,985,BO VILLA CARIDAD,PR,18.4,-65.98
653,985,BO VILLA ESPERANZA,PR,18.4,-65.98
654,985,BO VILLA JUSTICIA,PR,18.4,-65.98
655,985,EST DE SAN FERNANDO,PR,18.4,-65.98
656,985,ISLA VERDE,PR,18.4,-65.98
657,985,JARD DE BORINQUEN,PR,18.4,-65.98
658,985,JARD DE BUENA VISTA,PR,18.4,-65.98
659,985,URB JOSE S QUINONES,PR,18.4,-65.98
660,985,URB ROSA MARIA,PR,18.4,-65.98
661,985,VILLA CAROLINA,PR,18.4,-65.98
662,985,VILLA COOPERATIVA,PR,18.4,-65.98
663,985,VILLAS DEL SOL,PR,18.4,-65.98
664,986,CAROLINA,PR,18.4,-65.98
665,987,CAROLINA,PR,18.4,-65.98
666,987,ALT DE PARQ ECUESTRE,PR,18.4,-65.98
667,987,BO BUENAVENTURA,PR,18.4,-65.98
668,987,BO COLO,PR,18.4,-65.98
669,987,BO MARTIN GONZALEZ,PR,18.4,-65.98
670,987,BRISAS DE METROPOLIS,PR,18.4,-65.98
671,987,CIUDAD CENTRAL II,PR,18.4,-65.98
672,987,CIUDAD CENTRO,PR,18.4,-65.98
673,987,CIUDAD JARDIN,PR,18.4,-65.98
674,987,EST DEL PARQUE,PR,18.4,-65.98
675,987,EXT PARQ ECUESTRE,PR,18.4,-65.98
676,987,HACIENDA REAL,PR,18.4,-65.98
677,987,ISLA VERDE,PR,18.4,-65.98
678,987,JARD DE CAROLINA,PR,18.4,-65.98
679,987,LOMA ALTA,PR,18.4,-65.98
680,987,LOMAS DE CAROLINA,PR,18.4,-65.98
681,987,MANS DE CAROLINA,PR,18.4,-65.98
682,987,PARQ ECUESTRE,PR,18.4,-65.98
683,987,PARQ IND JN MATOS,PR,18.4,-65.98
684,987,PASEO DE LA ALHAMBRA,PR,18.4,-65.98
685,987,PASEO DEL PRADO,PR,18.4,-65.98
686,987,QTAS DE CAMPECHE,PR,18.4,-65.98
687,987,TERRS DE CAROLINA,PR,18.4,-65.98
688,987,URB CAROLINA ALTA,PR,18.4,-65.98
689,987,URB COLINITAS DE CACAO,PR,18.4,-65.98
690,987,URB LOS ARBOLES,PR,18.4,-65.98
691,987,URB LOS CACIQUES,PR,18.4,-65.98
692,987,URB LOS COLOBOS,PR,18.4,-65.98
693,987,URB METROPOLIS,PR,18.4,-65.98
694,987,URB MOUNTAIN VW,PR,18.4,-65.98
695,987,URB PARAISO DE CAROLINA,PR,18.4,-65.98
696,987,URB REMANZO TAINO,PR,18.4,-65.98
697,987,URB ROLLING HLS,PR,18.4,-65.98
698,987,VALLE ESCONDIDO,PR,18.4,-65.98
699,987,VILLA DE SAN ANTON,PR,18.4,-65.98
700,987,VILLA DEL MADRIGAL,PR,18.4,-65.98
701,988,CAROLINA,PR,18.4,-65.98
702,736,CAYEY,PR,18.11,-66.16
703,736,BDA BUENA VISTA,PR,18.11,-66.16
704,736,BDA CANTERA,PR,18.11,-66.16
705,736,BDA NUEVA,PR,18.11,-66.16
706,736,BDA POLVORIN,PR,18.11,-66.16
707,736,BDA VIEQUES,PR,18.11,-66.16
708,736,BO BEATRIZ,PR,18.11,-66.16
709,736,BO CARITE,PR,18.11,-66.16
710,736,BO CEDRO,PR,18.11,-66.16
711,736,BO FARALLON,PR,18.11,-66.16
712,736,BO GUAVATE,PR,18.11,-66.16
713,736,BO LAS PARRAS,PR,18.11,-66.16
714,736,BO MOGOTE,PR,18.11,-66.16
715,736,BO MONTELLANO,PR,18.11,-66.16
716,736,BO VEGAS,PR,18.11,-66.16
717,736,CHALETS LAS MUESAS,PR,18.11,-66.16
718,736,COLINAS DE CAYEY,PR,18.11,-66.16
719,736,COMUNIDAD SAN TOMAS,PR,18.11,-66.16
720,736,EST DE LAS BRUMAS,PR,18.11,-66.16
721,736,EST DE MONTE RIO,PR,18.11,-66.16
722,736,HACIENDA VISTAS DEL PLATA,PR,18.11,-66.16
723,736,JARD DE CAYEY,PR,18.11,-66.16
724,736,JARD DEL CARIBE,PR,18.11,-66.16
725,736,MANS DE LOS CEDROS,PR,18.11,-66.16
726,736,MANS MONTE VERDE,PR,18.11,-66.16
727,736,PARC EL POLVORIN,PR,18.11,-66.16
728,736,PASEO DE LAS BRUMAS,PR,18.11,-66.16
729,736,REPTO ANA LUISA,PR,18.11,-66.16
730,736,REPTO MONTELLANO,PR,18.11,-66.16
731,736,SECT SANCHEZ,PR,18.11,-66.16
732,736,URB APONTE,PR,18.11,-66.16
733,736,URB BOSCH,PR,18.11,-66.16
734,736,URB CARRASQUILLO,PR,18.11,-66.16
735,736,URB EL REMANSO,PR,18.11,-66.16
736,736,URB EL ROCIO,PR,18.11,-66.16
737,736,URB EL TORITO,PR,18.11,-66.16
738,736,URB FULLANA,PR,18.11,-66.16
739,736,URB LA PLANICIE,PR,18.11,-66.16
740,736,URB LA PLATA,PR,18.11,-66.16
741,736,URB LAS MUESAS,PR,18.11,-66.16
742,736,URB MINIMA,PR,18.11,-66.16
743,736,URB MIRADOR ECHEVARRI,PR,18.11,-66.16
744,736,URB MIRADOR UNIVERSITARIO,PR,18.11,-66.16
745,736,URB SAN CRISTOBAL,PR,18.11,-66.16
746,736,URB SAN MARTIN,PR,18.11,-66.16
747,736,VALLE ALTO,PR,18.11,-66.16
748,736,VILLA VERDE,PR,18.11,-66.16
749,737,CAYEY,PR,18.11,-66.16
750,735,CEIBA,PR,18.26,-65.64
751,735,ROOSEVELT RDS,PR,18.26,-65.64
752,735,ROOSEVELT ROADS,PR,18.26,-65.64
753,735,BRISAS DE CEIBA,PR,18.26,-65.64
754,735,EXT VILLA DEL PILAR,PR,18.26,-65.64
755,735,JARD AVILA,PR,18.26,-65.64
756,735,JARD DE CEIBA,PR,18.26,-65.64
757,735,JARD DE CEIBA II,PR,18.26,-65.64
758,735,PARC CALDERONAS,PR,18.26,-65.64
759,735,PARC CALDERONAS NUEVAS,PR,18.26,-65.64
760,735,PASEO DE LA COSTA,PR,18.26,-65.64
761,735,PASEOS DE CEIBA,PR,18.26,-65.64
762,735,RES LA CEIBA,PR,18.26,-65.64
763,735,URB CELINA,PR,18.26,-65.64
764,735,URB ROOSEVELT GDNS,PR,18.26,-65.64
765,735,URB SANTA MARIA,PR,18.26,-65.64
766,735,URB VEGAS DE CEIBA,PR,18.26,-65.64
767,735,VILLA DEL PILAR,PR,18.26,-65.64
768,735,VILLA FLORES,PR,18.26,-65.64
769,742,ROOSEVELT ROADS,PR,18.27,-65.65
770,742,CEIBA,PR,18.27,-65.65
771,742,ROOSEVELT RDS,PR,18.27,-65.65
772,638,CIALES,PR,18.33,-66.47
773,638,QTAS DE CIALES,PR,18.33,-66.47
774,638,URB DOS RIOS,PR,18.33,-66.47
775,638,URB LOS LLANOS,PR,18.33,-66.47
776,638,URB MONTE REY,PR,18.33,-66.47
777,739,CIDRA,PR,18.17,-66.15
778,739,BOSQUE REAL,PR,18.17,-66.15
779,739,CIUDAD PRIMAVERA,PR,18.17,-66.15
780,739,EST DEL BOSQUE,PR,18.17,-66.15
781,739,HACIENDA PRIMAVERA,PR,18.17,-66.15
782,739,JARD DE RABANAL,PR,18.17,-66.15
783,739,JARD TREASURE ISLAND,PR,18.17,-66.15
784,739,PARC GANDARA,PR,18.17,-66.15
785,739,PARC GANDARA II,PR,18.17,-66.15
786,739,SECT CAMPOBELLO,PR,18.17,-66.15
787,739,SECT LOZADA,PR,18.17,-66.15
788,739,URB CAMPO BELLO,PR,18.17,-66.15
789,739,URB CAMPO LAGO,PR,18.17,-66.15
790,739,URB CAMPO PRIMAVERA,PR,18.17,-66.15
791,739,URB DOMINGO ALEJANDRO,PR,18.17,-66.15
792,739,URB DOMINGO RODRIGUEZ,PR,18.17,-66.15
793,739,URB FERRER,PR,18.17,-66.15
794,739,URB FREIRE,PR,18.17,-66.15
795,739,URB SABANERA,PR,18.17,-66.15
796,739,URB TREASURE VLY,PR,18.17,-66.15
797,739,VILLA DEL CARMEN,PR,18.17,-66.15
798,739,VISTA MONTE,PR,18.17,-66.15
799,769,COAMO,PR,18.08,-66.36
800,769,ALTS DE COAMO,PR,18.08,-66.36
801,769,BDA SAN ANTONIO,PR,18.08,-66.36
802,769,EST DE COAMO,PR,18.08,-66.36
803,769,EST DE HUCAR,PR,18.08,-66.36
804,769,EXT JARD DE COAMO,PR,18.08,-66.36
805,769,HACIENDA MIRAFLORES,PR,18.08,-66.36
806,769,HACIENDAS MONTERREY,PR,18.08,-66.36
807,769,JARD DE COAMO,PR,18.08,-66.36
808,769,JARD DE SANTA ANA,PR,18.08,-66.36
809,769,MANS DE COAMO,PR,18.08,-66.36
810,769,PARC NIAGARA,PR,18.08,-66.36
811,769,PASEO REAL,PR,18.08,-66.36
812,769,URB BELLA VISTA EST,PR,18.08,-66.36
813,769,URB COAMO GDNS,PR,18.08,-66.36
814,769,URB EL BOSQUE,PR,18.08,-66.36
815,769,URB EL EDEN,PR,18.08,-66.36
816,769,URB LA ARBOLEDA,PR,18.08,-66.36
817,769,URB LAS AGUILAS,PR,18.08,-66.36
818,769,URB LAS FUENTES DE COAMO,PR,18.08,-66.36
819,769,URB MONTE FLORES,PR,18.08,-66.36
820,769,URB MONTE REAL,PR,18.08,-66.36
821,769,URB PARAISO DE COAMO,PR,18.08,-66.36
822,769,URB PROVINCIAS DEL RIO 1,PR,18.08,-66.36
823,769,URB PROVINCIAS DEL RIO 2,PR,18.08,-66.36
824,769,URB SAN ANTONIO,PR,18.08,-66.36
825,769,URB VISTAMAR,PR,18.08,-66.36
826,769,VALLE ARRIBA,PR,18.08,-66.36
827,769,VALLE ESCONDIDO,PR,18.08,-66.36
828,769,VILLA CRISTINA,PR,18.08,-66.36
829,769,VILLA MADRID,PR,18.08,-66.36
830,769,VILLA SANTA CATALINA,PR,18.08,-66.36
831,769,VILLA TROPICAL,PR,18.08,-66.36
832,769,VISTA DEL SOL,PR,18.08,-66.36
833,769,VISTAS DE COAMO,PR,18.08,-66.36
834,782,COMERIO,PR,18.22,-66.22
835,782,URB ARIEL,PR,18.22,-66.22
836,782,URB LA HACIENDA,PR,18.22,-66.22
837,782,URB LA PLATA,PR,18.22,-66.22
838,782,URB PASARELL,PR,18.22,-66.22
839,782,URB RIO PLATA,PR,18.22,-66.22
840,782,URB SABANA DEL PALMAR,PR,18.22,-66.22
841,783,COROZAL,PR,18.34,-66.31
842,783,BDA SOSTRE,PR,18.34,-66.31
843,783,BO PUEBLO,PR,18.34,-66.31
844,783,COLINAS DE COROZAL,PR,18.34,-66.31
845,783,EXT SYLVIA,PR,18.34,-66.31
846,783,LOMA LINDA,PR,18.34,-66.31
847,783,URB CERROMONTE,PR,18.34,-66.31
848,783,URB CIBUCO,PR,18.34,-66.31
849,783,URB EL CENTRO,PR,18.34,-66.31
850,783,URB LAS BRISAS,PR,18.34,-66.31
851,783,URB MARIA DEL CARMEN,PR,18.34,-66.31
852,783,URB MONTEREY,PR,18.34,-66.31
853,783,URB MONTEVERDE,PR,18.34,-66.31
854,783,URB SAN FELIZ,PR,18.34,-66.31
855,783,URB SOBRINO,PR,18.34,-66.31
856,783,URB SYLVIA,PR,18.34,-66.31
857,783,VALLE DE ARAMANA,PR,18.34,-66.31
858,780,COTO LAUREL,PR,18.09,-66.57
859,780,PONCE,PR,18.09,-66.57
860,780,BO VERDUM,PR,18.09,-66.57
861,780,BRISAS DEL LAGO,PR,18.09,-66.57
862,780,BRISAS DEL LAUREL,PR,18.09,-66.57
863,780,EST DEL LAUREL,PR,18.09,-66.57
864,780,EXT LAGO HORIZONTE,PR,18.09,-66.57
865,780,HACIENDAS DEL MONTE,PR,18.09,-66.57
866,780,MANS DEL SUR,PR,18.09,-66.57
867,780,MANS REAL,PR,18.09,-66.57
868,780,URB EL LAUREL,PR,18.09,-66.57
869,780,URB LAGO HORIZONTE,PR,18.09,-66.57
870,780,URB LAUREL SUR,PR,18.09,-66.57
871,780,URB LLANOS DEL SUR,PR,18.09,-66.57
872,780,URB SANTA RITA,PR,18.09,-66.57
873,780,URB SANTA RITA 2,PR,18.09,-66.57
874,780,URB SANTA RITA 3,PR,18.09,-66.57
875,780,URB SOMBRAS DEL REAL,PR,18.09,-66.57
876,780,VILLAS DEL LAUREL 1,PR,18.09,-66.57
877,780,VILLAS DEL LAUREL 2,PR,18.09,-66.57
878,780,VILLAS DEL TUREY,PR,18.09,-66.57
879,775,CULEBRA,PR,18.31,-65.3
880,646,DORADO,PR,18.47,-66.27
881,646,BO ARENAL,PR,18.47,-66.27
882,646,BO SALDINERA,PR,18.47,-66.27
883,646,BOSQUE DORADO,PR,18.47,-66.27
884,646,CHALETS DE DORADO,PR,18.47,-66.27
885,646,COMUNIDAD ARENALES,PR,18.47,-66.27
886,646,COMUNIDAD ARENALES II,PR,18.47,-66.27
887,646,HACIENDA MI QUERIDO VIEJO,PR,18.47,-66.27
888,646,JARD DE DORADO,PR,18.47,-66.27
889,646,JARD DORADO,PR,18.47,-66.27
890,646,PARC EL COTTO,PR,18.47,-66.27
891,646,PARC MAMEYAL,PR,18.47,-66.27
892,646,PARC SAN ANTONIO,PR,18.47,-66.27
893,646,PASEO DEL MAR,PR,18.47,-66.27
894,646,PASEO DEL SOL,PR,18.47,-66.27
895,646,PASEO LAS OLAS,PR,18.47,-66.27
896,646,PASEO LAS PALMAS,PR,18.47,-66.27
897,646,PASEO LOS CORALES,PR,18.47,-66.27
898,646,PASEO LOS CORALES II,PR,18.47,-66.27
899,646,PASEO REAL,PR,18.47,-66.27
900,646,QTAS DE DORADO,PR,18.47,-66.27
901,646,SECT LA ALDEA,PR,18.47,-66.27
902,646,URB COSTA DE ORO,PR,18.47,-66.27
903,646,URB DORADO COUNTRY ESTS,PR,18.47,-66.27
904,646,URB DORADO DEL MAR,PR,18.47,-66.27
905,646,URB DORADO REEF,PR,18.47,-66.27
906,646,URB DORAVILLE,PR,18.47,-66.27
907,646,URB GABLES BREEZE,PR,18.47,-66.27
908,646,URB GOLDEN HLS,PR,18.47,-66.27
909,646,URB LOS MONTES,PR,18.47,-66.27
910,646,URB LOS PRADOS NORTE,PR,18.47,-66.27
911,646,URB LOS PRADOS SUR,PR,18.47,-66.27
912,646,URB MARTORELL,PR,18.47,-66.27
913,646,URB MIRAFLORES,PR,18.47,-66.27
914,646,URB MONTE BELLO,PR,18.47,-66.27
915,646,URB MONTE ELENA,PR,18.47,-66.27
916,646,URB MONTE MAYOR,PR,18.47,-66.27
917,646,URB MONTE VERDE,PR,18.47,-66.27
918,646,URB MONTELINDO,PR,18.47,-66.27
919,646,URB MONTEREAL,PR,18.47,-66.27
920,646,URB PAISAJES DE DORADO,PR,18.47,-66.27
921,646,URB PALMAR DORADO NORTE,PR,18.47,-66.27
922,646,URB SABANERA DORADO,PR,18.47,-66.27
923,646,URB SANTA BARBARA,PR,18.47,-66.27
924,646,URB THE CLUSTERS,PR,18.47,-66.27
925,646,URB THE ESTATES,PR,18.47,-66.27
926,646,VALLE DORADO,PR,18.47,-66.27
927,646,VILLA PLATA,PR,18.47,-66.27
928,646,VILLA SANTA,PR,18.47,-66.27
929,646,VILLA SANTA II,PR,18.47,-66.27
930,647,ENSENADA,PR,17.96,-66.94
931,647,URB BACO,PR,17.96,-66.94
932,738,FAJARDO,PR,18.33,-65.65
933,738,ALTS DE MONTE BRISAS,PR,18.33,-65.65
934,738,ALTS DE SAN PEDRO,PR,18.33,-65.65
935,738,BDA OBRERA,PR,18.33,-65.65
936,738,BDA ROOSEVELT,PR,18.33,-65.65
937,738,BO JERUSALEM,PR,18.33,-65.65
938,738,BO PROYECTO FEMA,PR,18.33,-65.65
939,738,BO PROYECTO VEVE CALZADA 3,PR,18.33,-65.65
940,738,BO VEGA BAJA,PR,18.33,-65.65
941,738,EXT MELENDEZ,PR,18.33,-65.65
942,738,EXT VEVE CALZADA,PR,18.33,-65.65
943,738,JARD DE MONTE BRISAS,PR,18.33,-65.65
944,738,LA COSTA APTS,PR,18.33,-65.65
945,738,MANS PUNTA DEL ESTE,PR,18.33,-65.65
946,738,QTAS DE FAJARDO,PR,18.33,-65.65
947,738,TERR DEMAJAGUA,PR,18.33,-65.65
948,738,TERR DEMAJAGUA 2,PR,18.33,-65.65
949,738,URB ALHAMBRA,PR,18.33,-65.65
950,738,URB ALTAMIRA,PR,18.33,-65.65
951,738,URB BARALT,PR,18.33,-65.65
952,738,URB BATEY,PR,18.33,-65.65
953,738,URB FAJARDO GDNS,PR,18.33,-65.65
954,738,URB GARCIA PONCE,PR,18.33,-65.65
955,738,URB LA COSTA GDNS HOMES,PR,18.33,-65.65
956,738,URB MARINES,PR,18.33,-65.65
957,738,URB MELENDEZ,PR,18.33,-65.65
958,738,URB MONTE BRISAS 2,PR,18.33,-65.65
959,738,URB MONTE BRISAS 3,PR,18.33,-65.65
960,738,URB MONTE BRISAS 5,PR,18.33,-65.65
961,738,URB MONTE VISTA,PR,18.33,-65.65
962,738,URB MONTEMAR,PR,18.33,-65.65
963,738,URB NARANJO VALLEY,PR,18.33,-65.65
964,738,URB PUERTAS DEL SOL,PR,18.33,-65.65
965,738,URB RAFAEL BERMUDEZ,PR,18.33,-65.65
966,738,URB SAN PEDRO,PR,18.33,-65.65
967,738,URB SANTA ISIDRA 1,PR,18.33,-65.65
968,738,URB SANTA ISIDRA 2,PR,18.33,-65.65
969,738,URB SANTA ISIDRA 3,PR,18.33,-65.65
970,738,URB SANTA ISIDRA 4,PR,18.33,-65.65
971,738,URB VEVE CALZADA,PR,18.33,-65.65
972,738,URB VIERA,PR,18.33,-65.65
973,738,VALLE VERDE,PR,18.33,-65.65
974,738,VILLA CLARITA,PR,18.33,-65.65
975,738,VILLA MARINA,PR,18.33,-65.65
976,738,VISTAS DEL CONVENTO,PR,18.33,-65.65
977,738,VISTAS DEL MAR,PR,18.33,-65.65
978,650,FLORIDA,PR,18.36,-66.56
979,650,ALT DE FLORIDA,PR,18.36,-66.56
980,650,EST DE ARROYO,PR,18.36,-66.56
981,650,REPTO SEOANE,PR,18.36,-66.56
982,650,URB ALTOS DE FLORIDA,PR,18.36,-66.56
983,650,URB LAS FLORES,PR,18.36,-66.56
984,650,URB VEGAS DE FLORIDA,PR,18.36,-66.56
985,652,GARROCHALES,PR,18.45,-66.6
986,652,HACIENDA DE GARROCHALES,PR,18.45,-66.6
987,652,URB LOS JARDINES,PR,18.45,-66.6
988,653,GUANICA,PR,17.97,-66.93
989,653,BDA ESPERANZA,PR,17.97,-66.93
990,653,BO LA LUNA,PR,17.97,-66.93
991,653,URB BAHIA,PR,17.97,-66.93
992,653,URB SAGRADO CORAZON,PR,17.97,-66.93
993,653,URB SANTA CLARA,PR,17.97,-66.93
994,653,VISTA MAR,PR,17.97,-66.93
995,784,GUAYAMA,PR,17.97,-66.11
996,784,ALTS DEL OLIMPO,PR,17.97,-66.11
997,784,BDA BLONDET,PR,17.97,-66.11
998,784,BDA BORINQUEN,PR,17.97,-66.11
999,784,BDA MARIN,PR,17.97,-66.11
1000,784,BDA SANTA ANA,PR,17.97,-66.11
1001,784,BO MACHETE,PR,17.97,-66.11
1002,784,BO OLIMPO,PR,17.97,-66.11
1003,784,BRISAS DEL MAR,PR,17.97,-66.11
1004,784,BRISAS DEL MAR ELDERLY,PR,17.97,-66.11
1005,784,CHALETS DE BRISAS DEL MAR,PR,17.97,-66.11
1006,784,COMUNIDAD MIRAMAR,PR,17.97,-66.11
1007,784,COMUNIDAD PUENTE JOBOS,PR,17.97,-66.11
1008,784,COMUNIDAD SAN MARTIN,PR,17.97,-66.11
1009,784,HACIENDA GUAMANI,PR,17.97,-66.11
1010,784,HACIENDA JAZMIN,PR,17.97,-66.11
1011,784,JARD DE GUAMANI,PR,17.97,-66.11
1012,784,JARD DE MONTE OLIVO,PR,17.97,-66.11
1013,784,PARC NUEVA OLIMPO,PR,17.97,-66.11
1014,784,RES VALLES DE GUAYAMA,PR,17.97,-66.11
1015,784,URB ALGARROBOS,PR,17.97,-66.11
1016,784,URB BELLO HORIZONTE,PR,17.97,-66.11
1017,784,URB CAMINO DE LA PRINCESA,PR,17.97,-66.11
1018,784,URB CARIBE MAR,PR,17.97,-66.11
1019,784,URB COSTA AZUL,PR,17.97,-66.11
1020,784,URB DORADO,PR,17.97,-66.11
1021,784,URB EL LEGADO GOLF RESORT,PR,17.97,-66.11
1022,784,URB GREEN HLS,PR,17.97,-66.11
1023,784,URB GUAYAMA VALLEY,PR,17.97,-66.11
1024,784,URB LA HACIENDA,PR,17.97,-66.11
1025,784,URB REXMANOR,PR,17.97,-66.11
1026,784,URB VILLAMAR,PR,17.97,-66.11
1027,784,URB VISTAMAR,PR,17.97,-66.11
1028,784,URB VISTAMAR 3,PR,17.97,-66.11
1029,784,URB VIVES,PR,17.97,-66.11
1030,784,VALLES DE GUAYAMA,PR,17.97,-66.11
1031,784,VILLA ROSA,PR,17.97,-66.11
1032,784,VILLA ROSA 1,PR,17.97,-66.11
1033,784,VILLA ROSA 2,PR,17.97,-66.11
