,School Number,Cluster,County,School
1776,3653,3,PHILADELPHIA,SHARSWOOD GEORGE SCH
808,6930,3,LUZERNE,HEIGHTS TERRACE EL/MIDDLE
1451,6960,3,PHILADELPHIA,OVERBROOK EDU CTR
719,7639,3,PHILADELPHIA,GLOBAL LEADERSHIP ACADEMY CS
1786,6448,3,LEHIGH,SHERIDAN EL SCH
715,5219,3,CLEARFIELD,GLENDALE JSHS
192,3745,3,PHILADELPHIA,BRIDESBURG SCH
2230,7584,3,PHILADELPHIA,YOUNG SCHOLARS CS
1782,3940,3,SCHUYLKILL,SHENANDOAH VALLEY JS
467,7775,3,PHILADELPHIA,DISCOVERY CHARTER SCHOOL
1746,7767,3,CHESTER,SCOTT MIDDLE SCHOOL
277,1744,3,DAUPHIN,CENTRAL DAUPHIN EAST MS
955,7228,3,PHILADELPHIA,KEY FRANCIS SCOTT SCH
300,3712,3,PHILADELPHIA,CHARLES W HENRY SCH
1933,7884,3,ALLEGHENY,SUNNYSIDE EL SCH
1749,1645,3,CRAWFORD,SECOND DISTRICT EL SCHOOL
1778,3725,3,PHILADELPHIA,SHAWMONT SCH
205,6529,3,PHILADELPHIA,BROWN JOSEPH H SCH
1925,7635,3,CLINTON,SUGAR VALLEY RURAL CS
1457,7650,3,BEAVER,PA CYBER CS
931,4858,3,LACKAWANNA,JOHN G WHITTIER NO 2
1730,965,3,BRADFORD,SAYRE AREA HS
725,5080,3,MONTGOMERY,GOTWALS EL SCH
2170,6544,3,PHILADELPHIA,WILLARD FRANCES E SCH
792,6501,3,DELAWARE,HARRIS EL SCH
39,6823,3,PHILADELPHIA,AMY AT MARTIN
701,2129,3,FAYETTE,GEORGE J PLAVA EL SCH
1467,8348,3,CARBON,PANTHER VALLEY JSHS
1754,8084,3,LEHIGH,SEVEN GENERATIONS CS
461,4815,3,CLINTON,DICKEY EL SCH
1464,7985,3,PHILADELPHIA,PAN AMERICAN ACADEMY CS
1942,1742,3,DAUPHIN,SWATARA MS
298,7943,3,DELAWARE,CHARLES KELLY ELEM SCHOOL
1462,7140,3,CARBON,PALMERTON AREA JHS
940,7963,3,PHILADELPHIA,JUNIATA PARK ACADEMY
702,2589,3,LANCASTER,GEORGE WASHINGTON EL
1459,7687,3,MONTGOMERY,PA VIRTUAL CS
1737,2917,3,LUZERNE,SCHUYLER AVENUE EL SCH
2168,8090,3,ALLEGHENY,WILKINS EL SCH
196,7743,3,BUCKS,BRISTOL MS
899,3642,3,PHILADELPHIA,JACKSON ANDREW SCH
780,7007,3,LUZERNE,HANOVER AREA MEMORIA
1810,3117,3,MCKEAN,SMETHPORT AREA JSHS
1689,2024,3,ERIE,ROOSEVELT MS
11,7256,3,PHILADELPHIA,ADAIRE ALEXANDER SCH
765,6331,3,DAUPHIN,HALIFAX AREA MS
2220,6986,3,LUZERNE,WYOMING VALLEY WEST MS
264,3602,3,PHILADELPHIA,CATHARINE JOSEPH SCH
1635,3771,3,PHILADELPHIA,RHAWNHURST SCH
1634,2594,3,LANCASTER,REYNOLDS MS
779,2891,3,LUZERNE,HANOVER AREA JSHS
1827,7693,3,ALLEGHENY,SOUTH BROOK MIDDLE SCH
362,8326,3,LANCASTER,COLUMBIA MS
1624,7334,3,CHESTER,REECEVILLE EL SCH
363,1856,3,DELAWARE,COLWYN ELEM SCHOOL
1698,3724,3,PHILADELPHIA,ROWEN WILLIAM SCH
2206,7502,3,ALLEGHENY,WOOLSLAIR ELEM SCHL
1843,2793,3,LEHIGH,SOUTH MOUNTAIN MS
369,7774,3,DAUPHIN,COMMONWEALTH CHARTER ACADEMY CS
16,7607,3,FAYETTE,ALBERT GALLATIN NORTH MS
17,7608,3,FAYETTE,ALBERT GALLATIN SOUTH MS
1846,2487,3,LACKAWANNA,SOUTH SCRANTON INTRM
760,5120,3,PHILADELPHIA,HACKETT HORATIO B SCH
1700,8322,3,WESTMORELAND,ROY A HUNT EL SCH
1650,3701,3,PHILADELPHIA,RICHMOND SCH
1826,6474,3,CHESTER,SOUTH BRANDYWINE MS
1818,3773,3,PHILADELPHIA,SOLIS-COHEN SOLOMON
1676,8279,3,BEAVER,ROCHESTER MS
1669,7629,3,LEHIGH,ROBERTO CLEMENTE CS
327,8094,3,ALLEGHENY,CLAIRTON MS/HS
253,79,3,ALLEGHENY,CARLYNTON JSHS
1820,7497,3,LUZERNE,SOLOMON/PLAINS JHS
1666,7532,3,ERIE,ROBERT BENJAMIN WILEY COMM CS
250,2420,3,LACKAWANNA,CARBONDALE AREA JSHS
849,8154,3,BEDFORD,HOPE FOR HYNDMAN CS
770,2592,3,LANCASTER,HAMILTON EL SCH
1681,4126,3,VENANGO,ROCKY GROVE JSHS
1660,845,3,BERKS,RIVERSIDE EL SCH
339,921,3,BLAIR,CLAYSBURG-KIMMEL HS
341,8236,3,MONROE,CLEAR RUN INTRMD SCH
1657,8103,3,WASHINGTON,RINGGOLD MS
325,8262,3,LEHIGH,CIRCLE OF SEASONS CS
249,7457,3,LACKAWANNA,CARBONDALE AREA EL SCH
1825,440,3,ALLEGHENY,SOUTH ALLEGHENY MS/HS
347,7102,3,LEHIGH,CLEVELAND EL SCH
259,7182,3,LANCASTER,CARTER MACRAE EL SCH
1661,2496,3,LACKAWANNA,RIVERSIDE JSHS
241,1299,3,CAMERON,CAMERON COUNTY JSHS
1604,6165,3,JEFFERSON,PUNXSUTAWNEY AREA SH
1602,4865,3,LAWRENCE,PULASKI EL SCH
405,7793,3,ERIE,CORRY AREA MS
1865,857,3,BERKS,SOUTHWEST MS
407,3869,3,POTTER,COUDERSPORT AREA JSH
408,4058,3,TIOGA,COWANESQUE VALLEY JS
892,2481,3,LACKAWANNA,ISAAC TRIPP EL SCH
1555,8105,3,ALLEGHENY,PITTSBURGH OBAMA 6-12
411,4098,3,VENANGO,CRANBERRY AREA JSHS
226,8006,3,BERKS,C E COLE INTERMEDIATE SCH
225,1960,3,DELAWARE,BYWOOD EL SCH
1864,7960,3,PHILADELPHIA,SOUTHWEST LEADERSHIP ACADEMY CS
1549,7692,3,ALLEGHENY,PITTSBURGH CLASSICAL ACAD
2191,7253,3,PHILADELPHIA,WILSON WOODROW MS
10,7825,3,PHILADELPHIA,AD PRIMA CS
827,7202,3,ALLEGHENY,HIGHLANDS MS
1712,3930,3,SCHUYLKILL,SAINT CLAIR AREA EL/
2188,2025,3,ERIE,WILSON MS
1536,8301,3,CLEARFIELD,PHILIPSBURG-OSCEOLA MIDDLE SCH
1532,7828,3,PHILADELPHIA,PHILADELPHIA MONTESSORI CS
1531,7511,3,PHILADELPHIA,PHILADELPHIA HARAMBEE INST CS
30,7543,3,PHILADELPHIA,ALLIANCE FOR PROGRESS CS
1876,7362,3,ALLEGHENY,SPRING HILL EL SCH
1863,2743,3,LEBANON,SOUTHWEST EL SCH
1572,7867,3,MONROE,POCONO MT WEST JHS
2196,7724,3,PHILADELPHIA,WISSAHICKON CS
380,8225,3,CRAWFORD,CONNEAUT LAKE MS
1599,8218,3,ALLEGHENY,PROPEL CS - PITCAIRN
234,1376,3,CHESTER,CALN EL SCH
320,3622,3,PHILADELPHIA,CHILDS GEORGE W SCH
385,2105,3,FAYETTE,CONNELLSVILLE JHS EA
1595,7772,3,ALLEGHENY,PROPEL CS - HOMESTEAD
754,7663,3,PHILADELPHIA,GROVER WASHINGTON MS
1403,3875,3,POTTER,NORTHERN POTTER JSHS
1592,8129,3,ALLEGHENY,PROPEL CS - BRADDOCK HILLS
1856,2313,3,HUNTINGDON,SOUTHERN HUNTINGDON HS/MS
1588,6762,3,LANCASTER,PRICE EL SCH
20,6509,3,DELAWARE,ALDAN SCH
393,6525,3,PHILADELPHIA,CONWELL RUSSELL MS
394,5122,3,PHILADELPHIA,COOK-WISSAHICKON SCH
1584,3346,3,MONTGOMERY,POTTSTOWN MS
1703,4675,3,BUCKS,RUSH EL SCH
21,8085,3,BEAVER,ALIQUIPPA EL SCH
1859,6286,3,YORK,SOUTHERN MS
317,7276,3,DELAWARE,CHICHESTER MS
400,8087,3,ALLEGHENY,CORNELL HS
1575,3801,3,PHILADELPHIA,POLLOCK ROBERT B SCH
1888,7234,3,PHILADELPHIA,SPRUANCE GILBERT SCH
2159,2600,3,LANCASTER,WHEATLAND MS
469,3726,3,PHILADELPHIA,DOBSON JAMES SCH
1400,6829,3,LEHIGH,NORTHERN LEHIGH MS
128,8047,3,FRANKLIN,BENJAMIN CHAMBERS EL SCH
1262,3697,3,PHILADELPHIA,MOFFET JOHN SCH
555,2599,3,LANCASTER,ELIZABETH R MARTIN E
558,6418,3,SUSQUEHANNA,ELK LAKE JSHS
1258,363,3,ALLEGHENY,MINADEO EL SCH
1034,5265,3,SCHUYLKILL,LENGEL MS
1255,1623,3,COLUMBIA,MILLVILLE AREA JSHS
1253,8247,3,BERKS,MILLMONT ELEMENTARY
60,7886,3,ALLEGHENY,ARSENAL MS
1040,7789,3,MIFFLIN,LEWISTOWN EL SCH
1243,1346,3,CENTRE,MILES TOWNSHIP EL SCHOOL
567,2022,3,ERIE,EMERSON-GRIDLEY EL SCH
1240,3720,3,PHILADELPHIA,MIFFLIN THOMAS SCH
1238,7881,3,ALLEGHENY,MIFFLIN EL SCH
1237,8185,3,MIFFLIN,MIFFLIN COUNTY MS
1236,8186,3,MIFFLIN,MIFFLIN COUNTY JHS
569,3709,3,PHILADELPHIA,EMLEN ELEANOR COPE SCH
1043,4917,3,CLINTON,LIBERTY CURTIN EL SCH
1231,7022,3,PHILADELPHIA,MIDDLE YEARS ALT SCH
2125,3171,3,MERCER,WEST HILL EL SCH
1045,4064,3,TIOGA,LIBERTY JSHS
63,8336,3,LEHIGH,ARTS ACADEMY ELEMENTARY CHARTE
1227,3962,3,SNYDER,MIDD-WEST HS
2027,8251,3,PHILADELPHIA,UNIVERSAL CREIGHTON CHARTER SCH
2041,7563,3,ALLEGHENY,URBAN ACADEMY OF GREATER PITTS
1265,4444,3,WESTMORELAND,MONESSEN EL CTR
59,7889,3,ALLEGHENY,ARSENAL EL SCHOOL
2003,553,3,ALLEGHENY,TURNER EL SCH
145,5267,3,WASHINGTON,BETHLEHEM-CENTER MS
2005,2400,3,JUNIATA,TUSCARORA VALLEY EL
1016,3744,3,PHILADELPHIA,LAWTON HENRY W SCH
2008,8271,3,ALLEGHENY,TWIN RIVERS INTRMD SCH
1300,7733,3,HUNTINGDON,MOUNT UNION-KISTLER EL SCH
1299,2297,3,HUNTINGDON,MOUNT UNION AREA JUNIOR HIGH
1297,7791,3,WESTMORELAND,MOUNT PLEASANT JHS
2136,7722,3,PHILADELPHIA,WEST PHILA ACHIEVEMENT CS
535,6612,3,LEBANON,EASTERN LEBANON CO M
1292,2779,3,LEHIGH,MOSSER EL SCH
1019,2754,3,LEBANON,LEBANON MS
1020,2888,3,LUZERNE,LEE PARK EL SCH
1285,8113,3,BUCKS,MORRISVILLE INTRMD SCH
1021,7923,3,ARMSTRONG,LEECHBURG AREA JSHS
1767,7892,3,NORTHUMBERLAND,SHAMOKIN AREA MS
1279,3770,3,PHILADELPHIA,MOORE J HAMPTON SCH
2021,2785,3,LEHIGH,UNION TERRACE EL SCH
676,3458,3,NORTHAMPTON,FREEMANSBURG EL SCH
1025,2775,3,LEHIGH,LEHIGH PARKWAY EL SCH
2133,7548,3,PHILADELPHIA,WEST OAK LANE CS
1027,8130,3,NORTHAMPTON,LEHIGH VALLEY DUAL LANGUAGE CS
675,6718,3,LUZERNE,FREELAND EL/MS
550,3321,3,MONTGOMERY,EISENHOWER MS
2002,6216,3,SOMERSET,TURKEYFOOT VALLEY AR JS
2043,8194,3,ALLEGHENY,URBAN PATHWAYS K-5 COLLEGE CS
1050,7675,3,YORK,LINCOLN CHARTER SCHOOL
1163,8153,3,PHILADELPHIA,MASTERY CHARTER SCHOOL HARRITY
1084,7232,3,PHILADELPHIA,LOWELL JAMES R SCH
1160,6002,3,FAYETTE,MASONTOWN CENTRAL EL
1157,3454,3,NORTHAMPTON,MARVINE EL SCH
613,1225,3,CAMBRIA,FERNDALE AREA JSHS
618,7744,3,PHILADELPHIA,FIRST PHILA CS FOR LITERACY
621,1018,3,BUCKS,FITCH EL SCH
95,193,3,ALLEGHENY,BARRETT EL SCH
1095,8140,3,LEHIGH,LUIS A RAMOS ES
622,6913,3,PHILADELPHIA,FITLER ACADEMICS PLUS
623,3781,3,PHILADELPHIA,FITZPATRICK ALOYSIUS
1132,1893,3,DELAWARE,MARCUS HOOK EL SCH
642,4242,3,WASHINGTON,FORT CHERRY JSHS
90,5257,3,NORTHAMPTON,BANGOR AREA MS
1127,2284,3,GREENE,MAPLETOWN JSHS
1126,2295,3,HUNTINGDON,MAPLETON-UNION EL SCH
2083,7164,3,LAWRENCE,WASHINGTON INTRMD EL
1123,8334,3,LUZERNE,MAPLE MANOR EL/MS
2086,6912,3,WASHINGTON,WASHINGTON PARK MS
1105,3902,3,SCHUYLKILL,MAHANOY AREA MS
1113,7871,3,ALLEGHENY,MANCHESTER EL SCH
1112,7549,3,ALLEGHENY,MANCHESTER ACADEMIC CS
639,3764,3,PHILADELPHIA,FORREST EDWIN SCH
1164,8152,3,PHILADELPHIA,MASTERY CHARTER SCHOOL MANN CA
2122,7569,3,LUZERNE,WEST HAZLETON EL/MS
1165,8151,3,PHILADELPHIA,MASTERY CHARTER SCHOOL SMEDLEY
1169,7588,3,PHILADELPHIA,MASTERY CS - HARDY WILLIAMS
581,7898,3,BEDFORD,EVERETT AREA MS
2120,7496,3,GREENE,WEST GREENE MS
113,7385,3,DELAWARE,BELL AVENUE SCHOOL
1212,8267,3,DAUPHIN,MELROSE SCH
2052,8294,3,PHILADELPHIA,VARE-WASHINGTON EL SCH
1054,8125,3,LEHIGH,LINCOLN LEADERSHIP ACAD CS
1055,2595,3,LANCASTER,LINCOLN MS
1204,6970,3,LACKAWANNA,MCNICHOLS PLAZA
2114,4939,3,FAYETTE,WEST CRAWFORD EL SCHOOL
1066,5019,3,ALLEGHENY,LINTON MS
106,648,3,BEAVER,BEAVER FALLS MS
2112,1566,3,CLEARFIELD,WEST BRANCH AREA JSH
599,7119,3,MERCER,FARRELL AREA ES/LMS
1187,499,3,ALLEGHENY,MCCLURE MS
1185,3719,3,PHILADELPHIA,MCCLOSKEY JOHN F SCH
1182,8245,3,LUZERNE,MCADOO-KELAYRES EL/MS
601,7235,3,PHILADELPHIA,FARRELL LOUIS H SCH
602,1008,3,BUCKS,FAUST EL SCH
1075,933,3,BLAIR,LOGAN EL SCH
99,1021,3,BUCKS,BARTON EL SCH
1175,7582,3,PHILADELPHIA,MATH CIVICS & SCIENCES CS
1174,7910,3,PHILADELPHIA,MASTERY CS - THOMAS CAMPUS
648,6723,3,NORTHAMPTON,FOUNTAIN HILL EL SCH
1167,8208,3,PHILADELPHIA,MASTERY CS - CLYMER ELEMENTARY
529,5315,3,CAMBRIA,EAST SIDE EL SCH
126,2182,3,FAYETTE,BEN FRANKLIN SCH
1313,827,3,BERKS,MUHLENBERG MS
991,2584,3,LANCASTER,LAFAYETTE EL SCH
992,7933,3,FAYETTE,LAFAYETTE ELEM SCHOOL
678,7586,3,PHILADELPHIA,FREIRE CS
993,7934,3,FAYETTE,LAFAYETTE MIDDLE SCHOOL
508,8340,3,ALLEGHENY,EAST ALLEGHENY JSHS
1980,7862,3,BRADFORD,TOWANDA AREA EL SCH
990,4528,3,WYOMING,LACKAWANNA TRAIL JSH
1981,5208,3,BRADFORD,TOWANDA AREA JSHS
684,2581,3,LANCASTER,FULTON EL SCH
1339,8284,3,LAWRENCE,NEW CASTLE JHS
1338,694,3,BEAVER,NEW BRIGHTON AREA MS
2142,1250,3,CAMBRIA,WEST SIDE EL SCH
521,1890,3,DELAWARE,EAST LANSDOWNE SCH
154,5135,3,CAMBRIA,BLACKLICK VALLEY JSH
51,1887,3,DELAWARE,ARDMORE AVENUE SCH
56,5305,3,BUCKS,ARMSTRONG MS
46,8031,3,PHILADELPHIA,ANTONIA PANTOJA COMMUNITY CS
987,6825,3,PHILADELPHIA,LA BRUM GEN J HARRY
1399,8310,3,LEBANON,NORTHERN LEBANON MS
1397,6860,3,CAMBRIA,NORTHERN CAMBRIA MS
489,6924,3,LUZERNE,DR DAVID W KISTLER E
490,1971,3,DELAWARE,DREXEL HILL MS
1392,3462,3,NORTHAMPTON,NORTHEAST MS
1391,7700,3,LACKAWANNA,NORTHEAST INTRMD SCH
988,2399,3,JUNIATA,LACK-TUSCARORA EL SCH
494,2107,3,FAYETTE,DUNBAR BORO EL SCH
2156,7877,3,ALLEGHENY,WESTWOOD EL SCH
1960,832,3,BERKS,THIRTEENTH & UNION E
1961,3766,3,PHILADELPHIA,THOMAS HOLME SCHOOL
1381,3883,3,SCHUYLKILL,NORTH SCHUYLKILL JSHS
170,7400,3,SUSQUEHANNA,BLUE RIDGE MS
1368,6473,3,CHESTER,NORTH BRANDYWINE MS
1959,5027,3,BERKS,THIRTEENTH & GREEN E
1327,3650,3,PHILADELPHIA,NEBINGER GEORGE W SCH
435,5152,3,LUZERNE,DANIEL J FLOOD EL SCH
1012,5146,3,FAYETTE,LAUREL HIGHLANDS MS
153,6828,3,CAMBRIA,BLACKLICK VALLEY EL
147,1970,3,DELAWARE,BEVERLY HILLS MS
1318,3170,3,MERCER,MUSSER EL SCH
681,4922,3,FAYETTE,FRIENDSHIP HILL EL SCH
1323,5242,3,LUZERNE,NANTICOKE HS
2140,6791,3,LACKAWANNA,WEST SCRANTON INTRMD
