,School Number,Cluster,County,School
1159,5101,2,ALLEGHENY,MARZOLF PRIMARY SCH
1161,7574,2,PHILADELPHIA,MAST COMMUNITY CS
1273,4830,2,MONTGOMERY,MONTGOMERY EL SCH
1162,3808,2,PHILADELPHIA,MASTERMAN JULIA R SCH
131,1339,2,CENTRE,BENNER EL SCH
612,1454,2,CHESTER,FERN HILL EL SCH
610,1350,2,CENTRE,FERGUSON TWP EL SCH
549,8335,2,WARREN,EISENHOWER EL SCH
1268,1698,2,CUMBERLAND,MONROE EL SCH
129,7326,2,ALLEGHENY,BENJAMIN FRANKLIN EL
125,2314,2,INDIANA,BEN FRANKLIN EL SCH
124,7597,2,MONTGOMERY,BELMONT HILLS ELEM SCH
1249,7654,2,BUCKS,MILLCREEK ELEMENTARY SCHOOL
2067,1906,2,DELAWARE,WALLINGFORD EL SCH
527,4964,2,INDIANA,EAST PIKE EL SCH
544,6108,2,ALLEGHENY,EDGEWORTH EL SCH
1434,461,2,ALLEGHENY,OHARA EL SCH
487,4852,2,BUCKS,DOYLE EL SCH
1817,1130,2,BUCKS,SOL FEINSTONE EL SCH
1671,3391,2,MONTGOMERY,ROBERTS EL SCH
1822,7638,2,MONTGOMERY,SOUDERTON COLLABORATIVE CS
337,2568,2,LANCASTER,CLAY EL SCH
1651,3332,2,MONTGOMERY,RIDGE PARK EL SCH
354,7435,2,BUCKS,COLD SPRING EL SCH
1646,1121,2,BUCKS,RICHLAND EL SCH
1831,4937,2,WASHINGTON,SOUTH CENTRAL EL
1641,5341,2,LUZERNE,RICE EL SCH
1834,3327,2,MONTGOMERY,SOUTH ELEMENTARY SCHOOL
1835,8263,2,ALLEGHENY,SOUTH FAYETTE INTERMEDIATE SCH
360,7143,2,MONTGOMERY,COLONIAL EL SCH
1636,2559,2,LANCASTER,RHEEMS EL SCH
1673,868,2,BERKS,ROBESON EL CTR
1836,7490,2,ALLEGHENY,SOUTH FAYETTE MS
245,3389,2,MONTGOMERY,CANDLEBROOK EL SCH
1626,7383,2,LANCASTER,REIDENBAUGH EL SCH
1621,7332,2,YORK,RED MILL EL SCH
371,3977,2,SOMERSET,CONEMAUGH TWP AREA EL SCH
375,2516,2,LANCASTER,CONESTOGA EL SCH
1613,6511,2,DELAWARE,RADNOR MS
1612,7697,2,DELAWARE,RADNOR EL SCH
1611,1359,2,CENTRE,RADIO PARK EL SCH
1609,1102,2,BUCKS,QUARRY HILL EL
387,1150,2,BUTLER,CONNOQUENESSING EL SCH
388,1178,2,BUTLER,CONNOQUENESSING VALL
392,3261,2,MONTGOMERY,CONSHOHOCKEN EL SCH
1857,8075,2,LEHIGH,SOUTHERN LEHIGH INTRMD SCH
1838,1797,2,DAUPHIN,SOUTH HANOVER EL SCH
1682,458,2,ALLEGHENY,ROGERS PRIMARY SCH
1683,2575,2,LANCASTER,ROHRERSTOWN EL SCH
1686,5227,2,ERIE,ROLLING RIDGE EL SCH
288,2824,2,LEHIGH,CETRONIA SCH
289,1441,2,CHESTER,CHADDS FORD EL SCH
1759,6835,2,MONTGOMERY,SHADY GROVE EL SCH
296,6719,2,CHESTER,CHARLES F PATTON MS
1756,1052,2,BUCKS,SEYLAR SCHOOL
1777,1696,2,CUMBERLAND,SHAULL EL SCH
275,7201,2,COLUMBIA,CENTRAL COLUMBIA EL
302,1368,2,CHESTER,CHARLESTOWN EL SCH
1738,4841,2,CHESTER,SCHUYLKILL EL SCH
306,1871,2,DELAWARE,CHATHAM PARK EL SCH
272,5236,2,LANCASTER,CENTERVILLE EL SCH
1732,2620,2,LANCASTER,SCHAEFFER  EL SCH
1731,6519,2,DELAWARE,SCENIC HILLS EL SCH
1790,8233,2,BERKS,SHILOH HILLS EL SCH
1726,7324,2,CHESTER,SARAH W STARKWEATHER
1795,3866,2,PIKE,SHOHOLA EL SCH
1717,6818,2,SOMERSET,SALISBURY-ELK LICK EL
1714,8282,2,MONTGOMERY,SALFORD HILLS EL SCH
1798,1699,2,CUMBERLAND,SILVER SPRING EL SCH
1799,3270,2,MONTGOMERY,SIMMONS EL SCH
1709,6518,2,DELAWARE,SABOLD EL SCH
1708,3226,2,MONTGOMERY,RYDAL SCH
316,1876,2,DELAWARE,CHESTNUTWOLD ELEM SCH
1706,1894,2,DELAWARE,RUSSELL EL SCH
1802,7554,2,MONTGOMERY,SKIPPACK ELEM
1697,1179,2,BUTLER,ROWAN EL SCH
266,4205,2,WASHINGTON,CECIL EL SCH
1808,4357,2,WESTMORELAND,SLOAN EL SCH
1690,1937,2,DELAWARE,ROSE TREE EL SCH
396,1877,2,DELAWARE,COOPERTOWN EL SCH
398,1354,2,CENTRE,CORL STREET EL SCH
401,6302,2,LEBANON,CORNWALL EL SCH
1574,178,2,ALLEGHENY,POFF EL SCH
1476,2826,2,LEHIGH,PARKWAY MANOR SCH
200,7321,2,MONTGOMERY,BROOKE EL SCH
1917,3414,2,MONTGOMERY,STONY CREEK EL SCH
459,1434,2,CHESTER,DEVON EL SCH
1918,1908,2,DELAWARE,STRATH HAVEN MS
1920,4859,2,ALLEGHENY,STREAMS EL SCH
193,7796,2,BUCKS,BRIDGE VALLEY EL SCH
1456,1106,2,BUCKS,OXFORD VALLEY EL SCH
1927,1461,2,CHESTER,SUGARTOWN ELEM SCHOOL
1448,6239,2,CLEARFIELD,OSCEOLA MILLS EL SCH
1447,6852,2,ALLEGHENY,OSBORNE EL SCH
1444,4551,2,YORK,ORE VALLEY EL SCH
1441,4948,2,BUCKS,OLIVER HECKMAN ES
1934,6187,2,WESTMORELAND,SUNRISE EL SCH
2092,2402,2,LACKAWANNA,WAVERLY SCH
1935,7716,2,WESTMORELAND,SUNSET VALLEY ELEM SCHOOL
187,2619,2,LANCASTER,BRECHT  EL SCH
186,1431,2,CHESTER,BRANDYWINE-WALLACE E
1429,7307,2,MERCER,OAKVIEW EL SCH
1428,4809,2,MONTGOMERY,OAKS EL SCH
1426,7262,2,MONTGOMERY,OAK RIDGE EL SCH
1941,1952,2,DELAWARE,SWARTHMORE-RUTLEDGE
182,263,2,ALLEGHENY,BRADFORD WOODS EL SCH
475,4665,2,UNION,DONALD H EICHHORN MIDDLE SCHOOL
476,7760,2,ALLEGHENY,DONALDSON ELEM SCHOOL
181,7266,2,CHESTER,BRADFORD HGTS EL SCH
482,147,2,ALLEGHENY,DORSEYVILLE MS
176,5196,2,ALLEGHENY,BOYCE MS
175,7594,2,WASHINGTON,BOWER HILL EL SCH
1483,5154,2,BUCKS,PEARL S. BUCK ES
174,4211,2,WASHINGTON,BORLAND MANOR EL SCH
1484,269,2,ALLEGHENY,PEEBLES EL SCH
1905,1451,2,CHESTER,STETSON MS
1573,7736,2,CHESTER,POCOPSON EL SCH
1570,4711,2,MONTGOMERY,PLYMOUTH EL SCH
230,4832,2,MONTGOMERY,CALEY EL SCH
1560,7193,2,ALLEGHENY,PIVIK EL SCH
1546,2764,2,LEBANON,PINE STREET EL SCH
1545,5306,2,BUCKS,PINE RUN EL SCH
1544,3297,2,MONTGOMERY,PINE ROAD EL SCH
1877,7436,2,BERKS,SPRING RIDGE EL SCH
1540,1432,2,CHESTER,PICKERING VALLEY EL
1879,7817,2,MONTGOMERY,SPRING-FORD MS 7TH GRADE CTR
419,1898,2,DELAWARE,CULBERTSON EL SCH
1880,7818,2,MONTGOMERY,SPRING-FORD MS 8TH GRADE CTR
223,1081,2,BUCKS,BUTLER EL SCH
424,3286,2,MONTGOMERY,CYNWYD SCH
427,2868,2,LUZERNE,DALLAS EL SCH
1527,4256,2,WASHINGTON,PETERS TWP MS
1885,7603,2,LEHIGH,SPRINGHOUSE MIDDLE SCHOOL
1886,6625,2,DELAWARE,SPRINGTON LAKE MS
1887,7990,2,CHESTER,SPRINGTON MANOR EL SCH
431,4546,2,YORK,DALLASTOWN EL SCH
216,4696,2,ALLEGHENY,BURCHFIELD PRIMARY SCH
212,7670,2,BUCKS,BUCKS CO MONTESSORI CS
211,1044,2,BUCKS,BUCKINGHAM EL SCH
210,6733,2,LANCASTER,BUCHER EL SCH
1504,3322,2,MONTGOMERY,PENNBROOK MS
1498,3289,2,MONTGOMERY,PENN WYNNE SCH
449,1054,2,BUCKS,DEIBLER SCHOOL
1496,4813,2,CHESTER,PENN WOOD EL SCH
1495,3288,2,MONTGOMERY,PENN VALLEY SCH
1487,7706,2,PHILADELPHIA,PENN ALEXANDER SCHOOL
2093,6512,2,DELAWARE,WAYNE ELEM
1768,7265,2,CHESTER,SHAMONA CREEK EL SCH
83,4379,2,WESTMORELAND,BAGGALEY EL SCH
875,7365,2,DELAWARE,INDIAN LANE EL SCH
876,6688,2,YORK,INDIAN ROCK EL SCH
668,8141,2,LEHIGH,FRED J JAINDL ES
1038,6186,2,WESTMORELAND,LEVEL GREEN EL SCH
881,7765,2,DAUPHIN,INFINITY CHARTER SCHOOL
883,266,2,ALLEGHENY,INGOMAR EL SCH
1033,1041,2,BUCKS,LENAPE MS
884,270,2,ALLEGHENY,INGOMAR MS
58,6845,2,MONTGOMERY,ARROWHEAD EL SCH
2197,3245,2,MONTGOMERY,WISSAHICKON MS
888,2823,2,LEHIGH,IRONTON SCH
893,6510,2,DELAWARE,ITHAN ELEMENTARY
895,5137,2,CHESTER,J R FUGETT MS
897,229,2,ALLEGHENY,J W BURKETT EL SCH
898,8347,2,ALLEGHENY,J.A. ALLARD INTERMEDIATE SCH
1042,8073,2,LEHIGH,LIBERTY BELL EL SCH
2207,7573,2,MONTGOMERY,WORCESTER ELEM SCH
758,7314,2,MONTGOMERY,GWYNEDD SQUARE EL SCH
761,8101,2,WESTMORELAND,HAHNTOWN ELEM SCHOOL
68,7433,2,MONTGOMERY,AUDUBON EL SCH
1068,6476,2,CHESTER,LIONVILLE EL SCH
1065,4081,2,UNION,LINNTOWN EL SCH
656,3266,2,MONTGOMERY,FRANCONIA EL SCH
1062,8157,2,LEBANON,LINGLE AVENUE EL SCH
65,2053,2,ERIE,ASBURY EL SCH
13,7519,2,BUCKS,AFTON EL SCH
2186,7053,2,NORTHAMPTON,WILSON BOROUGH EL
660,3339,2,MONTGOMERY,FRANKLIN EL SCH
2211,1133,2,BUCKS,WRIGHTSTOWN EL SCH
857,1357,2,CENTRE,HOUSERVILLE/LEMONT E
1049,3358,2,MONTGOMERY,LIMERICK EL SCH
859,1333,2,CENTRE,HOWARD EL SCH
861,248,2,ALLEGHENY,HOWE EL SCH
2209,1896,2,DELAWARE,WORRALL EL SCH
762,4907,2,BUTLER,HAINE EL SCH
855,6603,2,ALLEGHENY,HOSACK EL SCH
2110,6477,2,CHESTER,WEST BRADFORD EL SCH
740,8234,2,BERKS,GREEN VALLEY EL SCH
912,3382,2,MONTGOMERY,JARRETTOWN EL SCH
712,3291,2,MONTGOMERY,GLADWYNE SCH
42,7534,2,ALLEGHENY,ANDREW W. MELLON MS
696,6907,2,MONTGOMERY,GENERAL NASH EL SCH
982,1047,2,BUCKS,KUTZ EL SCH
953,6801,2,LEHIGH,KERNSVILLE SCH
954,153,2,ALLEGHENY,KERR EL SCH
710,7664,2,PHILADELPHIA,GIRARD ACAD MUSIC PROG
708,516,2,ALLEGHENY,GILL HALL EL SCH
707,754,2,BERKS,GILBERTSVILLE EL SCH
2155,1458,2,CHESTER,WESTTOWN-THORNBURY E
978,2827,2,LEHIGH,KRATZER SCH
2157,7996,2,ALLEGHENY,WEXFORD EL SCH
2163,3411,2,MONTGOMERY,WHITEMARSH EL SCH
698,3018,2,LYCOMING,GEORGE A FERRELL EL
970,7190,2,WESTMORELAND,KISKI AREA NORTH PRIMARY
694,1048,2,BUCKS,GAYMAN EL SCH
713,4812,2,CHESTER,GLEN ACRES EL SCH
718,1940,2,DELAWARE,GLENWOOD EL SCH
722,4849,2,CUMBERLAND,GOOD HOPE MS
2137,4400,2,WESTMORELAND,WEST POINT EL SCH
739,1700,2,CUMBERLAND,GREEN RIDGE EL SCH
735,1422,2,CHESTER,GREAT VALLEY MS
679,7197,2,CHESTER,FRENCH CREEK EL SCH
918,457,2,ALLEGHENY,JEFFERY PRIMARY SCH
2139,7260,2,BUCKS,WEST ROCKHILL SCHOOL
919,3276,2,MONTGOMERY,JENKINTOWN EL SCH
911,7520,2,BUCKS,JAMISON EL SCH
734,7735,2,CENTRE,GRAYS WOOD EL
1006,7442,2,LANCASTER,LANDISVILLE PRIMARY CTR
2174,3520,2,NORTHAMPTON,WILLIAMS TOWNSHIP EL
2145,7994,2,CHESTER,WEST VINCENT EL SCH
936,3019,2,LYCOMING,JOSEPH C ASHKAR EL SCH
724,1086,2,BUCKS,GOODNOE EL SCH
685,2563,2,LANCASTER,FULTON ELEM SCH
690,7486,2,DELAWARE,GARNET VALLEY EL
733,1055,2,BUCKS,GRASSE SCHOOL
2215,7596,2,LUZERNE,WYCALLIS ELEM
753,7653,2,BUCKS,GROVELAND ELEMENTARY SCHOOL
2216,176,2,ALLEGHENY,WYLAND EL SCH
838,5307,2,BUCKS,HOLICONG MS
2106,3294,2,MONTGOMERY,WELSH VALLEY MS
834,1716,2,YORK,HILLSIDE EL SCH
833,6910,2,CHESTER,HILLSDALE EL SCH
813,7128,2,BUCKS,HERBERT HOOVER ES
1083,7836,2,BUCKS,LOUIS F PFAFF ELEM SCHOOL
645,5251,2,MONTGOMERY,FORT WASHINGTON EL SCH
816,7186,2,DAUPHIN,HERSHEY INTRMD ELEM SCH
832,4938,2,WASHINGTON,HILLS-HENDERSONVILLE
817,6678,2,DAUPHIN,HERSHEY MS
2227,4657,2,YORK,YORK SUBURBAN MS
1098,1530,2,CLEARFIELD,LUTHERSBURG EL SCH
1086,7491,2,MONTGOMERY,LOWER GWYNEDD EL SCH
831,7214,2,CHESTER,HILLENDALE
646,249,2,ALLEGHENY,FOSTER EL SCH
2222,886,2,BERKS,WYOMISSING HILLS EL CTR
1088,8074,2,LEHIGH,LOWER MILFORD EL SCH
2225,3278,2,MONTGOMERY,YORK AVENUE EL SCH
643,491,2,ALLEGHENY,FORT COUCH MS
2103,2819,2,LEHIGH,WEISENBERG EL SCH
784,2606,2,LANCASTER,HANS HERR EL SCH
847,251,2,ALLEGHENY,HOOVER EL SCH
826,3229,2,MONTGOMERY,HIGHLAND SCH
78,34,2,ALLEGHENY,AVONWORTH EL SCH
781,3459,2,NORTHAMPTON,HANOVER EL SCH
1101,1874,2,DELAWARE,LYNNEWOOD EL SCH
1077,4547,2,YORK,LOGANVILLE-SPRINGFIELD ELEM
1093,3044,2,LYCOMING,LOYALSOCK VALLEY EL
651,1991,2,ELK,FOX TWP EL SCH
772,5020,2,CUMBERLAND,HAMPDEN EL SCH
1102,3042,2,LYCOMING,LYTER EL
801,6780,2,ALLEGHENY,HARTWOOD EL SCH
774,7998,2,ALLEGHENY,HANCE EL SCH
773,179,2,ALLEGHENY,HAMPTON MS
804,1878,2,DELAWARE,HAVERFORD MS
