,School Number,Cluster,County,School
1629,6242,0,CLINTON,RENOVO EL SCH
1623,8168,0,CLARION,REDBANK VALLEY INTRMD SCH
1622,1495,0,CLARION,REDBANK VALLEY HS
365,3760,0,PHILADELPHIA,COMLY WATSON SCH
1620,4597,0,YORK,RED LION AREA JHS
1601,2654,0,LANCASTER,PROVIDENCE EL SCH
367,6122,0,MERCER,COMMODORE PERRY JSHS
370,330,0,ALLEGHENY,CONCORD EL SCH
1615,4457,0,WESTMORELAND,RAMSAY EL SCH
372,3978,0,SOMERSET,CONEMAUGH TWP AREA J
373,5213,0,CAMBRIA,CONEMAUGH VALLEY EL
374,5136,0,CAMBRIA,CONEMAUGH VALLEY JSH
1614,1370,0,CHESTER,RAINBOW EL SCH
1610,2655,0,LANCASTER,QUARRYVILLE EL SCH
1606,6893,0,INDIANA,PURCHASE LINE SOUTH
368,7450,0,MERCER,COMMODORE PERRY SCH
1564,4255,0,WASHINGTON,PLEASANT VALLEY EL SCH
1559,6622,0,LUZERNE,PITTSTON CITY INTRMD CTR
1558,6385,0,LUZERNE,PITTSTON AREA MS
446,4727,0,PHILADELPHIA,DECATUR STEPHEN SCH
447,7595,0,ALLEGHENY,DEER LAKES MS
1499,1418,0,CHESTER,PENN'S GROVE SCH
1490,8160,0,ALLEGHENY,PENN HILLS CS FOR ENTREPRENEUR
452,3865,0,PIKE,DELAWARE VALLEY MS
454,4599,0,YORK,DELTA-PEACH BOTTOM E
1480,1795,0,DAUPHIN,PAXTANG EL SCH
456,4351,0,WESTMORELAND,DERRY AREA MS
1500,6990,0,CAMBRIA,PENN-CAMBRIA MS
1472,4606,0,YORK,PARK HILLS EL SCH
1466,8349,0,CARBON,PANTHER VALLEY INTERMEDIATE SCH
1465,1322,0,CARBON,PANTHER VALLEY EL SCH
1461,7172,0,CARBON,PALMER EL SCH
1450,7753,0,POTTER,OSWAYO VALLEY MS
1443,1604,0,COLUMBIA,ORANGE STREET EL SCH
1440,6319,0,BERKS,OLEY VALLEY MS
1438,2449,0,LACKAWANNA,OLD FORGE JSHS
1437,2448,0,LACKAWANNA,OLD FORGE EL SCH
1469,7056,0,LANCASTER,PARK EL SCH
1503,7785,0,CARBON,PENN/KIDDER CAMPUS
1505,3324,0,MONTGOMERY,PENNDALE MS
1510,7028,0,INDIANA,PENNS MANOR AREA EL
1543,3909,0,SCHUYLKILL,PINE GROVE EL SCH
416,3762,0,PHILADELPHIA,CROSSAN KENNEDY C SCH
417,7395,0,YORK,CROSSROADS MS
1542,5262,0,SCHUYLKILL,PINE GROVE AREA MS
1537,1779,0,DAUPHIN,PHILLIPS EL SCH
421,3073,0,LYCOMING,CURTIN MS
1534,6785,0,NORTHAMPTON,PHILIP F LAUER MS
423,1529,0,CLEARFIELD,CURWENSVILLE AREA JSHS
1533,7647,0,PHILADELPHIA,PHILADELPHIA PERF ARTS CS
425,2116,0,FAYETTE,D FERD SWANEY EL SCH
426,7226,0,PHILADELPHIA,D NEWLIN FELL SCHOOL
1524,2018,0,ERIE,PERRY EL SCH
1521,6300,0,LANCASTER,PEQUEA VALLEY INTRMD
433,2878,0,LUZERNE,DANA EL CTR
434,7544,0,BERKS,DANIEL BOONE AREA MS
436,3424,0,MONTOUR,DANVILLE AREA MS
1513,6231,0,CENTRE,PENNS VALLEY AREA JSHS
1511,2345,0,INDIANA,PENNS MANOR AREA JSH
440,6579,0,ARMSTRONG,DAVID LEECH EL SCH
571,6712,0,LANCASTER,EPHRATA MS
1232,3961,0,SNYDER,MIDDLEBURG EL SCH
1230,3201,0,MONROE,MIDDLE SMITHFIELD EL
1228,7799,0,SNYDER,MIDD-WEST MS
943,5244,0,MCKEAN,KANE AREA EL SCH
942,2308,0,HUNTINGDON,JUNIATA VALLEY JSHS
941,5230,0,HUNTINGDON,JUNIATA VALLEY EL SCH
938,6157,0,CLEARFIELD,JUNIATA EL SCH
934,6218,0,ELK,JOHNSONBURG AREA HS
726,801,0,BERKS,GOVERNOR MIFFLIN MS
727,3449,0,NORTHAMPTON,GOVERNOR WOLF EL SCH
933,5326,0,ELK,JOHNSONBURG AREA EL
944,3100,0,MCKEAN,KANE AREA MS
729,6357,0,NORTHUMBERLAND,GRACE S BECK SCH
732,191,0,ALLEGHENY,GRANDVIEW UPPER EL SCH
925,3033,0,LYCOMING,JERSEY SHORE AREA MIDDLE SCHOOL
922,8078,0,JEFFERSON,JENKS HILL EL SCH
917,2280,0,GREENE,JEFFERSON-MORGAN JSH
916,7029,0,GREENE,JEFFERSON-MORGAN EL
915,2808,0,LEHIGH,JEFFERSON EL SCH
914,8025,0,WESTMORELAND,JEANNETTE MCKEE MS
913,8024,0,WESTMORELAND,JEANNETTE MCKEE ELEM
730,2208,0,FRANKLIN,GRANDVIEW EL SCH
910,6126,0,MERCER,JAMESTOWN AREA JSHS
945,1154,0,BUTLER,KARNS CITY HS
716,1881,0,DELAWARE,GLENOLDEN SCH
692,1964,0,DELAWARE,GARRETTFORD EL SCH
693,167,0,ALLEGHENY,GATEWAY MS
985,6965,0,CARBON,L B MORRIS EL SCH
984,6316,0,BERKS,KUTZTOWN EL SCH
983,6315,0,BERKS,KUTZTOWN AREA MS
975,7271,0,BUCKS,KLINGER MS
969,7189,0,WESTMORELAND,KISKI AREA IHS
967,3647,0,PHILADELPHIA,KIRKBRIDE ELIZA B SCH
717,3256,0,MONTGOMERY,GLENSIDE EL SCH
964,1375,0,CHESTER,KINGS HIGHWAY EL SCH
962,5056,0,LANCASTER,KING EL SCH
705,8147,0,ADAMS,GETTYSBURG MONTESSORI CHARTER
960,7462,0,ALLEGHENY,KEYSTONE OAKS MS
959,1486,0,CLARION,KEYSTONE JSHS
958,6694,0,CLARION,KEYSTONE EL SCH
956,7979,0,PHILADELPHIA,KEYSTONE ACADEMY CHARTER SCHOOL
949,4084,0,UNION,KELLY EL SCH
714,6952,0,CLEARFIELD,GLENDALE EL SCH
703,5062,0,NORTHAMPTON,GEORGE WOLF ELEM SCHOOL
909,6127,0,MERCER,JAMESTOWN AREA EL SCH
904,6281,0,FRANKLIN,JAMES BUCHANAN MS
903,3442,0,NORTHAMPTON,JAMES BUCHANAN EL SCH
843,6797,0,INDIANA,HOMER-CENTER EL SCH
775,3318,0,MONTGOMERY,HANCOCK EL SCH
776,5041,0,PHILADELPHIA,HANCOCK JOHN SCH
842,927,0,BLAIR,HOLLIDAYSBURG AREA J
837,2768,0,LEHIGH,HIRAM W DODD EL SCH
835,5322,0,DELAWARE,HILLTOP EL SCH
825,1965,0,DELAWARE,HIGHLAND PARK EL SCH
824,6558,0,BEAVER,HIGHLAND MS
844,2331,0,INDIANA,HOMER-CENTER JSHS
782,4570,0,YORK,HANOVER MS
823,1736,0,YORK,HIGHLAND EL SCH
785,2048,0,ERIE,HARBOR CREEK JUNIOR HS
788,8220,0,BRADFORD,HARLAN ROWE MS
790,8316,0,CLEARFIELD,HARMONY AREA JSHS
807,3955,0,SCHUYLKILL,HEGINS-HUBLEY EL SCH
793,6787,0,ALLEGHENY,HARRISON MS
803,5344,0,MONTGOMERY,HATFIELD EL SCH
802,4115,0,VENANGO,HASSON HEIGHTS SCH
783,4566,0,YORK,HANOVER STREET EL SCH
845,532,0,ALLEGHENY,HOMEVILLE EL SCH
771,6274,0,FRANKLIN,HAMILTON HEIGHTS EL
852,674,0,BEAVER,HOPEWELL JHS
896,7366,0,MONROE,J T LAMBERT INTERMED
746,6028,0,ALLEGHENY,GREENFIELD EL SCH
747,4372,0,WESTMORELAND,GREENSBURG-SALEM MS
748,3137,0,MERCER,GREENVILLE JSHS
890,4817,0,ERIE,IROQUOIS JSHS
889,2052,0,ERIE,IROQUOIS ELEM SCHOOL
885,6794,0,BERKS,INTERMEDIATE SCH
752,8202,0,MERCER,GROVE CITY AREA MS
878,8183,0,MIFFLIN,INDIAN VALLEY INTRMD SCH
877,8182,0,MIFFLIN,INDIAN VALLEY EL SCH
874,8062,0,MONTGOMERY,INDIAN CREST MS
871,7683,0,PHILADELPHIA,INDEPENDENCE CS
867,4700,0,FAYETTE,HUTCHINSON EL SCH
759,4512,0,WESTMORELAND,H W GOOD EL SCH
866,5333,0,HUNTINGDON,HUNTINGDON AREA MS
864,6364,0,LYCOMING,HUGHESVILLE JSHS
856,5337,0,LEBANON,HOUCK EL SCH
767,2626,0,LANCASTER,HAMBRIGHT EL SCH
768,7447,0,BERKS,HAMBURG AREA MS
994,2924,0,LUZERNE,LAKE-LEHMAN JSHS
356,762,0,BERKS,COLEBROOKDALE EL SCH
995,7060,0,LUZERNE,LAKE-NOXEN EL SCH
688,6223,0,POTTER,GALETON AREA SCH
1176,7901,0,DAUPHIN,MATH SCIENCE ACADEMY
606,7746,0,LACKAWANNA,FELL CS
611,4947,0,JUNIATA,FERMANAGH-MIFFLINTOW
1156,936,0,BLAIR,MARTINSBURG EL SCH
614,1223,0,CAMBRIA,FERNDALE EL SCH
615,8005,0,DAUPHIN,FINK EL SCH
617,1651,0,CRAWFORD,FIRST DISTRICT EL SCH
1151,3408,0,MONTGOMERY,MARSHALL STREET EL SCH
1179,3769,0,PHILADELPHIA,MAYFAIR SCH
620,4583,0,YORK,FISHING CREEK EL SCH
1138,7777,0,PHILADELPHIA,MARITIME ACADEMY CS
1136,4328,0,WESTMORELAND,MARION EL SCH
1135,2339,0,INDIANA,MARION CENTER AREA H
626,6311,0,BERKS,FLEETWOOD MS
627,3092,0,MCKEAN,FLOYD FRETZ MD SCH
1130,6942,0,CRAWFORD,MAPLEWOOD HS
1129,6137,0,CRAWFORD,MAPLEWOOD EL SCH
1124,7380,0,BUCKS,MAPLE POINT MS
1140,6641,0,YORK,MARKLE INTRMD SCH
1121,13,0,ADAMS,MAPLE AVENUE MS
1180,7146,0,LACKAWANNA,MAYFIELD EL SCH
1189,7734,0,FULTON,MCCONNELLSBURG MS
575,7564,0,PHILADELPHIA,EUGENIO MARIA DE HOSTOS CS
1226,8304,0,LACKAWANNA,MID VALLEY SECONDARY CENTER
1225,2423,0,LACKAWANNA,MID VALLEY EL CTR
1224,7613,0,SOMERSET,MEYERSDALE MS
1218,7792,0,MERCER,MERCER AREA MS
580,7006,0,BEDFORD,EVERETT AREA EL SCH
1216,4507,0,WESTMORELAND,MENDON EL SCH
582,7866,0,MONROE,EVERGREEN COMMUNITY CS
1181,4595,0,YORK,MAZIE GABLE EL SCH
585,787,0,BERKS,EXETER TWP JHS
588,6270,0,ADAMS,FAIRFIELD AREA EL SCH
589,7322,0,ADAMS,FAIRFIELD AREA MS
1199,8242,0,YORK,MCKINLEY SCH
1194,6976,0,WASHINGTON,MCGUFFEY MS
1193,5007,0,BUCKS,MCDONALD EL SCH
595,6826,0,FRANKLIN,FANNETT-METAL EL SCH
596,7508,0,FRANKLIN,FANNETT-METAL MS
598,3456,0,NORTHAMPTON,FARMERSVILLE EL SCH
1206,1653,0,CRAWFORD,MEADVILLE AREA MIDDLE SCHOOL
1120,4068,0,TIOGA,MANSFIELD JSHS
634,6420,0,SUSQUEHANNA,FOREST CITY REG EL
635,6419,0,SUSQUEHANNA,FOREST CITY REG HS
666,6686,0,FAYETTE,FRAZIER EL SCH
667,7176,0,FAYETTE,FRAZIER MS
1041,8184,0,MIFFLIN,LEWISTOWN INTRMD SCH
1036,2522,0,LANCASTER,LEOLA EL SCH
1035,1793,0,DAUPHIN,LENKERVILLE EL SCH
1032,5002,0,ARMSTRONG,LENAPE EL SCH
1029,7642,0,MONROE,LEHMAN INTERMEDIATE
673,8357,0,BEAVER,FREEDOM AREA EL SCH
1044,4062,0,TIOGA,LIBERTY EL SCH
674,8356,0,BEAVER,FREEDOM AREA MS
1015,7306,0,DAUPHIN,LAWNTON EL SCH
1014,6940,0,WESTMORELAND,LAUREL VALLEY EL SCH
1013,2680,0,LAWRENCE,LAUREL JSHS
1008,6421,0,SUSQUEHANNA,LATHROP STREET EL SCH
683,6026,0,ALLEGHENY,FULTON ACADEMY OF SCIENCE
1000,7069,0,MERCER,LAKEVIEW MS
999,4705,0,DELAWARE,LAKEVIEW EL SCH
997,6404,0,LACKAWANNA,LAKELAND JSHS
1028,1314,0,CARBON,LEHIGHTON AREA MS
1051,3443,0,NORTHAMPTON,LINCOLN EL SCH
663,8123,0,PHILADELPHIA,FRANKLIN TOWNE CHARTER EL SCH
662,6007,0,FAYETTE,FRANKLIN SCH
1119,7410,0,LANCASTER,MANOR MIDDLE SCHOOL
637,1287,0,CAMBRIA,FOREST HILLS MS
1114,7953,0,LANCASTER,MANHEIM CENTRAL MS
1104,7223,0,SCHUYLKILL,MAHANOY AREA EL SCH
1100,4918,0,BRADFORD,LYNCH EL SCH
1099,6861,0,LYCOMING,LYCOMING VALLEY MS
1096,2225,0,FRANKLIN,LURGAN EL SCH
1092,3037,0,LYCOMING,LOYALSOCK TWP MS
1087,7559,0,LEHIGH,LOWER MACUNGIE MS
1080,8079,0,JEFFERSON,LONGVIEW EL SCH
650,3765,0,PHILADELPHIA,FOX CHASE SCH
1074,7274,0,BUCKS,LOG COLLEGE MS
652,2474,0,LACKAWANNA,FRANCES WILLARD NO 32
1073,4961,0,PHILADELPHIA,LOESCHE WILLIAM H SCH
1067,1847,0,DELAWARE,LINWOOD EL SCH
1064,6783,0,DAUPHIN,LINGLESTOWN MS
658,6984,0,VENANGO,FRANKLIN AREA MS
1060,8286,0,NORTHUMBERLAND,LINE MOUNTAIN MS
1053,2675,0,LAWRENCE,LINCOLN JSHS
996,6403,0,LACKAWANNA,LAKELAND EL SCH
1648,7941,0,CAMBRIA,RICHLAND JR/SR HIGH SCHOOL
797,6864,0,LEHIGH,HARRY S TRUMAN EL SCH
222,6690,0,BUTLER,BUTLER AREA IHS
1952,7031,0,SCHUYLKILL,TAMAQUA EL SCH
1951,7662,0,SCHUYLKILL,TAMAQUA AREA MS
52,18,0,ADAMS,ARENDTSVILLE EL SCH
1948,8126,0,PHILADELPHIA,TACONY ACADEMY CHARTER SCHOOL
1945,8281,0,MONROE,SWIFTWATER INTERM SCH
1943,5054,0,LANCASTER,SWIFT MS
1940,7367,0,PERRY,SUSQUENITA MS
184,6309,0,BERKS,BRANDYWINE HEIGHTS MIDDLE SCHO
1938,1805,0,DAUPHIN,SUSQUEHANNA TWP MS
1937,4054,0,SUSQUEHANNA,SUSQUEHANNA COMM JS
1936,6885,0,SUSQUEHANNA,SUSQUEHANNA COMM EL
2146,7286,0,YORK,WEST YORK MS
1929,4030,0,SULLIVAN,SULLIVAN CO JSHS
1928,8180,0,SULLIVAN,SULLIVAN CO EL SCH
191,7342,0,ALLEGHENY,BRENTWOOD MS
2143,8232,0,SNYDER,WEST SNYDER EL SCH
54,7123,0,MONROE,ARLINGTON HEIGHTS EL SCH
1649,860,0,BERKS,RICHMOND EL SCH
1958,2918,0,LUZERNE,THIRD AVENUE EL SCH
161,1611,0,COLUMBIA,BLOOMSBURG AREA MS
2128,7694,0,ALLEGHENY,WEST LIBERTY ELEM SCH
162,4070,0,TIOGA,BLOSSBURG EL SCH
2130,6129,0,MERCER,WEST MIDDLESEX AREA HS
1973,7601,0,VENANGO,TITUSVILLE MS
1971,4847,0,DELAWARE,TINICUM SCH
2131,535,0,ALLEGHENY,WEST MIFFLIN AREA MS
1926,7396,0,BUTLER,SUGARCREEK EL SCH
2135,3597,0,PERRY,WEST PERRY MS
2141,7640,0,ARMSTRONG,WEST SHAMOKIN JSHS
55,8342,0,ARMSTRONG,ARMSTRONG JSHS
167,5263,0,SCHUYLKILL,BLUE MOUNTAIN MS
1965,2590,0,LANCASTER,THOMAS WHARTON EL SCH
169,6891,0,SUSQUEHANNA,BLUE RIDGE EL SCH
1964,1802,0,DAUPHIN,THOMAS W. HOLTZMAN JR. EL. SCH
1962,6633,0,NORTHAMPTON,THOMAS JEFFERSON EL
1967,7833,0,WARREN,TIDIOUTE COMMUNITY CS
1923,7839,0,MONROE,STROUDSBURG MIDDLE SCHOOL
2147,1969,0,DELAWARE,WESTBROOK PARK EL SCH
194,6468,0,MONTGOMERY,BRIDGEPORT EL SCH
1892,7620,0,HUNTINGDON,STANDINGSTONE EL
1891,2226,0,FRANKLIN,ST THOMAS EL SCH
215,2097,0,FAYETTE,BULLSKIN EL SCH
1890,1992,0,ELK,ST MARYS AREA MS
2175,7357,0,SCHUYLKILL,WILLIAMS VALLEY EL SCH
1889,8219,0,BRADFORD,SRU EL SCH
218,7477,0,WASHINGTON,BURGETTSTOWN AREA EL CN
38,1925,0,DELAWARE,AMOSLAND EL SCH
219,4195,0,WASHINGTON,BURGETTSTOWN MIDDLE/HIGH SCHOOL
221,8054,0,NORTHAMPTON,BUSHKILL EL SCH
2077,4839,0,TIOGA,WARREN L MILLER EL SCH
1881,29,0,ALLEGHENY,SPRINGDALE JSHS
224,8343,0,BUTLER,BUTLER MS
1873,4622,0,YORK,SPRING GROVE AREA IN
2176,3914,0,SCHUYLKILL,WILLIAMS VALLEY JSHS
2177,950,0,BLAIR,WILLIAMSBURG COMM EL
220,2598,0,LANCASTER,BURROWES SCH
2126,7896,0,ARMSTRONG,WEST HILLS INTERMEDIATE SCH
1896,632,0,BEAVER,STATE STREET EL SCH
40,7024,0,PHILADELPHIA,AMY NW
2148,719,0,BEAVER,WESTERN BEAVER CO JS/HS
1922,7593,0,MONROE,STROUDSBURG JUNIOR HIGH
1921,3196,0,MIFFLIN,STRODES MILLS EL SCH
1916,5088,0,YORK,STONY BROOK EL SCH
198,5148,0,JEFFERSON,BROCKWAY AREA ELEMENTARY SCHOOL
199,2362,0,JEFFERSON,BROCKWAY JSHS
48,6570,0,ARMSTRONG,APOLLO-RIDGE MS
209,2192,0,FRANKLIN,BUCHANAN EL SCH
201,7868,0,ALLEGHENY,BROOKLINE EL SCH
2150,7341,0,WAYNE,WESTERN WAYNE MS
2151,4057,0,TIOGA,WESTFIELD AREA EL SCH
1914,8158,0,HUNTINGDON,STONE VALLEY COMMUNITY CS
2162,5241,0,LEHIGH,WHITEHALL-COPLAY MS
2165,7885,0,ALLEGHENY,WHITTIER EL SCH
43,8178,0,LEBANON,ANNVILLE CLEONA MS
2166,2591,0,LANCASTER,WICKERSHAM EL SCH
202,6162,0,JEFFERSON,BROOKVILLE JSHS
1869,2312,0,HUNTINGDON,SPRING FARMS EL SCH
159,2317,0,INDIANA,BLAIRSVILLE MS
2124,7270,0,WESTMORELAND,WEST HEMPFIELD MS
2055,6166,0,VENANGO,VICTORY EL SCH
112,6019,0,ALLEGHENY,BEECHWOOD EL SCH
2051,7283,0,LACKAWANNA,VALLEY VIEW MS
2049,7920,0,VENANGO,VALLEY GROVE ELEM SCHOOL
2096,5331,0,FRANKLIN,WAYNESBORO AREA MS
2045,6788,0,BUCKS,VALLEY EL SCH
2097,7476,0,GREENE,WAYNESBURG CENTRAL EL
80,3221,0,MONROE,B F MOREY EL SCH
117,8269,0,WESTMORELAND,BELLE VERNON AREA MS
118,1342,0,CENTRE,BELLEFONTE AREA MS
2039,3406,0,MONTGOMERY,UPPER PERKIOMEN MS
120,6977,0,ALLEGHENY,BELLEVUE EL SCH
2099,6838,0,CARBON,WEATHERLY AREA MS
121,7144,0,BLAIR,BELLWOOD ANTIS MS
2038,5249,0,MONTGOMERY,UPPER MORELAND MS
2056,8128,0,ADAMS,VIDA CHARTER SCHOOL
109,7021,0,BEDFORD,BEDFORD MS
2059,8138,0,INDIANA,W A MCCREERY EL SCH
2060,1974,0,DELAWARE,W B EVANS EL SCH
2081,4568,0,YORK,WASHINGTON EL SCH
2076,7843,0,WARREN,WARREN AREA ELEM CTR
94,1430,0,CHESTER,BARKLEY EL SCH
88,6824,0,PHILADELPHIA,BALDI C C A MS
2071,7845,0,DELAWARE,WALTER M SENKOW ELEM SCH
87,1335,0,CENTRE,BALD EAGLE AREA JSHS
2085,7456,0,WASHINGTON,WASHINGTON PARK ES
2035,6339,0,DAUPHIN,UPPER DAUPHIN AREA M
2089,3574,0,NORTHUMBERLAND,WATSONTOWN EL SCH
2066,4305,0,PIKE,WALLENPAUPACK SOUTH
100,7827,0,LUZERNE,BEAR CREEK COMMUNITY CS
2064,6956,0,PIKE,WALLENPAUPACK AREA M
102,4148,0,WARREN,BEATY-WARREN MS
2063,2396,0,JUNIATA,WALKER TWP EL SCH
104,7386,0,BEAVER,BEAVER AREA MS
2091,6654,0,ERIE,WATTSBURG AREA MS
98,3345,0,MONTGOMERY,BARTH EL SCH
2101,4556,0,YORK,WEIGELSTOWN EL SCH
2032,7437,0,ADAMS,UPPER ADAMS MS
127,19,0,ADAMS,BENDERSVILLE EL SCH
1999,4536,0,WYOMING,TUNKHANNOCK MS
148,650,0,BEAVER,BIG BEAVER EL SCH
149,6326,0,CUMBERLAND,BIG SPRING MS
2111,6599,0,CLEARFIELD,WEST BRANCH AREA EL
150,7938,0,ADAMS,BIGLERVILLE ELEM SCHOOL
2116,2379,0,JEFFERSON,WEST END EL SCH
2117,6701,0,FOREST,WEST FOREST EL SCH
2109,6895,0,ALLEGHENY,WEST ALLEGHENY MS
151,7272,0,BERKS,BIRDSBORO EL CTR
1998,4670,0,BERKS,TULPEHOCKEN JSHS
